"gene_id","Sample1","Sample2","Sample3","Sample4","Sample5","Sample6","Sample7","Sample8","Sample9","Sample10","Sample11","Sample12"
"CD630_02630",24970.5,23719.5,20975.5,29626.5,39563,21086.5,2731.5,4345,3285.5,3994.5,2028,2555
"CD630_02640",8886,8697,7841.5,10531,14177.5,7838.5,934.5,1500.5,1078.5,1367.5,839,950.5
"CD630_02650",13067.5,12114,11258.5,16635,19762,11112,1231.5,2071.5,1502,1926,1198,1489.5
"CD630_02660",6525.5,6694,5509,7444.5,9762,5573,608,921.5,713.5,941.5,560.5,671.5
"CD630_02670",2935,2843,2489,2939.5,4678.5,2356.5,212,426,301.5,448.5,242,290
"CD630_02680",7959.5,8463.5,7007.5,9828.5,12473.5,6865,742,1178,903,1090,811.5,813.5
"CD630_02690",7163,6763,6227.5,8289,10832,5908.5,776,1136,794,1099,678,798
"CD630_02700",8625,8596.5,7745,9938.5,14231,7358,957,1536,1106.5,1560,922.5,1123.5
"CD630_02710",3701.5,3963.5,3313.5,4266.5,6205,3172,432.5,747,515,677.5,434.5,485.5
"CD630_02720",9794,9316.5,8698.5,10611.5,15342.5,7651.5,1072.5,2037,1351.5,1930.5,943.5,1238.5
"CD630_02730",16172,15850,14735,18242,26296,13424,40056,39013,44478,43091,41713,36430
"CD630_02740",940,721,726,1115,1276,731,965,938,1042,1054,1080,913
"CD630_02750",861,707,662,981,1200,598,737,743,875,851,838,748
"CD630_02760",198.5,152.5,155,223.5,241.5,136.5,120.5,119.5,132,93,130.5,101
"CD630_02770",84.5,83.5,69,97.5,131.5,71.5,52.5,56.5,51,56,71.5,45
"CD630_02780",59,48,60,71,74,56,62,69,66,58,74,58
"CD630_02790",248,108,142,108,265,133,696,1200,981,847,876,994
"CD630_02791",125,46,84,117,134,99,180,244,238,195,269,230
"CD630_02810",187,169,137,187,296,151,121,134,129,130,156,139
"CD630_02820",1289,1202,1002,1620,1764,1017,197,187,231,188,219,203
"CD630_02830",320,210,293,368,373,229,981,1015,1016,982,1081,922
"CD630_02840",2,2.5,2.5,8.5,2.5,5,1,1,2,3,2,1
"CD630_02850",13,18.5,13,17,19,9,24,20,14.5,16.5,17,14.5
"CD630_02860",9.5,2.5,8,6,9,6,4.5,5,1.5,7.5,5.5,5.5
"CD630_02870",20,15.5,17.5,12,16,10.5,14.5,23,20,20,16.5,15
"CD630_02880",22.5,10,8.5,15.5,21.5,13.5,25.5,23,16.5,13.5,13,13.5
"CD630_02890",25,15,10.5,17,15,10,14.5,24,18.5,20.5,18.5,19.5
"CD630_02900",6,4,4,7,13,8,9,9,6,8,8.5,8
"CD630_02910",17,8,7,17,4,10,12,18,17,12,20,19
"",0,3,0,1,1,0,0,0,0,0,0,0
"CD630_02920",85,74.5,56,106.5,120.5,60,62,69.5,93,88,73,78.5
"CD630_02921",12,6.5,11,15.5,9.5,7,8,8.5,12,9,13.5,4.5
"CD630_02930",83.5,68.5,73.5,97.5,129.5,57.5,59,72.5,81,89,63.5,81.5
"CD630_02940",133.5,79.5,69.5,111.5,159.5,68.5,45,87.5,79,95,61,54.5
"CD630_02950",1022,1116,929,1285,1955,980,2049,1985,2105,2189,2622,2009
"CD630_02960",90,86,85,105,202,72,179,144,185,184,216,175
"CD630_02970",22,27,21,18,35,23,26,28,26,16,21,21
"CD630_02980",153,435,89,77,920,167,406,761,652.5,1735,623,501
"CD630_02990",47,48.5,55,57,78.5,49.5,247,465.5,248.5,552,290,234
"CD630_03000",60,69.5,71,54,84.5,61.5,440,929.5,375,835,334,288
"CD630_03010",43.5,56,41,39,72.5,48,485,1535.5,438.5,1148,331.5,297.5
"CD630_03020",17.5,15,10,13,20.5,14,118,346.5,91.5,213,86.5,73.5
"CD630_03030",32.5,26,22,39.5,44,18,206.5,745.5,174,424,147,114
"CD630_03040",68.5,62,59,67.5,105,57,155.5,591.5,143,332,120,102
"CD630_03050",57,76,57,67,85,47,63,221,62,109,61,59
"CD630_03060",1038,858.5,852.5,1134,1497,791.5,871.5,756.5,966,808,1082.5,903.5
"CD630_03070",1062.5,1040,989.5,1297.5,1717,952,1080,990.5,1121.5,993,1253,1046.5
"CD630_03080",1984.5,1670.5,1605,2478.5,2920,1573.5,1577.5,1647,1810.5,1696,1699.5,1624
"CD630_03090",1940,1437,1620,2276,2662,1465,1361,1488,1623,1480,1597,1481
"CD630_03100",622,500,474,643,793,426,330,353,439,375,341,333
"CD630_03110",195,109,165,185,241,132,80,103,98,88,112,84
"CD630_03120",77,74.5,68,165,117.5,54,88.5,69,73.5,38.5,138.5,99
"CD630_03130",1761,1585.5,1480,3863,2951.5,1581,1617.5,1467,1663.5,1355.5,1926.5,1594
"CD630_03140",844,679,785,832,1151,735,29,42,34,26,34,26
"CD630_03160",702.5,772,658,831.5,1151,669.5,182,232.5,217.5,159,203,173.5
"CD630_03170",462,429,407,512.5,759.5,409,110.5,175,173.5,156,127.5,122
"CD630_03180",605.5,643,590,819,997.5,546.5,253.5,286.5,240,244,266.5,239.5
"CD630_03190",686.5,666.5,631,818,1115.5,556,385,483.5,472.5,370.5,376.5,409.5
"CD630_03200",530.5,484,451,657.5,775,392.5,384.5,468,475.5,438.5,368.5,407.5
"CD630_03210",92,98.5,80,99.5,116.5,98.5,98.5,84.5,71,60,72,78
"CD630_03220",481.5,393,432,568.5,639,387.5,573.5,482,533.5,533.5,582,480
"CD630_03230",1055.5,875,901,1246.5,1424,849.5,1012.5,1028,1133.5,1101.5,1101,1045
"CD630_03240",22030.5,17661.5,18651.5,27280,31123.5,17754.5,16477.5,18416,19562.5,11632,17895,14936
"CD630_03250",8447,6586.5,6980.5,9829.5,12323,6387,5650,7222.5,7652.5,4772,6511,5873
"CD630_03260",19635.5,15209,15821,23023,26695,14325.5,9235,12877.5,12311.5,8515.5,9042,8671.5
"CD630_03270",32545,25207,25510,34765.5,44113.5,23895,13716.5,18615,17290.5,11872.5,13589,13379.5
"CD630_03280",5566,5578.5,4816.5,6358,8948,4741.5,2583,2866,3146.5,2539,2982,2820.5
"CD630_03290",3853,3670.5,3206,4151.5,6346,3288.5,1708,1937,2086,1785.5,1830.5,1858
"CD630_03300",2027.5,2020.5,1774.5,2230.5,3400,1657,1036,1091.5,1089.5,999,1073.5,1000
"CD630_03310",2862.5,2742.5,2411,3170,4961,2391,2897,2634.5,3147,2733.5,3287,2603.5
"CD630_03320",66,55,64,93,81,41,22,20,18,16,19,24
"CD630_03330",23820,18222,18904,30043,34652,17778,17044,19853,22224,22085,20677,19099
"CD630_03340",102,87,113,156,177,81,182,200,175,218,185,180
"CD630_03350",152.5,82,110,121,195.5,91.5,43,74.5,71.5,58.5,42,57
"CD630_03360",339,290.5,259,363.5,494.5,255.5,127.5,152,178,144,156,158.5
"CD630_03370",580.5,466.5,411,533.5,671,374,180.5,232.5,246.5,253.5,311,243.5
"CD630_03380",212,193,148.5,223.5,289,144,202,226.5,262.5,227.5,202.5,229
"CD630_03390",373,323,325.5,467.5,583,286,282,321.5,324.5,328.5,350.5,350
"CD630_03400",7870,7056,6291.5,9787,12533.5,6099.5,2263,3007.5,2868,2894.5,2755.5,2560
"CD630_03410",615,628,533.5,762,924.5,522.5,268,280.5,284,282.5,276.5,258
"CD630_03420",458,319,380,387,555,331,171,143,143,111,101,112
"CD630_03430",417,342.5,368.5,472.5,457.5,337,115.5,127,135.5,115,97.5,106.5
"CD630_03440",714.5,489,616.5,779.5,995.5,498,295.5,314.5,266.5,254.5,246,249.5
"CD630_03450",3101.5,2472.5,2581,3666,4441,2363,1318,1578.5,1564,1517.5,1372.5,1293
"CD630_03460",674,631,578,745,1078,567,187,193,197,191,186,160
"CD630_03470",872,709,739.5,915.5,1295.5,681.5,298,363.5,334.5,267.5,282.5,256
"CD630_03480",2106,1666,1592.5,2249.5,2831.5,1512.5,842,999.5,1009.5,970.5,930.5,1006
"CD630_03500",3090,2440,2194.5,3219,3726,2086,2262.5,2439.5,3247.5,3019,3961,3330
"CD630_03510",2106,1598,1574.5,2242,2625,1542,1250.5,1439.5,1899.5,1587,2160,1857
"CD630_03520",84,75,100,130,137,69,59,86,74,48,47,80
"CD630_03530",236,205.5,253,292,340,178,180.5,291,220,222,145,205
"CD630_03541",442,308.5,409,572,545,344,190.5,262,267,246,208,221
"CD630_03550",14537,13632,12967,21637,21547,12617,9480,8753,10526,9672,9939,8591
"CD630_03560",10,16,9,11,14,9,30,29,32,38,53,24
"CD630_03580",9,21,5.5,18,21.5,12.5,31.5,26,30.5,42.5,40.5,44.5
"CD630_03590",18,29,14.5,27,25.5,17.5,31.5,67,52.5,59.5,71.5,55.5
"CD630_03600",44,61.5,31.5,48.5,65.5,24.5,12,21,15.5,22.5,12.5,10.5
"CD630_03610",57.5,69,54.5,85.5,107.5,47.5,16,39,19.5,41,28,21.5
"CD630_03620",43.5,53.5,39,44,72,37,15,30,20,29,22.5,15
"CD630_03630",66.5,45,43,61.5,96,46,41.5,48,45,60.5,29.5,37
"CD630_03640",16.5,28,25,32.5,51,15,24.5,31,24,11,8.5,23
"CD630_03650",323,242,254.5,316,452,204,79,142,98,106.5,81,77
"CD630_03660",369,363,336.5,448,567,295,113,175,159,153.5,116,111
"CD630_03670",354,324,301,414.5,530.5,276,137.5,213,162.5,199.5,119.5,126.5
"CD630_03680",225,220,208.5,292.5,349,202.5,108.5,127.5,117,119.5,82,92.5
"CD630_03690",63,56.5,58.5,81,118,50,23,38,40,39.5,24.5,19.5
"CD630_03700",41,46.5,39,58,72.5,37.5,18,27.5,21.5,17.5,16,16.5
"CD630_03710",0,1,0,1.5,0,1,0,0,0,0,3,0
"CD630_03720",2,0,0,1.5,1,3,0,3.5,0,2,5,0
"CD630_03730",7,8,4,3,13,3,2,4.5,5.5,8,6,5
"CD630_03740",7,5,2,7,16,3,10,15,5.5,6,9,9.5
"CD630_03750",0,0,0,1,0,0,2,1,1,1,0,1.5
"CD630_03760",2,1,2,0,4,3,5,7.5,5.5,4.5,12,9
"CD630_03770",0,3,2,1,0,0,4,2.5,3.5,2.5,2,5.5
"CD630_03780",0,3,0,0,2,1,3,4,0,2,4,1.5
"CD630_03790",1,1,0,0,2,0,1,2,1,1,2,1
"CD630_03800",0.5,0.5,0.5,0,1,0,0,0,1.5,0.5,1,1
"CD630_03810",5.5,9.5,7.5,11,22,3,15,16,18.5,20.5,16,15
"CD630_03820",4,0,0,5.5,3,1.5,2.5,4,3.5,3.5,7,7
"CD630_03830",10,14,12.5,13.5,20,8.5,21,24,36,21.5,42,32
"CD630_03840",6,3,6.5,2,3,2.5,12,7,11.5,9,12,9.5
"CD630_03850",1,0,5,2,5,3.5,12.5,9,9,18,12,6.5
"CD630_03860",36,53,28,45,54,25,59,60,66,79,94,98
"",1,1,1,2,2,5,4,4,3,6,6,1
"CD630_03880",1182,1084,1027,1430.5,1933.5,972.5,122.5,175,179.5,167,143,175.5
"CD630_03890",622.5,659.5,598,679.5,1155,494,71.5,118.5,86,83,71,86.5
"CD630_03900",273.5,355.5,247,279,504.5,234.5,34,52.5,49.5,37,40,29
"CD630_03901",0,1,3,2,1,1,0,0,0,0,0,0
"CD630_03910",308,220,221,323,345,177,37,56,35,41,37,45
"CD630_03920",909,946.5,782,1010.5,1513.5,733.5,283,380.5,345.5,267,309,259.5
"CD630_03930",665,560.5,542,615.5,968.5,576.5,139,262.5,197.5,182,170,175.5
"CD630_03940",43653,39576,38453,52662,70958,38084,36308,49155,34637,30980,34058,27534
"CD630_03950",59682,56774.5,48983,68396,87100.5,49235,41710,63248.5,40901.5,35104,44453,32208.5
"CD630_03960",44600.5,41926,38031,49543,63637.5,35342,30030,49872.5,29340.5,23951.5,29278.5,21942.5
"CD630_03970",65898,65149.5,56678,74065.5,100842.5,52746,42779,73946,43012.5,35061.5,39329.5,30598.5
"CD630_03980",56242,58400,48091.5,65524.5,92483.5,46967,37177,62767.5,33823.5,27244.5,32270,24240
"CD630_03990",90939.5,101310.5,76996,107674.5,147271,76890.5,54326.5,89986.5,46839.5,36897.5,43630,32882
"CD630_04000",99978,111150.5,81571.5,106145.5,157643,81047,56651,95959,50213.5,39847,45981.5,35239.5
"CD630_04010",82305,87505,66715,88574,136758,66578.5,43772.5,78648,42226,32933,38966.5,28375
"CD630_04020",2843,2749,2587,3431,4703,2408,3948,4759,4706,4774,4317,3963
"CD630_04030",44877,36086,34897,53167,73629,33396,24944,38432,33814,30448,30234,29104
"CD630_04040",239.5,250.5,244,352.5,413,253.5,170,160.5,168.5,137,161.5,136.5
"CD630_04050",797.5,673.5,701,1014.5,1261.5,696.5,479.5,503,513,530,463.5,481.5
"CD630_04060",1904.5,2054,1652,2298,3278.5,1639,980.5,1294.5,1220,1318.5,1159.5,1094
"CD630_04080",56,63.5,59.5,68,95.5,53,63,59,53.5,83,86.5,76
"CD630_04081",258.5,247.5,220.5,352,450.5,209,235,265,278,333.5,320,303
"CD630_04090",35,19.5,26.5,34,46.5,18.5,48.5,35.5,50.5,68,51.5,50.5
"CD630_04100",32.5,39,35.5,49.5,40,19,44.5,41,51,57,69.5,55.5
"CD630_04110",7.5,12.5,8.5,13,8.5,4,8,12,11.5,13,10.5,20
"CD630_04120",111,90,71.5,117.5,133,76.5,91,117.5,119,141,141.5,140
"CD630_04130",5,8,3.5,5,8,4.5,15,16.5,6.5,10,13.5,9.5
"CD630_04140",4.5,6,6.5,11,12,3.5,11.5,16.5,10.5,20.5,19.5,11.5
"CD630_04150",39.5,51,35.5,40.5,69,30,88.5,83,90.5,125,119,91
"CD630_04160",0,8,2.5,9,5,2.5,8,7.5,8,14,9.5,8
"CD630_04170",4,7,12,6.5,16.5,9.5,28,29,23,28.5,17,32
"CD630_04180",47,62,46,72.5,76.5,35,106,144.5,108.5,161,162.5,124.5
"CD630_04190",33.5,36.5,33.5,43.5,50,27,78,100,99,104,112.5,83.5
"CD630_04191",0.5,4.5,2.5,0,1,0,2,2,2,3,4.5,3
"CD630_04200",23,31,15,19,20,18,42,36,38,58,61,51
"CD630_04210",20,29,24,27,37,31,63,65,67,69,65,48
"CD630_04220",3492,3235,3010,4016,5777,2849,4202,4055,4378,3690,4528,3884
"CD630_04230",178,238,182,235,281,159,254,271,243,292,343,284
"CD630_04240",58,58,40,73,82,49,18,21,30,17,10,28
"CD630_04250",259.5,250.5,245,326.5,395.5,229.5,166.5,184,184.5,183.5,161.5,185
"CD630_04260",64.5,53.5,53,63.5,101.5,67.5,69.5,70,80.5,54.5,85.5,77
"CD630_04270",177,147,181,233,231,160,217,151,182,144,223,163
"CD630_04280",1864,1399,1639,2306,2662,1574,1408,1456,1645,1231,1578,1530
"CD630_04290",79,102,68,89,113.5,66,79.5,74,86.5,71,68.5,66.5
"CD630_04300",41,39,39,50,52.5,38,30.5,41,28.5,24,30.5,26.5
"CD630_04310",84.5,80,74.5,88.5,128,74,47,68,47.5,52.5,46.5,49
"CD630_04320",131,92.5,96.5,118.5,190.5,90.5,45,67.5,60.5,52.5,46,42.5
"CD630_04330",145,135.5,119,146,277.5,116.5,43.5,88,70.5,63,54,49
"CD630_04340",165.5,171,162,240,289,151,69.5,86.5,125.5,79,100.5,91.5
"CD630_04350",0,0,0,0,0,1,0,0,0,0,0,0
"CD630_04352",2,0.5,2,1,0,0,0,0,0,0,0,0.5
"CD630_04360",1140,1255.5,1088,1360,2034,990,5572,3823,5646,4593,6520,5501.5
"CD630_04380",264,228,252,283,329,219,299,260,319,320,398,303
"CD630_04390",107,86,108,101,151,91,136,144,93,90,120,112
"CD630_04400",702,604,568,1014,1327,597,352,400,443,366,472,355
"CD630_04401",93,60,75,154,144,82,119,110,123,88,142,109
"CD630_04410",549,459,482,678,867,508,289,273,277,234,278,251
"CD630_04420",5,5,8,6,10,2,2,2,5,4,3,3
"CD630_04430",3,2,1.5,4,3,2,2,1,1.5,0,0,1
"CD630_04440",13,17,19.5,23,17,11,10,9,8.5,9,13,8
"CD630_04450",0,1,2.5,3,5,0,2,0,0,1,1,0
"CD630_04460",27.5,35.5,25.5,39,60.5,31,21,29.5,33.5,31.5,12,13.5
"CD630_04470",28,20.5,16,36,40,13.5,14,18.5,23,18.5,26,19.5
"CD630_04480",30.5,27,22,19,48,27.5,10,13,13,8,10,8.5
"CD630_04490",55,41,54,59,82.5,47,29,26,23.5,30,18,31.5
"CD630_04500",10,9,10,16,18,9,4,10,5,8,6,5
"CD630_04510",503.5,432.5,439.5,592,842,404.5,258.5,334.5,290.5,262.5,259.5,256.5
"CD630_04520",1797.5,1890.5,1607.5,2655.5,3051,1555,1094,1156.5,1141,1098,1122.5,1002
"CD630_04530",2533,2481,2178,3301.5,4245,2087.5,1378.5,1752,1675.5,1708.5,1545,1452.5
"CD630_04540",1123,901,925,1398,1743,895,209,297,211,188,173,181
"CD630_04550",3568,3749,3225,4656,6161,3081,321,539,438,431,323,353
"CD630_04560",120,123,90,143,178,85,29,28,32,18,21,25
"CD630_04570",40.5,28,17.5,44,36,11,9,9,12,13,12,11
"CD630_04580",45.5,45,36.5,50,64,33,39,28,18,26,24,17
"CD630_04590",185.5,154,169.5,195,266.5,146.5,65.5,75.5,68,79,55,48.5
"CD630_04600",629.5,540,582.5,764,948.5,527.5,106.5,143.5,131,134,104,119.5
"CD630_04610",726.5,563,572.5,870.5,1013.5,544,468,620,638,699.5,553.5,595
"CD630_04620",327.5,257,284.5,416.5,405.5,229,314,342,324,358.5,315.5,328
"CD630_04630",209,137,173,249,246,137,240,269,220,254,241,249
"CD630_04640",54,20,34,53,59,34,173,165,157,199,205,165
"CD630_04650",673,553,554.5,850,968,500.5,532,778,670.5,730.5,612,635.5
"CD630_04660",1502,1194,1156.5,2023,2244,1173.5,1285,1628,1492.5,1616.5,1407,1465.5
"CD630_04670",15,6.5,12,14,14.5,8.5,32,72,29,54,28,23.5
"CD630_04680",26.5,14.5,9,20,25.5,12.5,55,143,64,100.5,53,52.5
"CD630_04690",156.5,121,134,210,208,105,111,204,121,142.5,102,102
"CD630_04700",1493,1284.5,1321.5,1826.5,2238.5,1158.5,585,767,769,851.5,623.5,647.5
"CD630_04710",219,166.5,238.5,306.5,326.5,181.5,184,156,181,171.5,160.5,156.5
"CD630_04720",603.5,659.5,609.5,498,947.5,452.5,194,245,215.5,123.5,193,149
"CD630_04730",496.5,464.5,485.5,409,683.5,375.5,177,187,173.5,123,138,142.5
"CD630_04740",732,812,764,699,1144,578,276,372,303,210.5,275,269.5
"CD630_04750",157,160,161,166,265,131,37,36,53,55,47,53
"CD630_04760",95,66,49,68,108,52,21,28,28,23,26,15
"CD630_04770",369,285,299,437,462,262,252,312,341,307,248,275
"CD630_04780",138,156,98,162.5,211.5,108.5,68.5,126,81,91.5,97.5,87.5
"CD630_04790",191.5,197,139,239.5,292,143,100.5,156,119.5,97.5,114.5,85
"CD630_04800",201,276,212,278,374.5,195.5,105,175,125,119,140,132.5
"CD630_04810",918,1037,768,1079.5,1494,709.5,216.5,369.5,258.5,233,242.5,234
"CD630_04820",1655.5,1704,1361,1964.5,2676,1318.5,322.5,545.5,420,446,340.5,352
"CD630_04830",115,71.5,97,132.5,121,62,19,23,38,32,40,40
"CD630_04840",8,6.5,6,5.5,19,7,0,0,1,2,0,2
"CD630_04850",169,135,172.5,228,231,146.5,101.5,107,139,130.5,118,107
"CD630_04860",65,64,74.5,111,113,64.5,76.5,79,76,68.5,58,57
"CD630_04870",748,568,647,855,1047,568,3051,3810,3164,3193,3103,2759
"CD630_04880",85,56,54,65,108,56,58,90,69,55,63,72
"CD630_04890",1412,904,973,1252,2090,1021,553,656,698,652,702,595
"CD630_04900",4,5,3,2,7,3,1,1,5,1,0,0
"CD630_04910",50,60,28.5,53.5,74.5,30,150.5,148.5,123,128.5,140.5,124.5
"CD630_04920",77.5,77,60.5,100,116,77,200.5,206,191,213,225.5,171
"CD630_04930",135.5,121.5,125,174.5,233,113,397,447.5,380.5,393.5,376.5,344
"CD630_04940",121,125.5,104,129,211.5,116,382,408,357.5,386,379.5,345.5
"",234,159,205,269,353,174,282,246,307,273,302,277
"CD630_04960",100,161.5,112.5,206.5,293,127.5,130.5,192,186.5,190.5,243.5,185
"CD630_04970",125,183.5,115.5,201.5,329,146.5,164.5,206.5,189.5,228,284.5,222
"CD630_04980",380,618,390,675.5,1187,504,524,735.5,704,673.5,979.5,715
"CD630_04981",17,39,22,41.5,70,27,30,37,34,32.5,51.5,45.5
"CD630_04990",310.5,425,309,506.5,790.5,349.5,365,488.5,478.5,503,613.5,473.5
"CD630_04991",33.5,43,36,39.5,85.5,20.5,29,55.5,52.5,49.5,49.5,54
"CD630_05000",106,150,93,171,304,134,151,198,184,188,240,175
"CD630_05010",29,38,24,49,76.5,39,26,33.5,43.5,48,38.5,30
"CD630_05020",148.5,181,170.5,300,415.5,170,166.5,211,194.5,293,246,214
"CD630_05030",127.5,184.5,152,249.5,349,140.5,159.5,153.5,132.5,207,222.5,150.5
"CD630_05040",36,67.5,40.5,66.5,103,46.5,34,53,45.5,70,52,32.5
"CD630_05060",282,323,270,399,768,298,369,508,492,496,641,470
"CD630_05070",60,97,66,94,165,77,40,49,47,59,48,45
"CD630_05071",1457,1616.5,1526,2290,2193,1614.5,569,494,398,376.5,421.5,389.5
"CD630_05080",44744,43891.5,42284,62795,76753,40769.5,23117,29002,25543,23271.5,24241.5,22817.5
"CD630_05081",6435.5,7199.5,5979.5,8916.5,10453.5,5867.5,2699,3383.5,2780,2717,2578.5,2576.5
"CD630_05090",4383.5,4390.5,3980.5,6886.5,7694.5,4033.5,1061,1628.5,1379,1237,1221.5,1231.5
"CD630_05100",338.5,369.5,312.5,448,776,328.5,389.5,431.5,427.5,538.5,648.5,453.5
"CD630_05101",221.5,275.5,194.5,363,524,248.5,272.5,314.5,307.5,365.5,494.5,340.5
"CD630_05103",135,181,156,247,358,166,139,178,184,234,240,204
"CD630_05110",3626,3592,3250,5475,7058,3411,1532,1948,1778,2039,2044,1799
"",1144.5,1026,855,1425,1890,885,294,390,378.5,462.5,382.5,395
"CD630_05130",53.5,40,45,51,93,34,18,18,20.5,26.5,19.5,13
"CD630_05140",4141,5381,4695,36411,46296,20851,6807,5418,5993,34070,38055,25734
"CD630_05150",2900.5,2458.5,2403.5,3433.5,4254,2284,851,1227.5,1068,1079,843,986
"CD630_05160",3482.5,2557.5,2981.5,4725.5,4841,2822,1156,1506.5,1423,1555,1074,1120
"CD630_05170",630.5,407.5,606.5,646,802,514.5,495,562,543.5,470.5,459,442.5
"CD630_05180",433.5,374.5,431.5,498,577,329.5,384,393,434.5,341.5,368,339.5
"CD630_05190",20490,14897,20280,27409,28540,17714,49471,50634,60913,49028,59127,49520
"CD630_05200",2907,2469.5,2682.5,3286,4389.5,2342,2625.5,2998,3768,3003.5,3104,2982
"CD630_05210",990,926.5,907.5,1073,1489.5,833,744.5,759,913,763.5,814,827
"CD630_05211",113,69,90,126,142,81,64,61,42,41,41,50
"CD630_05220",2919,2079,2505,3089,3663,2140,1347,1627,1634,1373,1313,1389
"CD630_05230",1689,1388,1434,1741,2268,1398,812,900,892,692,700,732
"CD630_05240",1603,1400.5,1391,3125,2487.5,1405,874,1846,953,2120,850,960
"CD630_05250",1913,1678.5,1854,4640,2971.5,1880,1386,2804,1522,3253,1390,1442
"CD630_05270",78,52,103,173,111,76,118,107,119,117,93,85
"CD630_05280",1187,836.5,808.5,2175,1529.5,887.5,2404,6410.5,2289.5,15303,2111,2327.5
"CD630_05290",269,242,205,638,418,250,581.5,1713,603,4120,504,558.5
"CD630_05300",206,153.5,140.5,568,316.5,174.5,565.5,1764.5,592.5,4181,547,587
"CD630_05310",119,92,127,213,160,117,105,128,140,149,112,111
"CD630_05320",25,21,20,26,39,18,28,20,19,17,20,24
"CD630_05330",385.5,345,407,540,565.5,365,72,88.5,64.5,101.5,76.5,89.5
"",368,316.5,352,520.5,544,331,86,99.5,127,126.5,104,86
"CD630_05340",1006.5,941,981.5,1352,1530,893,246.5,299.5,302,348.5,263.5,280
"CD630_05350",1228.5,1193.5,1276.5,1997,1858,1216,288.5,314,289,333.5,295.5,282.5
"CD630_05360",1862.5,1563,1733,2492.5,2428.5,1587,390,490.5,418.5,456,381.5,423
"CD630_05370",3930,3700.5,3856,5628,5908.5,3662.5,1057.5,1164.5,1125.5,1203.5,969.5,1075.5
"CD630_05380",5731,5159.5,5588,8341,8323.5,5228.5,1032.5,1354.5,1348.5,1362.5,1052.5,1185.5
"CD630_05390",6157.5,5046,5567,7828,8462,5051,646.5,938.5,858.5,886,735.5,759.5
"CD630_05400",1513,1232.5,1396.5,1874,2045.5,1349,147,192.5,218.5,162,126.5,151.5
"CD630_05410",2301.5,2083.5,2022,2826.5,3281,1942.5,182.5,312.5,264.5,258.5,199,233.5
"CD630_05420",1005,890,944.5,1188.5,1540.5,901.5,107,129.5,103.5,103.5,113,104.5
"CD630_05430",231,204,262,298,398.5,206,19.5,36,29,26,21,28
"CD630_05440",1181,964,1097,1208,1896.5,1022,1222.5,1285,1225,1029,1376,1089
"CD630_05450",3346,2570,2614,3573,4555,2355,3162,4232,3775,3483,3493,3201
"CD630_05460",2410,2265,2007,2861,3455,1829,2185,2602,2656,2511,2411,2242
"CD630_05470",390,324.5,307,416,464.5,254.5,207,230.5,168,192,196,211.5
"CD630_05480",7428,6637.5,5837,8730,10513.5,5537.5,3517,4669.5,4481,4638,4088,4009.5
"CD630_05490",1219,1094,998,1764,2035,1065,746,683,764,1170,938,878
"CD630_05500",15,9,9,13,20,14,6,4,6,5,6,7
"CD630_05510",13,10,13,25,14,17,9,4,7,17,5,12
"CD630_05520",16,11,8,15,18,10,9,1,9,16,13,8
"CD630_05530",354,278,320,345,488,268,442,418,421,390,421,422
"CD630_05540",834,662,708,948,1090,623,958,957,979,898,935,860
"CD630_05550",747.5,660,665,913,1131,585,840,826.5,924.5,922,908,837.5
"CD630_05560",1186,999.5,933,1257,1616.5,853,1126,1229.5,1394,1265,1220.5,1161
"CD630_05570",1578.5,1331.5,1354,1819,2135.5,1131,1323,1522,1498.5,1504,1310.5,1260.5
"CD630_05580",1457,1600,1243,1622,2617,1270,1237,1707,1474,1640,1547,1322
"CD630_05590",4017,3287,3452,5194,5853,3363,2633,3452,3384,3660,3564,3059
"CD630_05600",2371,1999,1454,2332,2834,1601,926,1169,1947,1769,2399,1959
"CD630_05610",2861,2449,2087,2892,3331,1959,1229,1151,1198,1157,1638,1488
"CD630_05620",654,501,511,672,777,509,356,323,363,310,435,369
"CD630_05630",567,475,448,614,702,377,214,259,278,245,270,307
"CD630_05640",1217,1119,1067,1252,1496,996,537,622,656,598,819,754
"",1624,1187,1089,1690,1563,1033,967,1138,1838,1675,2176,2026
"CD630_05660",2364.5,1736,1943,2824.5,2621.5,1686,1060.5,1184.5,1275,1357,1439,1253
"CD630_05670",2861.5,2144,2356,2852.5,3770.5,2133,1133.5,1273.5,1020,1159,1199,1195
"CD630_05690",700,521,568,790,962,542,253,251,297,285,278,282
"CD630_05700",1093,753,897,1126,1403,813,708,665,846,730,778,736
"CD630_05710",72,44.5,57,97,101.5,46.5,48.5,59,74,56,50,71.5
"CD630_05720",252,167.5,208,299,303.5,173.5,133.5,131,135,122,109,101.5
"CD630_05730",389,354,372,450,634,350,467,443,517,456,500,492
"CD630_05740",18567,17006,14009,21125,26122,13824,10760,13627,13179,11879,12944,11913
"CD630_05750",319,230,293,320,461,250,241,267,243,287,289,228
"CD630_05760",1157,822,1006,1282,1393,780,128,190,172,195,98,144
"CD630_05770",1020,949,1016,1352,1606,836,1140,1436,1476,1406,1492,1324
"CD630_05780",285,277,261,339,448,259,373,365,499,426,583,545
"CD630_05790",76,49,64,82,115,52,203,165,297,215,319,292
"CD630_05800",5985,4510,3520,8380,5547,3440,3196,3194,4884,4555,6946,6269
