"gene_id","Sal-marker2-LE-rep-2_S6_R1_001 (GE) - Total counts","Sal-marker2-LE-rep-3_S7_R1_001 (GE) - Total counts","Sal-marker2-LE-rep-4_S8_R1_001 (GE) - Total counts","Sal-delropB-LE-rep-1_S13_R1_001 (GE) - Total counts","Sal-delropB-LE-rep-2_S14_R1_001 (GE) - Total counts","Sal-delropB-LE-rep-3_S15_R1_001 (GE) - Total counts","Sal-sip-LE-rep-1_S9_R1_001 (GE) - Total counts","Sal-sip-LE-rep-2_S10_R1_001 (GE) - Total counts","Sal-sip-LE-rep-3_S11_R1_001 (GE) - Total counts"
"RSSL_01861",119,101,129,130,120,145,122,119,92
"RSSL_01860",7489,6014,7033,8139,7746,10146,6887,6030,4940
"RSSL_01859",1179,1045,1130,1319,1124,1333,1245,1087,903
"RSSL_01858",11,10,6,17,10,8,10,15,12
"RSSL_01857",5,3,5,6,3,9,8,5,8
"RSSL_01856",4,8,3,4,1,4,4,1,3
"RSSL_01855",12,11,17,25,22,22,18,12,18
"RSSL_01854",9,8,6,9,10,12,11,9,8
"RSSL_01853",16,21,19,26,13,18,27,19,22
"RSSL_01852",25,37,36,41,27,17,35,26,27
"RSSL_01851",963,993,1284,1280,1077,1232,1042,907,711
"RSSL_01850",28078,23678,24110,32592,31782,35983,27685,23843,20952
"RSSL_01849",38132,32266,33384,43495,42451,49011,37873,33778,28834
"RSSL_01848",5932,5502,6035,6814,6389,7002,6309,5597,4504
"RSSL_01847",5597,4929,5142,5661,5606,6199,5497,5073,4195
"RSSL_01846",18995,17056,18450,21348,20709,23268,20803,16565,15709
"RSSL_01845",3128,2764,3306,3423,3079,3441,3407,3294,2521
"RSSL_01844",16356,15171,17983,19866,18542,20169,18812,16727,14448
"RSSL_01843",2017,1932,2782,2664,2335,2594,2716,2237,1983
"RSSL_01842",13376,12210,12560,14696,13649,15062,13506,12135,9961
"RSSL_01841",4278,4168,4333,4925,4388,5020,4662,4313,3457
"RSSL_01840",1150,940,1209,1311,1229,1354,1252,1001,912
"RSSL_01839",11941,11279,12087,12704,12278,13855,13034,11800,9777
"RSSL_01838",4569,4937,5165,5712,5241,5867,5481,4667,3842
"RSSL_01837",5242,5516,5828,6505,6223,6816,6015,5333,4439
"RSSL_01836",12995,20223,24274,26746,25785,25069,23479,22381,17689
"RSSL_01835",8277,7824,9780,10775,10150,11068,10067,9166,7235
"RSSL_01834",5601,9103,6830,9564,8761,9339,8137,7646,5678
"RSSL_01833",7726,10652,7378,10839,10251,11725,8627,7608,6280
"RSSL_01832",589,745,579,933,876,1009,679,598,489
"RSSL_01831",877,707,852,1056,1002,1220,887,794,636
"RSSL_01830",2479,2174,2499,2945,2737,2971,2534,2377,1892
"RSSL_01829",1487,1415,1273,1581,1301,1574,1381,1103,987
"RSSL_01828",83535,77191,76779,90950,86162,96376,87371,74786,62365
"RSSL_01827",3161,3020,3075,3754,3553,3834,3346,2951,2541
"RSSL_01826",9529,8301,6599,9639,9126,10093,8981,6748,6906
"RSSL_01825",88434,73488,66310,91202,86487,95907,81115,70838,61217
"RSSL_01824",15867,13205,12489,16748,15461,17968,15041,12857,11012
"RSSL_01823",30598,25579,23149,32716,29661,32814,28902,25647,21776
"RSSL_01822",10456,8923,7942,10982,10936,11775,10344,8290,7766
"RSSL_01821",35111,32069,27977,35940,34067,37860,34236,30964,24863
"RSSL_01820",20493,18511,14856,20636,19585,22878,19231,16288,14063
"RSSL_01819",79202,68939,62062,85108,83036,93162,81569,68737,62465
"RSSL_01818",16430,14043,12425,17920,17639,19792,16945,13201,12671
"RSSL_01817",13306,11358,10284,13749,12300,14886,13770,12162,9087
"RSSL_01816",17666,15137,12617,18158,17055,20187,17180,14736,12039
"RSSL_01815",48819,39316,35114,50207,49097,55771,47458,39636,34480
"RSSL_01814",61663,49690,44307,64372,63014,72223,60592,50999,47434
"RSSL_01813",24407,20776,17290,25347,24812,28474,23639,18184,17812
"RSSL_01812",5424,4660,3748,5667,5006,5941,5117,4562,3691
"RSSL_01811",21412,18100,14972,21795,21701,24556,20292,16493,15774
"RSSL_01810",54574,45196,40682,57423,55920,64158,55261,44763,37283
"RSSL_01809",13479,11703,9617,14004,13929,16106,13013,10307,9690
"RSSL_01808",21689,18647,15335,23051,22173,25066,21222,17102,15198
"RSSL_01807",21848,17063,15378,22527,21831,25422,21012,18053,16428
"RSSL_01806",44482,37251,33574,48843,47634,53227,43841,39665,31307
"RSSL_01805",39082,31958,27167,40289,39964,45176,36110,29419,26999
"RSSL_01804",17742,14825,12140,18014,17541,20712,16176,13111,12266
"RSSL_01803",26793,21731,19262,28001,27886,31068,25081,22305,19223
"RSSL_01802",45492,36219,31452,46162,45852,52929,40920,33713,29595
"RSSL_01801",13231,10708,8922,13610,12935,15135,11756,9699,9166
"RSSL_01800",24225,20731,16375,23898,22941,26505,21536,17244,16372
"RSSL_01799",57960,47799,38989,55845,56059,63853,50195,42130,38751
"RSSL_01798",9722,8594,6539,9315,8531,10238,8302,6950,6160
"RSSL_01797",2997,2938,3104,3466,3112,3650,3061,2711,2239
"RSSL_01796",5905,5390,5881,7330,6519,7810,5882,5141,4618
"RSSL_01795",2357,2161,2372,2901,2744,3001,2658,2315,1892
"RSSL_01794",1641,1670,1660,2044,1928,2097,1837,1577,1351
"RSSL_01793",12662,10600,12172,14467,14011,15994,12192,11057,9336
"RSSL_01792",793,792,881,898,808,945,804,755,584
"RSSL_01791",13589,10795,9972,13925,14081,16194,10689,8718,8368
"RSSL_01790",2127,2316,2476,3364,2789,3063,2654,2157,1745
"RSSL_01789",15,7,21,14,7,15,13,11,7
"RSSL_01788",188,179,151,240,183,226,170,163,130
"RSSL_01787",47,37,27,48,43,49,35,33,29
"RSSL_01786",845,758,672,925,819,1031,720,614,609
"RSSL_01785",1772,1688,1808,2068,2005,2208,1853,1779,1456
"RSSL_01784",727,841,547,637,546,659,702,511,451
"RSSL_01783",1352,1313,1234,1460,1360,1495,1516,1380,1062
"RSSL_01782",3986,3737,3621,4201,3925,4105,4389,3707,3038
"RSSL_01781",14378,13063,13454,14939,14944,15565,15839,13637,11634
"RSSL_02258",95,159,138,187,147,145,143,194,149
"RSSL_00894",4951,4556,5220,5947,5742,6690,5164,4484,4068
"RSSL_00893",6433,6755,9744,12615,10281,13601,8756,8489,6423
"RSSL_00892",442,367,582,784,673,902,494,424,346
"RSSL_00891",812,735,1055,1461,1162,1637,947,959,648
"RSSL_00890",716,661,869,1226,972,1304,746,702,541
"RSSL_00889",1504,1387,1422,1806,1555,1933,1422,1286,993
"RSSL_00888",5910,5124,5817,7268,6858,7677,6440,5750,4740
"RSSL_00887",8299,7365,8299,10141,9615,10721,9209,8203,7037
"RSSL_00886",1483,1467,1558,1660,1578,1794,1548,1297,1193
"RSSL_00885",7976,7890,8146,9526,8697,9687,8439,7875,6506
"RSSL_00884",34,29,32,30,21,31,36,24,16
"RSSL_00883",12,8,6,7,8,4,4,7,7
"RSSL_00882",3,1,4,2,0,1,4,0,0
"RSSL_00881",393,463,399,473,373,443,470,364,346
"RSSL_00880",44201,48578,34840,47981,45550,48249,44861,40289,32356
"RSSL_00879",331,367,221,347,361,358,316,209,247
"RSSL_00878",455,442,433,554,534,563,443,440,353
"RSSL_00877",432,393,453,627,577,648,446,370,368
"RSSL_00875",590,631,596,682,599,730,641,584,478
"RSSL_00874",371,380,362,486,376,415,386,345,241
"RSSL_00873",894,913,903,953,970,1039,942,849,709
"RSSL_00872",1035,1081,956,1284,1194,1293,1177,893,815
"RSSL_00871",473,462,569,821,671,841,536,489,417
"RSSL_00870",230,224,263,331,284,283,246,201,179
"RSSL_00869",315,334,260,351,274,356,333,213,259
"RSSL_00868",1382,1846,1818,2119,1751,1787,1774,1578,1334
"RSSL_00867",13428,11633,9337,13108,12616,13826,11510,9336,8811
"RSSL_00866",1143,974,1013,1441,1263,1457,1104,863,803
"RSSL_00865",6510,5624,5713,7180,6726,7467,6290,5301,4515
"RSSL_00864",7971,7742,7685,9041,8839,9273,8576,7518,6203
"RSSL_00863",10752,10205,9579,11182,10277,11586,10556,8964,7789
"RSSL_00862",7127,6581,6267,9187,7169,8078,7651,6377,5734
"RSSL_00861",4457,4103,4424,4851,3675,3847,5165,4079,3929
"RSSL_00860",16113,14158,16680,16760,13501,13622,18181,16221,12917
"RSSL_00859",1752,1714,1800,2074,1778,2026,1857,1625,1374
"RSSL_00858",1446,1297,1226,1436,1248,1473,1312,1057,1008
"RSSL_00857",1729,1807,1367,1691,1364,1546,1658,1327,1232
"RSSL_00856",2055,1796,1756,2489,2245,2472,1872,1709,1418
"RSSL_00855",3671,3048,3104,4142,3841,4391,3246,2915,2412
"RSSL_00854",3278,3072,3308,4311,3804,4253,3309,2889,2597
"RSSL_00853",3206,2915,3130,4013,3695,3979,3164,2986,2562
"RSSL_00852",6751,6608,6982,9198,8245,9298,7173,6388,5596
"RSSL_00851",2685,2806,2833,3302,2915,3332,3041,2696,2350
"RSSL_00850",3423,3751,3357,3737,3415,3930,3520,3168,2573
"RSSL_00849",2105,2137,2820,3472,3104,3406,2668,2276,2149
"RSSL_00848",5369,5101,6512,8266,7245,7916,6694,6017,4914
"RSSL_00847",12468,12979,17040,15990,14687,16286,18196,15555,13258
"RSSL_00846",4160,4206,4072,4697,4281,4897,4257,3862,3108
"RSSL_00845",1459,1406,1494,1693,1567,1928,1550,1445,1205
"RSSL_00844",7856,6858,7192,8698,8081,9462,7757,7203,5976
"RSSL_00843",4146,3810,4447,4878,4487,5252,4559,4161,3577
"RSSL_00842",1013,917,1018,1400,1144,1263,1062,897,813
"RSSL_00841",1766,1785,2077,2857,2597,2652,1953,1801,1510
"RSSL_00840",8217,7659,7849,8760,7973,9018,9025,8033,6440
"RSSL_00839",1289,1334,2186,3398,2922,3290,2033,1723,1624
"RSSL_00838",3309,3290,3747,4522,3901,4538,3876,3488,3029
"RSSL_02259",4341,3670,4413,5569,4939,5671,4508,4223,3493
"RSSL_02260",295,278,338,420,331,400,345,312,271
"RSSL_02261",3106,2898,2925,3571,3476,3605,3226,2870,2381
"RSSL_02262",402,350,343,401,392,456,408,310,251
"RSSL_02263",2511,2088,2341,2912,2659,2996,2390,2206,1841
"RSSL_02264",1771,1884,2064,3301,2651,2916,2245,1978,1501
"RSSL_02265",1384,1427,1515,2127,1781,2006,1579,1394,1131
"RSSL_02266",192,203,225,293,291,256,224,205,186
"RSSL_02267",2430,2415,2658,3807,3189,3565,2674,2380,1993
"RSSL_02268",1092,1011,1339,1530,1323,1579,1308,1174,955
"RSSL_02269",2058,1929,2102,2555,2285,2566,2257,1965,1697
"RSSL_02270",8683,8094,8692,10615,9791,10851,9400,8029,6693
"RSSL_02271",3520,3783,2790,3794,3679,3920,3164,2784,2444
"RSSL_02272",618,710,501,654,559,656,471,436,395
"RSSL_02273",8634,8156,7287,8785,8311,9283,8036,6724,5803
"RSSL_02274",2088,2234,2255,2427,2354,2586,2374,1972,1782
"RSSL_02275",3808,3452,4185,4731,4269,4896,4364,3910,3418
"RSSL_02276",1194,1146,1338,1457,1310,1574,1353,1154,1076
"RSSL_02277",1552,1444,1486,1658,1605,1847,1586,1370,1173
"RSSL_02278",654,669,680,718,668,752,657,608,513
"RSSL_02279",374,287,612,441,395,468,503,457,342
"RSSL_02280",651,646,1151,982,849,994,909,904,626
"RSSL_02281",336,204,438,421,443,458,347,374,269
"RSSL_02282",179,151,286,257,233,290,213,200,168
"RSSL_02283",102,87,148,132,131,154,121,141,99
"RSSL_02284",340,311,510,538,456,601,393,353,295
"RSSL_02285",268,260,405,404,395,400,322,293,236
"RSSL_02286",1,0,1,0,0,1,1,0,0
"RSSL_02287",51,45,35,56,61,51,50,37,44
"RSSL_02288",426,396,432,454,409,483,469,417,355
"RSSL_02289",401,345,358,396,365,387,403,390,327
"RSSL_02290",361,317,531,426,430,469,481,467,374
"RSSL_02291",153,149,214,212,191,192,176,175,132
"RSSL_02292",309,284,510,476,436,528,443,431,321
"RSSL_02293",2551,2611,4282,6249,4977,5526,3755,3406,2839
"RSSL_02294",1678,1772,3046,4501,3466,3976,2481,2334,1940
"RSSL_02295",1728,1633,2338,3299,2756,3000,2061,1879,1510
"RSSL_02296",2,0,2,3,2,2,4,3,1
"RSSL_02297",2884,2419,2584,3075,2946,3402,2763,2436,2064
"RSSL_02298",650,702,660,762,764,812,798,744,532
"RSSL_02299",802,654,699,838,853,956,737,660,570
"RSSL_02300",2199,1719,1695,2374,2279,2625,1921,1559,1331
"RSSL_02301",57,58,66,68,67,95,78,50,56
"RSSL_02302",82,55,60,75,78,91,84,76,57
"RSSL_02303",235,255,275,333,284,360,302,278,221
"RSSL_02304",1493,1366,1789,1919,1804,1975,1757,1575,1335
"RSSL_02305",227,291,270,292,288,303,279,217,185
"RSSL_00274",0,0,0,0,0,0,0,0,0
"RSSL_00895",5,1,2,1,2,4,0,1,2
"RSSL_00896",2222,2407,2407,3435,3068,3168,2447,2124,1842
"RSSL_00897",3639,3464,3311,3747,3416,3906,3170,2868,2519
"RSSL_02197",375,357,304,339,322,386,312,242,224
"RSSL_00898",2968,2757,3639,6183,4959,5463,3749,2957,2836
"RSSL_00899",3281,2944,3919,5807,5121,5570,3769,3542,2946
"RSSL_00900",30,18,31,37,31,34,17,24,25
"RSSL_00901",893,863,973,1244,1080,1247,1001,787,804
"RSSL_00902",1331,1481,1609,2237,1883,2104,1577,1392,1332
"RSSL_00903",712,659,818,1065,973,1084,868,741,591
"RSSL_00904",306,305,354,452,402,452,343,297,278
"RSSL_02306",7,10,5,3,7,10,8,3,2
"RSSL_00905",400,370,467,568,483,537,446,392,362
"RSSL_00906",0,1,0,0,1,0,0,1,1
"RSSL_00907",117,87,92,158,100,136,111,99,91
