"gene_id","AllFR1_S28_L001","AllFR2_S99","AllFR3_S34_L001","F1R1_S25_L001","F1R2_S96","F1R3_S31_L001","F2R1_S26_L001","F2R2_S97","F2R3_S32_L001","F3R1_S27_L001","F3R2_S98","F3R3_S33_L001","FAR1_S29_L001","FAR2_S94","FAR3_S35_L001","P1R1_S30_L001","P1R2_S95","P1R3_S36_L001"
"PA14_62250",24,77,224,222,509,165,182,461,289,139,298,334,974,696,839,662,763,454
"PA14_62260",12,94,139,161,560,145,195,452,262,220,337,246,545,467,413,639,544,425
"PA14_62270",15,76,161,204,515,144,136,372,241,157,332,305,503,377,362,496,445,452
"PA14_62280",35,85,202,211,540,136,224,457,231,209,379,249,496,377,402,411,426,423
"PA14_62290",13,56,108,97,232,39,91,199,107,123,145,101,308,243,247,237,220,238
"PA14_62300",4,68,75,102,409,83,100,278,133,99,192,117,346,258,257,344,304,315
"PA14_62330",0,34,41,81,197,38,49,117,40,65,94,64,144,110,105,168,136,109
"PA14_62350",0,32,87,64,196,68,36,154,80,30,80,74,218,165,173,192,248,177
"PA14_62360",6,18,30,39,132,38,55,118,47,22,59,54,135,102,150,117,191,126
"PA14_62370",13,41,101,88,265,79,45,237,117,101,138,115,259,200,220,226,278,213
"PA14_62380",107,414,672,1461,3052,816,1155,2217,1213,912,1518,1244,1311,1146,1033,1234,1109,1132
"PA14_62390",74,446,515,720,2850,469,709,1920,750,862,1218,859,8660,4389,5420,10395,7248,7216
"PA14_62400",15,179,294,156,1125,212,325,879,509,374,843,669,1030,979,1049,1074,1259,1041
"PA14_62410",22,89,154,175,520,150,166,389,199,183,255,175,630,540,515,740,600,508
"PA14_62420",47,253,438,644,2287,487,517,1358,667,489,913,797,2366,1981,1844,1905,1791,1646
"PA14_62430",6,39,108,106,261,106,127,239,129,118,150,147,295,304,289,214,308,217
"PA14_62440",4,49,77,89,318,75,68,160,105,96,171,118,580,277,357,604,381,408
"PA14_62450",13,104,190,223,754,196,162,553,358,247,496,302,807,464,498,590,588,431
"PA14_62470",18,120,179,401,858,173,392,688,396,336,529,358,873,610,564,622,685,552
"PA14_62480",28,75,121,209,683,149,262,515,186,226,343,235,983,622,551,993,617,644
"PA14_62490",70,178,245,333,1286,289,229,908,368,342,632,421,1471,733,879,3380,1447,1528
"PA14_62510",8,20,55,105,238,65,130,224,150,110,171,144,408,261,283,585,344,370
"PA14_62520",9,10,19,6,47,8,10,27,26,18,23,25,78,60,57,120,75,52
"PA14_62530",23,91,235,208,693,178,234,652,376,200,384,315,1074,630,871,800,889,600
"PA14_62540",66,341,738,774,2548,730,719,1846,1205,687,1168,1113,2938,2240,2682,2862,2507,2265
"PA14_62560",42,238,441,348,1773,353,420,1302,717,365,805,707,2897,1952,2359,2079,2261,1834
"PA14_62570",1,39,113,74,306,46,91,283,149,64,171,152,490,311,433,367,466,327
"PA14_62580",14,109,160,186,865,156,185,639,249,225,454,296,595,571,437,1311,659,1017
"PA14_62590",8,50,98,106,368,75,112,256,114,121,256,164,581,357,420,933,630,784
"PA14_62600",0,8,1,3,26,1,2,19,7,8,20,13,88,49,62,191,93,88
"PA14_62620",45,166,299,297,1311,297,246,900,402,315,655,487,1897,1149,1425,2246,1988,1956
"PA14_62630",60,282,535,622,2311,603,416,1355,634,429,847,704,2197,1444,1713,1991,2210,1794
"PA14_62640",17,50,137,124,273,104,137,254,136,111,171,137,668,330,451,770,567,719
"PA14_62650",153,624,1213,1249,4845,1094,1041,3042,1504,1017,2474,1939,5132,3370,3989,3644,3892,2872
"PA14_62660",85,432,752,995,3113,949,839,2217,1275,702,1613,1586,1794,1649,1554,1235,1547,1101
"PA14_62670",41,218,391,540,1440,468,415,1200,753,403,836,842,815,801,689,505,656,387
"PA14_62680",178,2898,2010,5570,28079,3690,3997,15786,5026,3707,9059,4139,16773,12680,11967,21569,24806,17810
"PA14_62690",90,1540,1196,2646,14880,1995,2231,8084,2875,2088,4178,2307,25757,10401,18039,34952,30117,26818
"PA14_62710",60,531,420,952,3960,614,596,1732,600,1446,1896,1193,6818,3628,4300,7044,4894,5334
"PA14_62720",231,552,1573,1076,2285,1087,555,1458,945,758,1658,1658,2700,1154,1937,3060,2760,2422
"PA14_62730",68,283,557,764,2186,714,589,1379,818,713,1235,965,2807,1692,1818,2450,1824,1614
"PA14_62740",7,51,66,100,458,85,73,248,115,121,220,140,725,399,496,686,451,308
"PA14_62760",233,1873,2067,3527,15668,2291,3337,8912,4181,4727,7838,4861,13575,9030,8934,11658,10491,8361
"PA14_62770",73,921,869,1804,7102,1297,2139,4598,2202,2533,3958,2306,6799,4270,3949,6853,5440,4342
"PA14_62780",16,142,287,339,1182,331,352,858,791,238,532,417,1400,802,1065,1336,654,590
"PA14_62790",69,286,789,699,1582,793,648,1525,1494,602,1242,1367,1218,817,1105,633,448,303
"PA14_62800",65,288,844,761,1841,824,544,1650,1211,903,1775,1598,1051,786,928,391,422,247
"PA14_62810",55,434,617,829,2850,647,723,2270,1237,830,1607,1231,2036,778,1001,746,855,477
"PA14_62830",75,801,899,2116,7864,1528,1729,5013,2708,2138,3620,2210,3284,3637,2575,3159,2878,2608
"PA14_62840",100,972,978,1823,7669,1355,1804,5045,2381,1912,3344,2127,4861,4057,3361,4138,3688,3265
"PA14_62850",47,448,585,1004,4043,809,982,2482,1128,921,1715,1075,2725,2203,1846,1877,1970,1136
"PA14_62860",464,2674,3824,6164,19605,4759,4820,13175,6953,5585,9651,7056,13952,10413,9807,10350,8861,6747
"PA14_62870",11,149,244,263,1145,245,197,745,340,333,493,327,1199,1097,1033,1008,986,521
"PA14_62880",7,90,129,93,642,137,136,497,223,86,241,191,791,484,642,478,481,197
"PA14_62890",27,121,268,444,1291,355,409,828,423,408,583,576,1071,769,954,1047,831,975
"PA14_62900",23,206,360,402,1717,413,359,996,553,383,783,623,1829,1181,1585,1975,1782,1919
"PA14_62910",59,740,1118,1132,5942,1251,1085,3564,1762,1295,2852,2020,4967,4196,4168,4463,4847,4372
"PA14_62920",26,115,187,277,909,191,283,639,441,309,440,409,553,575,662,702,592,663
"PA14_62930",28,306,496,398,2363,466,398,1555,718,376,1008,781,1450,1731,1705,1563,1512,1480
"PA14_62940",7,161,142,290,1028,199,305,719,248,359,472,271,739,674,496,763,559,491
"PA14_62960",11,231,142,323,1621,234,332,1059,382,416,777,379,1090,1080,898,1107,948,730
"PA14_62970",68,1516,1033,1251,11896,1596,1533,6707,3887,1722,3600,2641,7879,9113,9193,4628,7146,3606
"PA14_62990",23,418,262,358,3621,539,456,2239,1289,485,1095,708,2146,3424,2444,885,2092,667
"PA14_63010",32,54,136,92,411,78,142,472,232,126,221,147,538,367,441,607,627,539
"PA14_63020",52,278,361,823,2635,531,755,2019,897,714,1111,811,2921,2002,1844,4007,2459,1828
"PA14_63030",23,67,72,94,432,109,145,394,227,93,163,196,828,371,468,852,588,280
"PA14_63040",17,58,152,231,579,189,242,431,252,142,322,276,625,423,454,564,480,469
"PA14_63050",36,196,413,587,1404,348,433,988,545,382,799,529,1354,814,811,1039,1019,828
"PA14_63060",15,88,191,310,600,180,245,592,259,184,418,270,654,343,442,976,600,802
"PA14_63070",32,180,265,664,1888,362,462,1105,532,506,938,503,908,972,725,828,813,643
"PA14_63080",0,4,26,23,63,24,18,54,39,15,35,19,123,53,85,47,65,36
"PA14_63090",2,20,36,53,174,19,48,80,34,46,95,37,165,144,151,186,158,154
"PA14_63100",4,50,44,45,201,43,55,149,65,54,139,83,260,170,214,243,223,198
"PA14_63110",3,3,4,33,70,31,62,53,25,38,43,27,248,80,92,357,134,191
"PA14_63120",8,22,40,78,113,34,100,135,64,144,104,80,604,212,205,576,260,374
"PA14_63130",14,72,94,169,496,71,134,371,151,189,244,146,700,370,343,627,471,295
"PA14_63150",9,68,113,170,573,89,162,337,131,183,246,192,671,401,406,679,455,327
"PA14_63160",3,57,89,125,342,98,78,206,103,126,235,149,595,325,327,480,400,342
"PA14_63170",58,442,578,950,3096,681,996,2444,1088,881,1588,1087,6304,2790,3057,8967,4891,5518
"PA14_63190",3,14,23,32,105,31,31,98,39,22,60,41,131,136,100,113,117,111
"PA14_63200",8,92,190,225,948,236,249,658,383,229,560,401,714,650,608,795,693,599
"PA14_63210",58,316,570,955,2280,708,1030,1756,990,887,1451,1257,2736,2067,2111,2415,2388,2314
"PA14_63220",13,38,49,75,182,59,108,210,148,104,119,117,318,150,129,280,173,213
"PA14_63230",11,25,65,88,152,65,72,168,100,53,88,99,148,170,138,92,126,96
"PA14_63240",4,7,22,30,116,35,34,82,24,39,52,17,103,76,46,160,98,99
"PA14_63250",12,122,156,307,908,181,172,471,172,236,314,219,1072,648,719,1383,927,1041
"PA14_63270",29,172,334,526,1622,379,358,811,357,397,680,412,1575,1197,1138,1964,1525,1707
"PA14_63280",100,580,1242,1425,4095,1166,2129,4188,2032,1634,2798,2136,3746,2736,2765,3094,3865,3147
"PA14_63290",9,43,55,59,293,65,53,137,78,41,101,63,379,353,305,450,304,325
"PA14_63300",7,5,18,45,148,28,43,117,58,56,78,47,128,102,83,216,108,117
"PA14_63310",21,6,64,51,162,40,67,114,60,70,103,80,232,138,121,358,194,239
"PA14_63320",11,22,52,44,112,30,51,103,41,42,72,73,276,158,205,364,291,251
"PA14_63330",11,39,75,125,319,110,102,214,139,164,175,154,275,233,215,210,218,239
"PA14_63340",14,86,120,233,947,141,176,508,187,199,374,257,1263,772,842,1190,1066,569
"PA14_63350",7,54,76,147,375,103,88,208,108,84,185,125,862,471,594,739,507,377
"PA14_63360",0,23,32,45,183,50,31,92,53,47,86,55,410,188,256,300,232,168
"PA14_63370",4,46,89,101,340,92,136,249,104,192,245,165,438,256,288,297,246,242
"PA14_63380",0,7,10,15,67,26,31,58,25,26,54,24,99,69,95,58,52,52
"PA14_63390",0,18,47,65,198,48,77,160,68,72,109,121,191,146,123,164,142,145
"PA14_63410",1,26,52,67,155,27,69,116,77,64,90,67,165,140,130,204,163,149
"PA14_63420",1,1,16,28,40,15,14,27,21,24,26,20,45,46,40,63,31,49
"PA14_63430",4,10,31,47,92,31,69,108,31,40,53,73,165,90,107,313,118,177
"PA14_63440",0,1,15,7,6,1,1,10,8,0,2,3,16,5,6,11,8,10
"PA14_63450",2,43,48,55,281,54,78,241,136,56,130,67,312,179,185,338,233,254
"PA14_63460",2,2,3,2,21,4,12,14,23,3,10,7,34,26,33,24,26,15
"PA14_63470",12,48,85,198,521,109,184,425,160,173,278,200,363,319,289,399,368,369
"PA14_63480",3,11,25,41,101,15,14,83,34,23,32,38,119,73,89,118,117,107
"PA14_63500",1,2,11,19,40,7,19,41,21,15,34,20,71,42,43,76,51,76
"PA14_63520",1,14,26,5,79,26,11,66,29,26,29,48,111,75,103,52,95,53
"PA14_63530",35,95,302,358,771,208,256,542,325,267,460,462,1183,865,1053,984,975,1028
"PA14_63540",20,99,276,242,723,173,246,512,256,290,417,348,931,771,893,1011,929,892
"PA14_63550",22,66,109,168,440,125,162,334,194,226,299,230,1112,695,845,974,671,859
"PA14_63570",54,159,317,449,1104,390,389,774,470,519,636,719,2019,875,1458,1643,1157,1412
"PA14_63580",100,438,1115,1300,3944,1207,1158,2568,1654,1457,2535,2089,4694,2494,3042,3843,3033,3028
"PA14_63605",283,1389,3285,3777,10900,3344,3045,7799,4651,3728,6798,5714,13949,7793,9244,13987,10285,10665
"PA14_63620",1,4,22,10,57,8,6,35,7,13,24,7,52,39,36,41,50,51
"PA14_63640",0,0,14,14,36,17,5,28,5,5,15,12,25,37,39,34,51,18
"PA14_63650",5,4,7,15,48,8,27,36,17,11,34,27,130,65,89,109,71,111
"PA14_63660",0,27,74,64,198,54,71,160,79,58,124,126,188,177,215,239,249,240
"PA14_63680",2,2,14,6,13,4,8,14,16,2,22,18,18,29,34,33,25,17
"PA14_63700",0,3,5,10,54,6,21,28,16,16,27,15,50,38,29,55,58,53
"PA14_63710",0,1,3,12,21,7,4,11,3,13,12,4,26,22,18,26,20,17
"PA14_63720",0,0,0,3,2,0,0,3,0,0,0,2,5,2,2,11,5,2
"PA14_63730",0,20,50,31,93,24,38,39,46,33,52,44,83,74,72,81,88,86
"PA14_63740",0,0,1,12,26,3,8,17,10,17,8,5,23,18,27,28,34,34
"PA14_63750",0,8,12,12,50,20,7,38,39,13,26,24,58,43,37,59,56,84
"PA14_63770",0,1,0,3,7,9,4,11,3,6,1,3,22,11,16,22,11,12
"PA14_63780",0,1,7,18,16,12,13,32,9,11,7,8,34,22,25,25,13,21
"PA14_63800",1,6,14,24,35,10,5,34,17,9,27,23,54,31,34,47,55,28
"PA14_63820",0,1,5,0,14,2,6,15,7,0,13,6,34,15,24,70,43,77
"PA14_63830",7,20,103,100,280,83,114,249,86,137,181,154,367,291,261,486,321,430
"PA14_63840",4,4,14,30,52,17,15,41,30,20,30,18,136,52,85,138,75,107
"PA14_63850",28,177,249,466,1725,349,488,1135,549,504,906,641,1060,1159,815,1076,1095,953
"PA14_63860",12,12,6,14,27,2,28,20,29,3,25,24,58,50,37,71,75,62
"PA14_63880",3,19,48,81,213,54,104,165,97,80,138,70,237,190,202,335,276,316
"PA14_63890",2,10,19,70,147,41,48,137,45,40,97,65,125,102,95,130,107,109
"PA14_63900",8,125,186,331,872,289,279,657,375,296,370,298,629,480,442,645,519,559
"PA14_63910",0,6,8,1,29,20,10,22,25,7,15,15,30,24,25,15,28,21
"PA14_63920",0,4,19,16,60,13,23,52,50,17,21,20,74,50,38,52,56,59
"PA14_63940",0,7,30,29,83,31,35,72,57,40,52,40,74,57,52,69,67,56
"PA14_63960",4,18,15,8,105,18,15,74,51,16,55,26,73,69,67,74,67,59
"PA14_63970",0,4,19,22,46,4,27,44,5,29,30,18,120,52,64,145,79,79
"PA14_63990",36,151,241,344,1219,283,317,823,327,324,703,430,1325,1096,928,1577,1177,1284
"PA14_64000",4,16,23,35,119,24,42,117,47,51,77,43,133,129,134,316,170,182
"PA14_64010",12,115,269,408,1002,274,392,779,399,291,491,435,1333,871,908,1316,969,1081
"PA14_64030",43,451,682,1362,4046,934,1105,2481,1316,826,1579,1203,3811,3371,3003,3681,2922,3101
"PA14_64050",88,484,1346,816,2626,929,1178,2824,2000,672,1428,1514,4524,2998,4107,2897,3903,2691
"PA14_64060",5,20,63,29,86,19,27,81,55,24,43,50,146,76,154,130,118,116
"PA14_64080",9,86,178,245,422,140,150,314,160,233,248,238,754,482,532,650,560,499
"PA14_64090",1,45,69,68,410,75,73,263,114,118,175,124,1242,420,692,1187,737,512
"PA14_64100",49,455,369,675,3971,538,958,2389,805,1357,1885,1191,4233,3623,2848,4634,3071,3360
"PA14_64110",85,817,1105,1328,5858,1263,1759,4018,2068,2531,3665,2881,7068,5400,4880,7901,5268,6507
"PA14_64120",3,9,18,12,41,8,14,27,26,23,37,41,59,42,52,75,44,61
"PA14_64140",6,29,46,82,197,50,109,137,62,127,137,91,442,234,267,671,275,372
"PA14_64170",14,61,124,141,318,85,114,210,84,117,199,103,420,255,324,717,486,496
"PA14_64180",76,306,560,1144,2503,667,530,1371,760,933,1485,915,1865,1455,1051,2438,1610,1509
"PA14_64190",18,71,85,188,585,112,98,332,133,192,302,169,602,257,294,679,481,354
"PA14_64200",23,62,153,227,612,164,131,290,135,222,369,245,1215,720,761,1216,801,756
"PA14_64220",5,44,46,73,254,47,48,81,53,93,117,106,529,294,384,480,332,332
"PA14_64230",78,196,489,508,1417,490,468,1139,780,372,956,785,1475,872,1146,1132,1146,975
"PA14_64240",2,4,10,14,24,8,15,26,11,15,18,13,64,46,76,101,62,66
"PA14_64260",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
"PA14_64270",0,2,7,4,14,1,2,8,6,4,9,7,34,13,13,35,22,22
"PA14_64280",0,3,1,3,9,1,0,5,6,8,2,7,12,12,8,11,11,7
"PA14_64290",0,1,0,2,6,2,0,10,1,7,5,10,11,5,9,14,5,6
"PA14_64300",0,6,5,12,31,4,4,18,13,6,14,20,26,27,30,36,20,23
"PA14_64310",0,4,15,24,38,7,9,38,20,16,33,19,48,19,36,72,34,30
"PA14_64320",8,48,71,142,349,78,146,238,125,128,168,134,494,303,263,789,354,322
"PA14_64335",1,33,50,85,213,26,69,119,52,103,127,76,548,275,274,638,356,393
"PA14_64350",2,24,19,48,186,20,64,133,38,66,99,49,339,150,187,323,235,216
"PA14_64360",12,31,52,68,281,72,99,199,68,94,156,81,610,314,368,567,400,395
"PA14_64370",5,43,90,126,429,99,102,263,110,130,214,125,631,436,379,553,375,317
"PA14_64390",18,123,219,247,1007,199,231,561,301,334,542,335,1674,1018,1081,1573,1109,1195
"PA14_64400",11,26,78,63,231,53,56,132,63,83,97,62,245,180,181,313,241,240
"PA14_64410",5,91,86,155,757,144,114,567,203,113,325,194,724,792,614,421,692,304
"PA14_64420",3,4,2,2,15,2,9,21,6,1,10,9,41,21,34,45,35,33
"PA14_64430",10,17,69,99,189,74,64,129,60,81,75,90,346,176,204,526,231,322
"PA14_64440",24,77,143,186,573,169,171,460,193,174,356,238,703,419,500,937,571,743
"PA14_64450",3,4,32,15,102,39,43,90,48,28,66,56,121,101,77,132,80,81
"PA14_64460",22,572,349,901,4900,580,871,2851,950,1002,2227,1046,3655,2268,2493,4143,3472,2839
"PA14_64470",11,38,75,109,253,48,76,188,77,103,139,109,722,373,360,1022,441,566
"PA14_64480",69,696,778,1385,5474,1198,721,3126,1096,627,1623,1160,8292,4327,6603,11150,8968,10595
"PA14_64490",19,271,164,469,2302,320,327,1176,429,194,659,275,1020,997,948,1118,1223,927
"PA14_64500",7,27,64,66,197,49,58,161,79,59,92,79,235,154,148,239,188,177
"PA14_64510",37,227,445,688,1965,602,528,1108,510,405,719,643,1911,1227,1650,1818,1669,1430
"PA14_64520",40,488,613,895,4231,993,472,1817,815,475,857,726,5561,3191,4462,6383,6221,5801
"PA14_64530",0,3,5,4,15,5,4,13,13,2,7,8,40,22,26,31,44,29
"PA14_64540",0,2,29,21,67,33,32,73,28,19,38,36,62,61,61,69,56,55
"PA14_64550",0,5,10,7,23,6,17,17,4,13,21,20,19,18,8,30,20,30
"PA14_64560",1,1,3,3,12,3,16,6,8,2,1,1,6,7,6,8,10,3
"PA14_64570",13,28,30,48,139,68,21,146,58,70,75,61,118,74,71,158,117,154
"PA14_64580",8,17,37,63,135,47,59,132,62,60,85,73,163,133,124,129,135,132
"PA14_64590",3,15,27,40,102,37,31,109,46,48,67,37,123,122,96,113,102,109
"PA14_64610",0,5,11,0,36,7,3,21,23,5,30,24,35,37,42,31,33,33
"PA14_64620",0,11,26,37,94,35,13,86,76,21,60,84,147,161,156,62,121,115
"PA14_64640",1,7,13,15,34,12,8,23,15,12,35,36,109,70,91,178,83,141
"PA14_64650",15,1,15,7,60,21,15,42,33,6,21,29,66,77,88,75,108,54
"PA14_64660",12,2,13,12,36,9,4,29,29,4,10,14,57,41,47,74,52,34
"PA14_64670",7,3,10,13,67,17,4,25,37,10,9,18,140,79,101,151,112,117
"PA14_64680",1,11,1,16,64,5,14,34,15,20,35,18,65,100,82,107,84,78
"PA14_64690",2,4,22,36,55,19,33,38,7,17,45,38,60,37,62,56,76,59
"PA14_64700",0,4,16,19,51,11,10,24,13,12,37,19,50,30,36,56,58,51
"PA14_64710",0,8,12,11,58,24,10,24,12,8,22,14,73,41,61,72,80,30
"PA14_64720",2,8,44,60,130,51,44,111,68,42,96,72,130,108,101,141,107,104
"PA14_64740",2,26,45,94,318,33,93,191,114,77,139,84,376,290,350,380,383,365
"PA14_64750",5,7,14,28,107,49,65,82,38,50,74,61,124,97,108,100,120,110
"PA14_64770",0,6,11,15,49,5,16,27,7,15,15,10,46,40,35,44,44,41
"PA14_64780",9,15,18,26,71,17,19,52,36,17,32,29,62,61,70,70,80,75
"PA14_64790",1,0,13,9,34,16,14,20,12,9,23,32,46,52,39,52,50,33
"PA14_64800",0,16,9,3,26,7,30,44,20,17,13,7,32,37,25,29,25,29
"PA14_64810",2,13,34,45,100,27,24,73,39,45,58,49,146,104,105,118,138,117
"PA14_64820",1,71,147,138,376,113,189,319,192,171,263,219,533,305,433,622,507,544
"PA14_64840",1,23,37,42,222,33,52,150,48,62,117,58,325,201,216,596,274,336
"PA14_64850",4,5,41,37,151,37,49,117,67,54,72,62,109,91,112,122,109,118
"PA14_64860",4,18,46,47,167,34,52,123,79,56,122,79,149,107,110,129,131,113
"PA14_64870",5,15,39,60,105,20,32,97,81,46,71,71,123,69,88,109,105,94
"PA14_64880",0,12,34,34,95,34,28,81,75,31,60,51,120,76,78,90,78,73
"PA14_64890",0,13,34,17,52,12,20,77,32,23,20,25,91,51,44,88,83,46
"PA14_64900",75,286,721,675,2380,744,775,2078,1512,735,1450,1277,1844,1395,1543,1468,1697,1351
"PA14_64910",0,10,26,15,82,29,32,76,38,39,68,39,172,117,127,219,149,179
"PA14_64920",134,802,1989,1759,5957,1851,1207,3785,1956,1506,3287,2770,6430,4434,4898,4272,5315,3361
"PA14_64930",57,517,941,1674,5010,1054,1475,3326,1389,1557,2491,1839,2720,3225,2311,3034,2409,2530
"PA14_64940",56,174,520,636,1983,554,499,1311,819,609,1060,896,2527,2068,2429,2452,2318,1910
"PA14_64950",0,11,28,28,88,24,23,74,36,41,46,18,99,92,77,122,70,82
"PA14_64960",2,47,55,80,246,60,42,170,72,53,85,93,331,177,214,341,213,206
"PA14_64980",1,46,38,99,452,88,82,302,144,89,144,138,734,519,536,733,618,691
"PA14_64990",16,23,35,26,118,35,41,88,56,21,43,47,232,162,176,178,167,149
"PA14_65000",189,1566,2389,2536,13533,2410,2314,9314,3647,3198,7042,4533,20598,14479,17979,25808,23401,24607
"PA14_65010",0,18,57,46,126,28,13,77,66,36,65,29,154,108,94,248,127,166
"PA14_65030",38,214,369,406,1323,332,465,1007,492,425,731,533,1123,958,786,891,836,732
"PA14_65040",32,188,305,609,1553,342,476,1105,582,633,790,589,2190,1369,1140,2156,1385,1337
"PA14_65050",20,84,137,200,560,140,290,491,254,181,401,239,637,423,459,579,505,511
"PA14_65060",17,80,193,162,502,112,212,514,266,183,338,280,679,476,529,545,644,522
"PA14_65080",38,117,332,339,1117,360,271,812,340,401,722,544,1260,845,842,1559,1282,1146
"PA14_65090",67,389,974,859,2576,907,884,2191,1272,822,1489,1355,4000,2872,3471,2898,3452,2800
"PA14_65110",10,43,111,124,312,63,156,228,103,78,193,158,346,260,270,428,316,308
"PA14_65130",23,111,244,231,738,187,249,603,318,300,432,354,1053,618,622,1262,798,840
"PA14_65150",78,399,506,1363,3658,725,572,1383,462,1847,1914,1249,3900,2257,2121,4349,2544,2742
"PA14_65160",129,504,791,2437,4378,1116,721,1471,632,2984,2313,1759,5404,2834,3012,5591,3502,3399
"PA14_65170",43,204,264,464,1787,403,125,656,233,609,921,647,3439,1179,1750,3906,2187,2250
"PA14_65180",18,152,181,425,1534,314,212,557,206,543,798,487,3643,1127,1716,4089,2430,2359
"PA14_65190",75,332,446,828,3563,634,702,2228,846,756,1410,981,2126,1714,1620,1619,1635,1219
"PA14_65200",100,937,1297,2111,8632,1665,1935,5193,2308,2069,3670,2342,7229,5197,5621,6593,6102,5199
"PA14_65210",20,46,79,56,108,62,87,161,99,26,67,99,185,85,155,736,213,383
"PA14_65220",16,49,77,40,99,51,72,140,92,18,75,81,144,57,106,568,189,285
"PA14_65230",59,469,568,1014,4157,772,825,2457,932,1177,1984,1385,4174,3354,3018,4569,3465,3620
"PA14_65250",28,246,356,861,2540,498,510,1447,864,722,1175,859,2803,2334,2333,2837,2160,2354
"PA14_65260",7,35,71,138,367,100,64,212,130,95,132,116,563,263,488,657,467,396
"PA14_65270",167,1042,1520,2799,8372,2098,2824,6088,3034,3034,5090,3430,6568,5171,4362,6203,4749,5111
"PA14_65280",192,1398,1963,3550,12576,2643,3162,8232,4205,3858,5929,4241,8878,8246,6378,8909,6437,6659
"PA14_65300",152,1169,2174,2456,8980,2573,2380,6574,4508,2262,4093,3958,9371,6597,8116,7637,6808,6037
"PA14_65310",89,847,1425,1080,6405,1586,1050,5210,2737,787,2911,2463,5364,3604,4886,4376,5055,3125
"PA14_65320",38,382,873,695,2784,765,700,2379,1404,507,1231,1115,2546,1571,1873,1781,2185,1158
"PA14_65350",94,627,1499,1508,5330,1248,1876,4708,2527,1378,2912,2430,5166,4381,4702,3347,4620,3523
"PA14_65370",128,693,1470,1542,4061,1264,1345,3756,2115,1195,2457,2035,4831,3717,3601,3302,3789,2833
"PA14_65380",26,167,217,464,1072,331,387,1071,585,314,613,564,1368,830,822,972,939,691
"PA14_65390",32,199,362,646,1714,434,614,1319,720,504,869,692,1469,1452,1397,1392,1461,1282
"PA14_65400",6,55,85,48,347,90,62,291,122,73,201,132,339,361,352,211,376,191
"PA14_65410",9,93,160,186,797,176,197,658,309,201,373,297,1303,883,952,1131,985,710
"PA14_65420",25,68,253,204,630,214,235,535,336,248,370,339,580,559,444,683,507,626
"PA14_65430",47,178,368,540,1336,458,283,907,566,285,515,480,1973,1141,1510,1436,1372,1304
"PA14_65450",52,189,420,653,1619,603,332,1033,627,312,551,474,1907,1150,1362,1319,1146,863
"PA14_65470",43,171,325,431,1218,332,340,791,418,317,644,518,1622,1396,1379,1339,1551,1336
"PA14_65480",13,74,89,184,504,91,191,376,132,184,255,172,573,421,391,772,495,506
"PA14_65500",17,69,91,179,560,113,204,430,208,203,291,157,840,553,487,815,575,624
"PA14_65520",55,300,538,508,2482,530,396,1515,794,506,1117,860,2701,2490,2292,2066,2417,1919
"PA14_65540",41,230,603,478,1792,433,458,1387,749,445,996,802,2415,1598,1799,1955,2139,1769
"PA14_65560",12,144,200,247,934,235,381,721,498,308,441,355,913,659,778,803,618,576
"PA14_65570",42,144,305,250,893,239,257,838,424,294,478,389,1554,932,963,1056,985,803
"PA14_65580",4,15,13,38,63,31,42,89,56,31,70,38,215,83,172,161,167,149
"PA14_65590",38,232,329,582,1604,433,422,1151,588,414,800,641,1816,1443,1191,1932,1454,1333
"PA14_65605",49,448,732,1226,2826,740,1092,2605,1351,937,1770,1231,2601,1763,1874,2392,2002,1650
"PA14_65630",1,63,123,99,380,78,164,375,190,118,286,208,459,278,366,309,320,215
"PA14_65640",21,108,218,303,718,209,286,573,342,280,456,373,940,634,813,751,706,757
"PA14_65660",39,220,369,528,1700,388,594,1324,691,604,1046,789,2033,1267,1313,1943,1519,1619
"PA14_65670",3,42,41,55,132,28,62,157,64,28,93,75,306,137,178,390,183,158
"PA14_65690",18,52,60,68,261,63,72,224,123,81,135,124,718,384,388,529,499,363
"PA14_65700",29,79,94,200,618,150,217,468,269,141,305,198,635,428,456,541,426,346
"PA14_65710",49,168,275,403,1379,285,430,1116,560,331,616,413,1229,980,1038,1239,1128,848
"PA14_65720",10,81,110,99,479,136,90,328,146,86,180,193,801,873,726,610,624,384
"PA14_65740",11,59,78,73,341,73,113,292,139,85,166,129,482,292,357,520,486,448
"PA14_65750",19,135,218,200,735,143,177,596,204,210,414,253,1458,894,1022,2790,1623,1799
"PA14_65760",7,46,68,108,364,60,62,196,75,95,151,117,284,246,233,309,264,269
"PA14_65770",5,36,57,82,330,79,97,188,108,128,145,105,437,378,385,458,402,415
"PA14_65795",3,14,27,27,127,15,20,89,26,28,40,30,148,106,142,156,164,126
"PA14_65810",13,25,31,70,267,64,76,205,86,53,123,95,187,168,144,162,151,182
"PA14_65820",2,2,16,6,100,17,14,77,57,7,47,18,83,71,51,54,69,51
"PA14_65840",0,1,19,7,43,5,17,48,18,7,27,15,58,46,46,30,67,34
"PA14_65850",5,30,61,100,222,71,47,145,98,65,111,117,142,112,104,122,119,135
"PA14_65860",13,63,130,143,477,82,244,515,247,175,293,228,428,355,421,400,375,320
"PA14_65870",1,52,58,61,289,34,135,314,135,115,153,108,308,206,227,260,273,227
