locusid,BioFWTBR1_S10,BioFWTBR2_S11,BioFWTBR3_S12,PlankWTBR1_S1,PlankWTBR2_S2,PlankWTBR3_S3
PA1441,1592,1506,1442,3481,2932,3703
PA1442,1427,1635,1620,1164,1028,1282
PA1443,3037,3405,3291,3016,2794,3157
PA1444,1235,1261,1147,1764,1468,1725
PA1445,574,556,482,733,547,679
PA1446,1160,1338,1270,1176,1174,1285
PA1447,703,796,832,841,813,1100
PA1448,506,565,603,585,462,721
PA1449,393,401,437,436,373,497
PA1450,494,548,539,457,374,508
PA1451,440,465,445,449,328,428
PA1452,1987,2287,2112,2401,2269,2828
PA1453,2524,2680,2312,3378,2831,3578
PA1454,5626,6146,5598,6360,5415,6444
PA1455,4760,4747,4704,5827,4537,5786
PA1456,2782,3028,3027,4718,3535,4616
PA1457,5562,5925,6174,8810,7063,9224
PA1458,7665,7442,7954,11515,9284,12505
PA1459,3249,3286,3162,5841,5087,6129
PA1460,1668,1782,1877,2727,2374,2934
PA1461,1490,1502,1480,2311,1977,2511
PA1462,2183,2517,2370,3206,2886,3439
PA1463,2763,3024,2708,4441,3676,4627
PA1464,3658,3828,3929,7222,6437,9199
PA1465,896,972,975,2045,1543,2499
PA1466,277,291,237,351,341,279
PA1467,233,279,257,222,210,212
PA1468,182,203,231,139,147,113
PA1469,341,294,313,320,303,266
PA1470,324,316,267,521,400,480
PA1471,607,771,736,781,601,828
PA1472,325,315,310,431,416,497
PA1473,346,308,289,793,627,807
PA1474,2097,2319,2174,4165,3236,4230
PA1475,799,866,721,297,374,265
PA1476,821,803,825,509,566,443
PA1477,1627,1738,1730,1226,1281,1038
PA1478,538,650,603,566,577,474
PA1479,1049,1258,1119,1252,1368,1081
PA1480,2206,2292,2193,3927,3792,3156
PA1481,805,770,648,1350,1242,1041
PA1482,870,783,699,1332,1320,1132
PA1483,884,843,805,1340,1170,1049
PA1484,561,642,647,699,548,700
PA1485,144,145,117,139,146,190
PA1486,114,101,70,142,119,146
PA1487,144,175,150,167,121,177
PA1488,106,91,85,119,109,122
PA1489,171,169,145,171,159,197
PA1490,167,211,201,119,115,117
PA1491,537,637,595,443,339,464
PA1492,196,179,194,107,141,100
PA1493,7357,7558,6538,4106,4515,3867
PA1494,864,675,731,699,708,662
PA1495,185,135,128,192,195,241
PA1496,461,502,430,409,368,476
PA1497,46,42,35,35,21,24
PA1498,92,120,97,94,71,85
PA1499,40,70,45,66,41,66
PA1500,119,126,147,183,123,178
PA1501,543,585,614,515,332,562
PA1502,265,276,318,198,164,249
PA1503,76,74,73,91,77,96
PA1504,886,863,853,486,616,424
PA1505,1131,1159,1149,3666,3300,3237
PA1506,201,198,199,195,155,164
PA1507,615,754,695,754,601,927
PA1508,901,965,856,589,475,693
PA1509,4093,3918,3821,2346,1843,2590
PA1510,3670,3643,3224,1375,1139,1442
PA1511,4951,4912,4597,1470,1449,1694
PA1512,5230,4016,3487,771,829,943
PA1513,885,1012,1045,1113,913,1312
PA1514,469,471,480,563,453,602
PA1515,495,500,597,676,469,702
PA1516,264,282,293,564,428,542
PA1517,588,619,607,743,617,678
PA1518,272,287,315,388,406,453
PA1519,141,181,180,201,185,214
PA1520,1540,1459,1622,1802,1754,1679
PA1521,495,402,399,955,838,989
PA1522,579,606,590,932,622,897
PA1523,1270,1230,1298,2696,2161,3582
PA1524,458,475,509,1212,920,1323
PA1525,554,616,612,999,730,1273
PA1526,1302,1441,1512,2074,2026,2576
PA1527,3574,3492,3763,7527,6057,8192
PA1528,4838,5185,4983,4850,4627,5117
PA1529,1796,1789,1620,3116,2721,3077
PA1530,604,591,681,1071,858,1182
PA1531,459,515,479,513,431,575
PA1532,3013,3119,3077,2846,2859,2229
PA1533,2880,3164,3139,2517,2472,2380
PA1534,1462,1489,1422,1382,1456,1061
PA1535,950,1068,1056,398,367,329
PA1536,516,564,528,303,365,313
PA1537,188,162,191,167,141,192
PA1538,501,418,493,375,327,418
PA1539,326,339,357,317,262,274
PA1540,131,154,134,160,128,153
PA1541,128,111,92,156,129,130
PA1542,502,642,621,444,341,494
PA1543,1514,1368,1352,1412,1691,1170
PA1544,12871,12690,13007,8766,9048,8624
PA1545,3354,3678,3602,3276,2149,3411
PA1546,15002,15672,14892,31360,28829,25414
PA1547,310,333,296,530,462,481
PA1548,507,533,475,831,780,777
PA1549,1197,1389,1259,2712,2338,2281
PA1550,1913,2377,2146,4799,4105,4331
PA1551,6642,7390,6489,11938,10558,10341
PA1552,5472,5490,4982,6047,6584,5366
PA1552.1,2079,1818,1821,1947,1882,1712
PA1553,3722,3236,3197,3558,3810,3409
PA1554,7908,8151,7517,7269,8966,7097
PA1555,21067,25177,20793,12591,12322,9714
PA1555.1,7235,8010,6452,4723,4336,3753
PA1556,15078,15791,12901,8378,7826,6914
PA1557,38004,42848,34962,18859,19982,15424
PA1558,128,173,140,103,90,91
PA1559,4122,2328,4051,3913,3600,3783
PA1560,2807,1778,2887,3835,2990,3630
PA1561,3395,3044,3744,15600,12339,12736
PA1562,8147,8685,7896,11428,9909,14706
PA1563,710,693,714,558,526,565
PA1564,578,656,683,748,704,683
PA1565,490,540,563,1466,1349,1367
PA1566,136,126,133,630,598,570
PA1567,293,343,309,427,327,347
PA1568,104,102,75,64,60,64
PA1569,145,191,144,121,102,136
PA1570,566,577,584,781,759,764
PA1571,1811,2659,2124,943,776,1340
PA1572,2109,2208,2282,3148,2552,3164
PA1573,767,735,823,1580,1338,1572
PA1574,954,928,974,1028,1039,1007
PA1575,558,722,600,786,683,973
PA1576,969,862,795,979,826,799
PA1577,641,615,602,483,350,438
PA1578,364,259,242,326,220,288
PA1579,4463,4320,4994,2386,2281,2359
PA1580,13449,14516,14187,21536,24363,19273
PA1581,14946,15988,15408,10740,14694,8899
PA1582,9024,8924,8511,8380,10278,6909
PA1583,17657,16923,15770,23085,26509,18954
PA1584,10376,10601,10697,13755,14570,10840
PA1585,32187,32227,30163,63123,60905,54274
PA1586,10837,10854,9899,26700,22981,22831
PA1587,18492,17914,16553,43058,38714,39721
PA1588,33213,30055,28629,28860,31458,24430
PA1589,26339,23352,21908,28965,29548,24225
PA1590,2398,2270,2243,3120,3235,2444
PA1591,189,186,214,265,250,241
PA1592,4380,5254,5641,12416,9001,13993
PA1593,693,769,722,230,294,201
PA1594,465,478,427,274,286,239
PA1595,519,562,474,323,302,288
PA1596,11320,8345,10716,794,751,808
PA1597,639,539,580,441,346,367
PA1598,337,309,291,764,394,337
PA1599,137,133,121,193,137,121
PA1600,59,88,67,127,85,93
PA1601,149,108,109,262,223,282
PA1602,78,80,63,84,84,102
PA1603,336,387,339,362,306,336
PA1604,2252,2413,2369,1605,1188,1547
PA1605,696,786,754,729,632,683
PA1606,112,124,142,128,124,134
PA1607,1579,1678,1831,967,764,1150
PA1608,1061,942,886,1870,1708,1859
PA1609,7089,7360,6811,14498,15809,11811
PA1610,4843,5154,5188,7090,8375,6189
PA1611,1646,1719,1798,1703,1574,1570
PA1612,249,307,290,308,298,294
PA1613,1403,1471,1478,1279,1195,1223
PA1614,1578,1733,1589,1900,1723,1645
PA1615,803,855,819,1080,924,1033
PA1616,387,330,307,605,442,455
PA1617,1745,1656,1649,1508,1414,1942
PA1618,979,943,895,1610,1590,1459
PA1619,215,209,205,380,373,322
PA1620,33,26,20,52,59,39
PA1621,636,658,665,1015,891,784
PA1622,392,460,434,785,594,670
PA1623,1544,1393,1388,2584,2425,2336
PA1624,700,686,636,1823,1597,1382
PA1625,541,512,555,556,448,485
PA1626,171,142,150,157,157,147
PA1627,128,123,139,102,103,108
PA1628,228,197,206,283,192,234
PA1629,178,166,145,193,153,207
PA1630,512,438,477,386,375,386
PA1631,267,291,285,304,266,298
PA1632,10,12,15,5,14,11
PA1633,508,641,600,496,409,636
PA1634,79,86,78,69,60,57
PA1635,20,31,23,15,16,10
PA1636,349,361,332,457,410,468
PA1637,262,244,251,219,195,220
PA1638,245,307,245,131,162,142
PA1639,1347,1201,1368,1090,1157,1062
PA1640,1610,1623,1846,1448,1457,1369
PA1641,419,509,415,430,359,444
PA1642,1738,1906,1645,1924,1808,1583
PA1643,1729,1719,1667,2821,2376,2296
PA1644,801,860,805,838,798,687
PA1645,171,212,193,357,318,266
PA1646,411,487,478,791,580,749
PA1647,714,788,789,1691,1365,1452
PA1648,340,337,318,852,612,930
PA1649,146,175,187,319,275,331
PA1650,521,462,493,1528,1196,1490
PA1651,1027,854,943,3403,3240,3083
PA1652,190,229,220,207,202,177
PA1653,124,126,139,112,124,95
PA1654,583,480,462,617,597,517
PA1655,727,701,710,924,785,866
PA1656,7510,7519,7325,3926,3357,4158
PA1657,3986,3525,3104,3279,3320,3550
PA1658,9040,6852,6310,7174,6987,7491
PA1659,1705,1295,1151,1251,1219,1340
PA1660,2598,2361,2175,1626,1534,1767
PA1661,1733,1567,1524,923,883,1142
PA1662,2304,2040,1865,1857,1614,1849
PA1663,1567,1291,1324,858,920,1031
PA1664,365,294,244,149,158,223
PA1665,1266,951,864,763,783,881
PA1666,1228,852,819,690,701,785
PA1667,2445,1914,1959,1338,1271,1606
PA1668,1320,955,875,647,587,808
PA1669,3014,2307,2094,1631,1544,1795
PA1670,470,384,298,325,254,296
PA1671,648,597,532,493,391,562
PA1672,938,1020,1055,937,735,1250
PA1673,13515,14457,16168,9434,7670,8483
PA1674,5751,6126,6296,3040,2121,2457
PA1675,831,961,853,634,575,630
PA1676,285,268,227,336,235,281
PA1677,811,948,796,2136,1845,1833
PA1678,1614,1745,1754,1386,1503,1286
PA1679,1391,1360,1358,2249,2046,2432
PA1680,62,69,88,129,117,110
PA1681,1917,1667,1554,1871,2058,1358
PA1682,631,695,653,529,603,434
PA1683,1301,1384,1165,1147,1224,990
PA1684,1538,1793,1488,1776,1769,1510
PA1685,1164,1339,1240,1740,1441,2011
PA1686,616,548,529,1149,926,1150
PA1687,664,626,717,526,644,470
PA1688,914,839,955,605,833,556
PA1689,2253,1970,1955,3536,3912,2599
PA1690,625,1460,618,81,82,93
PA1691,488,1086,422,55,44,52
PA1692,685,1686,577,75,85,68
PA1693,1540,3110,1355,258,249,271
PA1694,1114,2261,823,61,47,62
PA1695,558,1282,385,36,24,28
PA1696,351,892,282,20,13,11
PA1697,1710,4579,1385,43,34,42
PA1698,2152,4969,1392,24,41,31
PA1699,1098,2637,830,22,27,20
PA1700,693,1772,523,23,18,16
PA1701,232,526,166,10,4,6
PA1702,238,515,192,9,11,9
PA1703,3122,7148,2665,295,268,355
PA1704,456,1011,365,74,96,103
PA1705,390,757,288,13,3,11
PA1706,3875,9768,3127,119,102,156
PA1707,3538,8092,2439,97,77,116
PA1708,12727,29930,8687,296,233,327
PA1709,9997,21733,6314,304,265,376
PA1710,8996,14548,9640,692,517,877
PA1711,3118,4332,2810,334,243,365
PA1712,2310,3525,2000,213,169,224
PA1713,11871,19080,13364,379,382,393
PA1714,5714,9530,4867,383,319,350
PA1715,988,2006,870,94,72,70
PA1716,2362,4690,2092,216,178,204
PA1717,1221,2145,977,150,119,164
