gene_id,Ctrl1,Ctrl2,Ctrl3,P5A1_25,P5A2_25,P5A3_25
PA2094,448,401,2170,476,494,437
PA2095,458,648,2882,853,977,836
PA2096,446,523,2429,730,768,673
PA2097,671,899,3789,546,581,513
PA2098,520,620,2790,336,380,321
PA2099,353,317,1538,242,223,206
PA2100,789,632,3523,944,779,817
PA2101,137,123,614,151,129,124
PA2102,79,80,444,116,78,81
PA2103,385,327,1644,297,363,251
PA2104,247,158,875,337,265,290
PA2105,331,218,1154,486,437,497
PA2106,410,339,1684,580,568,550
PA2107,228,220,1148,201,192,170
PA2108,1705,1912,9205,665,689,612
PA2109,387,402,1964,158,185,161
PA2110,256,304,1583,201,201,174
PA2111,212,229,1200,206,194,157
PA2112,272,209,1441,248,174,196
PA2113,180,208,934,127,123,96
PA2114,236,236,1201,225,236,183
PA2115,274,251,1231,393,378,353
PA2116,355,301,1437,549,544,457
PA2117,405,405,2088,571,585,539
PA2118,390,421,2011,748,779,680
PA2119,2244,1951,10360,2812,2528,2672
PA2120,207,157,1024,348,315,268
PA2121,986,822,4438,669,583,564
PA2122,632,560,2962,452,394,481
PA2123,669,702,3205,645,663,538
PA2124,417,455,2185,838,754,657
PA2125,423,524,2766,1002,993,898
PA2126,454,344,1900,1248,1261,1253
PA2126.1,355,435,2004,1009,1008,942
PA2127,1020,772,3972,2897,2820,2886
PA2128,109,131,463,198,151,161
PA2129,67,144,698,212,270,234
PA2130,545,488,2341,519,521,443
PA2131,172,217,966,153,123,107
PA2132,62,68,378,29,42,21
PA2133,69,118,629,68,61,61
PA2134,2739,2551,12008,457,412,407
PA2135,1174,1196,5791,591,464,425
PA2136,177,187,1070,110,112,121
PA2137,355,305,1608,524,424,421
PA2138,1995,2027,9871,2144,2062,1765
PA2139,82,81,405,72,61,84
PA2140,296,256,1272,116,144,120
PA2141,563,569,2685,235,217,195
PA2142,1269,1211,6241,440,482,413
PA2143,1102,961,4754,259,301,254
PA2144,11470,10210,50807,2956,2790,2738
PA2145,505,485,2198,140,132,174
PA2146,1634,1362,6867,134,104,111
PA2147,13579,12651,62488,1619,1609,1623
PA2148,1743,1634,8733,311,288,332
PA2149,449,350,1702,120,111,133
PA2150,1286,1040,5761,420,437,385
PA2151,8296,7607,40533,1902,1774,1735
PA2152,9047,9128,45585,1674,1650,1459
PA2153,8100,7492,37413,1259,1341,1238
PA2154,757,707,3337,150,200,131
PA2155,1849,2013,9797,331,322,336
PA2156,1310,1296,6497,304,292,230
PA2157,3340,3196,15459,973,1001,961
PA2158,6949,6176,31966,2125,2176,1907
PA2159,5190,5013,25861,766,689,849
PA2160,11378,10886,54388,1842,1884,1663
PA2161,681,499,2692,100,89,97
PA2162,10723,10864,52672,1464,1429,1251
PA2163,10871,11127,52727,1777,1838,1540
PA2164,11865,11621,57831,1997,1905,1595
PA2165,12502,12053,57976,2726,2636,2357
PA2166,377,380,2314,232,212,169
PA2167,1423,1537,7189,1041,1008,815
PA2168,808,722,3665,364,346,321
PA2169,2158,1952,9911,667,655,581
PA2170,1255,1161,5794,406,386,357
PA2171,3399,2703,15672,1451,1223,1264
PA2172,13103,13631,65118,4194,4124,3566
PA2173,2745,3000,14270,703,771,644
PA2174,436,274,1556,108,123,126
PA2175,330,308,1609,303,301,256
PA2176,754,894,3962,751,757,643
PA2177,1732,1853,9282,1356,1312,1137
PA2178,516,552,2607,300,256,243
PA2179,1376,1272,7032,379,360,342
PA2180,1682,1623,7684,457,466,391
PA2181,1093,1095,5282,523,513,393
PA2182,319,248,1202,105,95,113
PA2183,446,361,1942,82,81,59
PA2184,722,671,3160,148,138,172
PA2185,595,530,2444,218,180,172
PA2186,60,70,311,29,16,16
PA2187,185,157,888,68,49,69
PA2188,848,764,4039,214,282,294
PA2189,99,140,622,86,72,84
PA2190,1730,1487,8849,260,228,213
PA2191,775,785,3855,213,196,197
PA2192,853,867,4554,201,145,129
PA2193,2382,2164,9724,154,149,165
PA2194,38562,38981,199880,1800,1502,1529
PA2195,29952,28583,142777,1233,1198,1085
PA2196,714,715,3555,181,173,183
PA2197,1463,1521,7902,947,880,768
PA2198,496,389,2051,345,314,311
PA2199,1431,1573,7817,789,779,704
PA2200,926,926,4744,1261,1126,1033
PA2201,429,441,2407,1156,1075,944
PA2202,231,202,1091,793,741,691
PA2203,170,169,928,1288,1101,1073
PA2204,361,404,2005,3594,3329,3299
PA2205,142,132,649,188,227,209
PA2206,553,501,2489,665,583,569
PA2207,260,255,1716,503,488,518
PA2208,51,104,383,129,106,102
PA2209,113,118,602,216,230,175
PA2210,329,236,1352,362,294,354
PA2211,326,262,1308,378,318,354
PA2212,342,325,1917,253,280,230
PA2213,166,160,884,128,164,165
PA2214,175,226,964,152,137,158
PA2215,147,130,906,150,156,125
PA2216,218,194,1244,269,238,210
PA2217,345,410,2045,322,291,271
PA2218,379,339,1889,320,308,336
PA2219,178,132,941,249,239,264
PA2220,306,285,1655,641,731,589
PA2221,980,770,4114,417,342,305
PA2222,235,216,959,93,68,89
PA2223,298,162,749,108,77,92
PA2224,30,19,184,21,33,25
PA2225,30,17,208,24,24,24
PA2226,82,39,247,29,21,64
PA2227,99,56,316,62,57,86
PA2228,64,56,259,66,42,50
PA2229,361,276,1448,326,327,276
PA2230,215,160,1117,419,437,368
PA2231,1185,1236,5656,757,751,728
PA2232,5621,5559,27559,2948,2722,2640
PA2233,2105,2238,10843,1085,980,1041
PA2234,1440,1455,6886,465,431,435
PA2235,3677,3321,16864,831,802,792
PA2236,1897,1924,9605,439,427,324
PA2237,2018,1748,9248,354,303,339
PA2238,2019,2426,11097,454,400,304
PA2239,1148,958,5139,205,227,249
PA2240,1244,1009,5148,347,370,353
PA2241,625,699,3323,624,697,588
PA2242,585,672,2857,879,789,740
PA2243,467,533,2433,3173,3025,2665
PA2244,1040,1211,4851,3235,3274,2422
PA2245,177,188,909,375,449,309
PA2246,319,313,1586,203,197,223
PA2247,23297,21805,111234,19659,17672,16178
PA2248,39586,36030,183486,23443,21400,20142
PA2249,55548,55762,275514,21088,20884,18234
PA2250,63251,64861,318755,18449,18219,15913
PA2251,280,233,1451,578,555,537
PA2252,491,318,2017,533,552,445
PA2253,694,706,4165,916,863,637
PA2254,146,218,869,282,287,306
PA2255,232,243,1148,350,326,288
PA2256,230,251,1307,366,336,298
PA2257,78,118,609,146,142,155
PA2258,164,156,935,249,301,273
PA2259,1330,1185,6168,729,731,681
PA2260,196,195,1108,292,301,214
PA2261,280,355,1745,270,273,239
PA2262,236,243,1331,288,234,244
PA2263,238,258,1424,169,167,188
PA2264,184,252,1397,193,198,181
PA2265,630,594,2965,746,617,663
PA2266,892,1063,5027,1296,1063,1051
PA2267,715,711,3685,1333,1359,1249
PA2268,379,478,2157,723,669,565
PA2269,228,277,1426,378,407,360
PA2270,275,271,1277,300,290,323
PA2271,202,192,1214,343,334,296
PA2272,1298,1117,5943,3174,3270,3086
PA2273,447,429,2102,522,477,404
PA2274,585,540,2620,349,352,365
PA2275,3132,2956,14035,2544,2305,2172
PA2276,330,284,1554,815,830,745
PA2277,92,103,485,367,320,337
PA2278,382,364,2295,2105,1987,1740
PA2279,257,251,1426,1292,1152,1047
PA2280,641,535,3202,2647,2403,2511
PA2281,750,773,3992,2287,2209,2047
PA2282,155,132,567,134,147,153
PA2283,525,604,2750,1304,1282,1128
PA2284,356,310,1478,676,603,562
PA2285,280,288,1251,724,684,553
PA2286,955,975,5127,3629,3238,3108
PA2287,669,605,3027,1492,1518,1345
PA2288,234,215,983,391,405,347
PA2289,893,821,4548,320,367,253
PA2290,6987,7485,36125,1820,1838,1673
PA2291,438,357,1843,142,106,129
PA2292,83,74,367,87,84,67
PA2293,241,239,1341,186,222,196
PA2294,154,132,738,200,159,142
PA2295,97,106,503,109,87,86
PA2296,185,262,1276,315,245,290
PA2297,73,85,343,102,73,88
PA2298,962,903,4357,1126,1021,1093
PA2299,400,385,1801,517,532,537
PA2300,25216,23514,116428,456,429,386
PA2301,1610,1687,9239,489,577,494
PA2302,41517,45455,212469,2563,2449,2053
PA2303,5731,5679,27248,261,277,245
PA2304,6127,5314,27201,477,464,448
PA2305,18510,19885,94106,2887,2711,2177
PA2306,269,196,1110,140,148,109
PA2307,122,126,720,232,202,230
PA2308,111,115,532,257,231,270
PA2309,255,223,1129,628,550,520
PA2310,241,295,1370,1231,1140,1233
PA2311,27,40,179,529,608,492
PA2312,146,144,728,3058,2903,2725
PA2313,196,165,801,253,181,207
PA2314,167,252,1145,292,283,163
PA2315,160,183,840,207,217,149
PA2316,289,335,1840,492,481,411
PA2317,412,501,2354,1146,961,815
PA2318,388,417,2008,456,364,339
PA2319,0,0,0,0,0,0
PA2320,708,662,3589,901,1061,770
PA2321,143,114,780,248,212,171
PA2322,385,317,1836,388,415,464
PA2323,364,430,2228,280,234,216
PA2324,193,171,787,200,168,148
PA2325,189,261,1148,137,182,122
PA2326,308,212,1505,258,268,233
PA2327,565,406,2416,521,397,427
PA2328,934,920,4221,872,914,746
PA2329,1524,1871,8678,1696,1629,1338
PA2330,1982,2326,11023,3052,2822,2203
PA2331,1008,956,4848,1410,1534,1434
PA2332,886,801,4381,1074,1059,1018
PA2333,435,414,1907,1718,1627,1540
PA2334,191,191,1144,696,676,647
PA2335,303,320,1349,446,376,414
PA2336,188,181,1060,339,294,277
PA2337,203,148,837,245,209,230
PA2338,312,387,1395,480,399,445
PA2339,200,190,981,323,318,274
PA2340,156,190,883,362,366,343
PA2341,323,358,1856,365,340,318
PA2342,316,324,1684,387,343,316
PA2343,261,358,1516,244,199,196
PA2344,434,501,2725,473,394,325
PA2345,1530,1369,7014,922,950,926
PA2346,188,217,1022,267,225,209
PA2347,131,207,812,225,170,147
PA2348,170,262,1134,202,143,196
PA2349,102,121,554,95,96,78
PA2350,169,184,1161,203,178,172
PA2351,90,85,472,104,116,102
PA2352,335,385,2080,910,791,839
PA2353,695,612,3330,1304,1327,1274
PA2354,248,161,982,258,241,236
PA2355,140,174,816,150,131,93
PA2356,124,183,700,180,154,116
PA2357,72,54,268,106,111,156
PA2358,43,75,224,259,245,236
PA2359,220,282,1220,1654,1450,1348
PA2360,811,910,4451,159,169,140
PA2361,1415,1574,8026,589,562,509
PA2362,420,460,1871,266,256,224
PA2363,1744,1692,9060,1310,992,884
PA2364,254,259,1127,169,214,189
PA2365,589,510,2753,238,262,235
PA2366,2337,2126,10630,533,627,607
PA2367,404,418,2341,76,83,86
PA2368,381,400,2070,58,69,56
PA2369,1479,1532,7564,470,471,360
PA2370,721,790,3832,246,276,229
PA2371,1468,1458,7081,460,408,336
PA2372,219,169,797,92,72,86
PA2373,1452,1415,6984,548,457,476
PA2374,413,409,2061,139,162,163
PA2375,299,251,1422,129,111,117
PA2376,161,145,736,173,129,128
PA2377,288,236,1587,218,166,165
PA2378,5842,5239,26728,5211,5590,4770
PA2379,471,440,2066,964,882,894
PA2380,233,192,1013,208,205,230
PA2381,747,655,3691,805,804,634
PA2382,1679,1741,9150,3625,3464,3132
PA2383,988,1125,5034,1219,1128,907
PA2384,1044,901,4905,121,128,126
PA2385,9045,9106,43163,1438,1464,1399
PA2386,34426,30485,148680,1013,1178,1101
PA2387,231,186,1137,312,332,320
PA2388,1254,1212,6103,2000,1755,1597
PA2389,3599,3214,16059,932,883,822
PA2390,2617,3018,14410,517,471,424
PA2391,2698,2761,13504,392,398,354
PA2392,4426,4321,21437,312,316,208
PA2393,3422,3060,16018,138,167,146
PA2394,5580,5487,26858,216,183,187
PA2395,3995,4129,20557,139,146,113
PA2396,3814,3349,16680,298,335,443
PA2397,3601,2773,15792,668,691,630
PA2398,6938,5163,29797,811,782,667
PA2399,22651,21654,106683,2697,2499,2415
PA2400,26933,25353,125748,2462,2366,2346
PA2402,75655,74176,363842,7834,7471,6826
PA2403,3566,2947,15948,333,268,280
PA2404,2994,2790,15911,390,326,364
PA2405,1237,1059,6160,132,117,92
PA2406,2939,3145,15374,217,209,171
PA2407,4888,4579,21914,287,316,282
PA2408,5746,6502,30684,301,236,229
PA2409,4153,3841,19914,280,217,248
PA2410,3845,4014,18681,229,241,211
PA2411,13755,14473,70049,644,599,548
PA2412,8192,7066,36936,289,274,251
PA2413,7562,6690,34930,459,430,378
PA2414,1910,1868,8818,494,440,431
PA2415,482,488,2476,141,208,142
PA2416,1079,882,4898,684,617,554
PA2417,725,782,3742,915,968,811
PA2418,240,159,948,214,208,228
PA2419,305,278,1356,199,195,230
PA2420,210,173,1097,395,413,374
PA2421,182,129,732,310,379,298
PA2422,29,37,197,84,92,103
PA2423,406,325,1958,411,382,389
PA2424,96277,101257,477820,4650,4508,3899
PA2425,2596,2798,13740,143,96,127
PA2426,1340,1327,6182,771,595,646
PA2427,982,924,4400,949,897,816
PA2428,381,313,1494,847,786,773
PA2429,73,73,387,48,64,49
PA2430,427,554,2641,249,239,184
PA2431,707,895,3685,345,296,275
PA2432,192,190,958,372,321,346
PA2433,592,467,2954,694,635,690
PA2434,816,717,3943,1110,1209,1048
PA2435,1653,1783,8666,2679,2814,2328
PA2436,208,266,1031,424,387,378
PA2437,376,418,1784,290,264,237
PA2438,408,382,2168,329,328,305
PA2439,581,685,3258,495,460,420
PA2440,480,496,2445,432,378,340
PA2441,553,574,3044,499,522,517
PA2442,1204,1120,6280,734,738,653
PA2443,2357,2141,10936,1596,1567,1506
PA2444,272,322,1665,623,619,520
PA2445,7030,7175,34883,9584,9469,8513
PA2446,285,390,1655,601,622,563
PA2447,310,349,1738,572,513,510
PA2448,2313,2328,11253,1955,1985,1921
PA2449,2411,2434,11519,4315,4421,3705
PA2450,498,539,2515,1155,1186,956
PA2451,576,624,2832,271,206,189
PA2452,622,694,3718,363,244,201
PA2453,63,43,344,180,185,200
PA2454,367,325,1784,905,903,869
PA2455,203,141,747,522,487,541
PA2456,82,82,389,281,225,404
PA2457,96,71,457,199,182,177
PA2458,518,539,2876,1078,1047,917
PA2459,32,21,157,154,118,153
PA2460,43,24,195,79,76,60
PA2461,65,73,299,185,130,150
PA2462,4498,4384,22017,3263,3173,3127
PA2463,90,155,614,115,115,94
PA2464,197,217,1177,214,279,220
PA2465,130,130,639,254,199,148
PA2466,738,684,3646,2188,2097,1915
PA2467,1351,1459,7469,4273,4037,3123
PA2468,1083,925,4841,2471,2587,2308
PA2469,530,527,2509,857,772,543
PA2470,226,228,1299,385,326,282
PA2471,157,159,927,179,178,129
PA2472,170,204,1141,275,229,199
PA2473,101,153,770,127,112,133
PA2474,137,180,785,138,120,131
PA2475,909,1063,5505,550,577,494
PA2476,911,831,4545,600,561,517
PA2477,679,616,3459,699,670,636
PA2478,932,1055,4598,964,801,762
PA2479,651,576,2931,956,898,776
PA2480,1326,1758,7669,2179,1965,1716
PA2481,1129,1157,5988,1975,2035,1952
PA2482,1389,1311,6478,2958,2753,2431
PA2483,7421,7521,36002,6196,5865,5457
PA2484,411,468,2229,549,629,572
PA2485,120,72,420,266,276,294
PA2486,83,101,355,268,244,245
PA2487,62,88,282,289,272,271
PA2488,262,290,1316,1186,1067,905
PA2489,316,333,1526,1464,1347,1199
PA2490,132,158,725,857,927,836
PA2491,3474,3338,17275,2950,3299,3229
PA2492,1066,922,4611,1004,1054,1059
PA2493,572,574,2776,592,598,552
PA2494,1633,1455,8396,1513,1320,1280
PA2495,839,967,4416,807,788,755
PA2496,255,262,1347,353,330,353
PA2497,520,533,2779,436,417,390
PA2498,159,196,859,195,189,219
PA2499,170,145,611,250,197,187
PA2500,1541,1589,7874,2512,2293,1859
PA2501,112,123,481,292,283,262
PA2502,515,530,2650,771,809,730
PA2503,1187,1541,6659,1135,1147,1000
PA2504,2286,2348,11454,1063,1083,957
PA2505,193,166,1031,298,250,309
PA2506,48,23,117,18,19,25
PA2507,737,966,4792,436,485,441
PA2508,90,63,454,142,132,120
PA2509,151,206,909,348,378,326
PA2510,635,562,3136,955,953,790
PA2511,783,827,3777,1159,1074,1014
PA2512,4459,3872,19496,2682,2520,2758
PA2513,1198,1279,6358,946,917,926
PA2514,1660,1461,8088,853,931,865
PA2515,731,867,4024,327,315,243
PA2516,268,321,1743,245,185,203
PA2517,126,123,684,111,92,79
PA2518,313,267,1199,398,284,308
PA2519,551,521,2393,678,656,557
PA2520,631,651,3513,853,899,862
PA2521,290,399,1596,450,425,396
PA2522,199,255,1049,281,269,206
PA2523,250,231,1166,304,303,287
PA2524,865,796,3977,1061,978,949
PA2525,926,1060,4943,436,437,391
PA2526,1694,1507,8143,1019,1019,1048
PA2527,1879,1942,9714,3571,3462,3249
PA2528,952,842,4014,1535,1552,1483
PA2529,1823,1611,7990,2192,2147,2056
PA2530,1906,1849,9307,2682,2633,2436
PA2531,1816,1894,8618,3974,3820,3398
PA2532,3890,3625,18198,3047,3124,2729
PA2533,1233,1175,5203,1239,1274,1322
PA2534,282,420,1692,427,423,340
PA2535,339,430,1997,333,340,313
PA2536,805,822,3775,279,280,308
PA2537,439,447,1973,195,177,141
PA2538,499,459,2261,148,169,141
PA2539,909,1078,5234,483,530,439
PA2540,1572,1694,7763,1681,1626,1421
PA2541,953,815,4530,669,612,630
PA2542,1512,1596,8385,1394,1393,1053
PA2543,790,747,3890,1061,1266,1111
PA2544,1268,1124,5957,845,863,726
PA2545,1223,1241,6217,1006,1167,1086
PA2546,176,157,796,395,331,328
PA2547,267,284,1187,442,395,353
PA2548,264,270,1670,231,282,219
PA2549,433,373,2088,437,487,477
PA2550,534,455,2087,731,661,724
PA2551,1630,1549,7422,2104,2014,1966
PA2552,7941,8420,40217,4790,4535,3865
PA2553,8061,8282,42903,5432,4996,4191
PA2554,4064,4200,19185,3059,3055,2768
PA2555,3533,3364,17488,4081,4623,4035
PA2556,788,699,3538,1538,1499,1342
PA2557,2555,2486,12291,6795,6264,6279
PA2558,408,448,2249,692,704,655
PA2559,156,103,695,397,435,434
PA2559.1,727,598,3025,1181,1037,1038
PA2560,151,109,616,362,370,324
PA2561,1003,1067,5310,2381,2223,2124
PA2562,1836,1667,9428,1768,1892,1584
PA2563,1152,1117,5308,870,955,880
PA2564,3248,3106,15689,744,706,642
PA2565,1167,972,5052,309,334,315
PA2566,12,7,46,13,23,24
PA2566.1,2014,1771,9037,738,674,765
PA2567,1646,1554,7933,1989,1787,1534
PA2568,285,238,1283,627,602,566
PA2569,75,55,194,78,99,92
PA2570,4,4,53,9,5,4
PA2570.1,49,35,189,10,12,12
PA2571,929,668,4095,480,527,459
PA2572,1345,1273,6528,726,634,670
PA2573,2317,2295,10888,1653,1538,1405
PA2574,139,139,879,275,213,208
PA2575,465,494,1992,417,448,419
PA2576,194,207,1065,405,337,297
PA2577,78,64,333,132,148,147
PA2578,188,162,763,322,273,285
PA2579,1032,808,4089,1834,1609,1697
PA2580,100,115,459,122,138,110
PA2581,46,29,212,49,57,51
PA2581.1,602,499,2450,1323,1253,1233
PA2582,421,378,1785,378,383,299
PA2583,15,8,77,8,10,7
PA2583.1,1214,1072,5956,1181,1023,1004
PA2584,259,206,1183,135,126,105
PA2585,1980,1947,9849,1269,1248,1297
PA2586,1065,1046,5389,1095,1013,958
PA2587,3031,2744,13436,1166,1069,1163
PA2588,869,906,4635,216,278,269
PA2589,436,327,1837,168,141,120
PA2590,622,565,3054,668,582,568
PA2591,358,326,1494,241,233,214
PA2592,1438,1152,6109,1365,1364,1367
PA2593,305,274,1326,2391,2213,2021
PA2594,397,494,2134,2468,2407,2339
PA2595,307,396,1798,779,706,765
PA2596,135,177,991,524,530,406
PA2597,333,342,1844,505,510,466
PA2598,219,188,1151,354,342,255
PA2599,185,147,899,356,350,389
PA2600,191,181,865,489,471,466
PA2601,386,363,1644,731,760,645
PA2602,81,69,455,363,270,293
PA2603,17,24,86,21,34,21
PA2603.1,441,483,2426,1784,1683,1578
PA2604,3400,2746,13667,2602,2384,2501
PA2605,920,881,4283,1073,1074,1003
PA2606,1950,1710,8874,1625,1591,1472
PA2607,1228,1056,5113,898,863,822
PA2608,1007,933,4816,635,687,619
PA2609,2377,1889,10628,1080,1064,1061
PA2610,981,730,3806,921,856,980
PA2611,3275,3736,17193,2325,2078,2064
PA2612,3877,3343,17226,3062,2945,2844
PA2613,2765,2283,10647,2968,2569,2480
PA2614,2052,1833,8931,2242,2199,2149
PA2615,4976,4730,22645,5609,5469,5532
PA2616,2893,2411,12889,2625,2534,2589
PA2617,743,662,3851,883,838,756
PA2618,743,668,3451,716,777,678
PA2619,71,61,354,86,80,107
PA2620,17851,14971,77707,22354,22206,22597
PA2621,676,383,1940,1639,1441,1643
PA2622,523,326,1854,869,559,822
PA2623,16946,14832,76884,11242,11026,11380
PA2624,4789,3963,21508,4023,3601,3843
PA2625,324,268,1418,382,395,388
PA2626,3611,3487,17969,6597,7161,6537
PA2627,1995,1761,9585,3655,3645,3350
PA2628,412,414,1864,668,566,574
PA2629,3501,3132,16761,3502,3118,2979
PA2630,1436,1331,7147,2187,2170,1861
PA2631,399,388,2040,565,517,461
PA2632,748,605,3263,502,525,510
PA2633,1760,1966,9538,1643,1506,1483
PA2634,9688,8643,42863,6464,6217,5795
PA2635,857,884,4245,963,918,775
PA2636,93,104,536,142,159,130
PA2637,1267,1227,6502,708,592,694
PA2638,2537,2139,11362,2055,1826,2056
PA2639,6994,5952,32149,3862,3398,3428
PA2640,1417,1260,6399,871,780,732
PA2641,5798,5406,26645,2127,2094,1898
PA2642,27275,26950,134277,6479,6104,5731
PA2643,5138,4313,21476,1336,1376,1372
PA2644,1597,1211,6668,334,366,349
PA2645,1342,1353,6773,361,323,386
PA2646,1118,1094,5730,225,181,208
PA2647,6421,5722,29680,937,936,827
PA2648,4850,4065,21675,900,785,777
PA2649,5161,4509,22603,1024,829,984
PA2650,318,260,1551,513,474,435
PA2651,942,825,4240,1456,1336,1219
PA2652,640,740,3442,568,571,594
PA2653,324,371,1845,545,441,437
PA2654,1376,1486,7042,983,1058,865
PA2655,80,139,455,165,161,128
PA2656,1121,1029,5127,2497,2540,2147
PA2657,1183,1024,5479,2733,2524,2452
PA2658,934,724,3926,1734,1688,1848
PA2659,535,404,2188,809,840,1009
PA2660,978,984,4919,2292,2135,1984
PA2661,548,547,3181,1349,1247,1028
PA2662,965,1126,5234,1177,956,818
PA2663,126,91,565,75,53,49
PA2664,547,699,3174,213,170,237
PA2665,1155,1161,6083,1497,1502,1295
PA2666,87,70,375,128,117,120
PA2667,93,97,544,237,238,236
PA2668,24,43,202,101,140,137
PA2669,139,75,388,143,142,164
PA2670,131,137,656,185,163,179
PA2671,169,146,725,184,207,189
PA2672,89,105,404,113,121,141
PA2673,61,69,311,64,74,86
PA2674,56,95,360,83,59,78
PA2675,59,74,276,55,68,72
PA2676,149,133,671,97,104,113
PA2677,235,198,1098,211,156,205
PA2678,63,59,340,186,151,165
PA2679,423,414,2139,814,751,731
PA2680,305,273,1422,493,501,407
PA2681,330,379,1579,574,589,496
PA2682,908,945,4944,1154,1064,938
PA2683,151,142,813,119,126,121
PA2683.1,806,909,4899,719,727,640
PA2684,6052,6310,30100,5747,5636,4895
PA2685,1838,1563,7761,6993,6205,6522
PA2686,1383,1495,7559,1144,992,940
PA2687,1126,959,5294,1384,1259,1279
PA2688,480,490,2277,672,671,616
PA2689,328,354,1685,436,393,343
PA2690,0,0,0,0,0,0
PA2691,910,980,4781,442,337,290
PA2692,199,235,1379,574,631,568
PA2693,423,417,2213,915,871,850
PA2694,283,315,1688,479,451,387
PA2695,1623,1756,8112,1783,1682,1582
PA2696,152,137,705,192,205,173
PA2697,33,43,242,67,60,60
PA2698,238,170,1056,165,186,170
PA2699,603,606,2807,224,203,188
PA2700,267,317,1339,253,286,253
PA2701,617,778,3803,917,876,679
PA2702,234,265,1211,295,237,248
PA2703,108,81,365,160,144,128
PA2704,1179,1086,5886,2063,2073,1862
PA2705,2137,1922,9129,2862,2901,2852
PA2706,935,876,4803,1499,1463,1295
PA2707,1391,1250,6027,1614,1729,1559
PA2708,504,438,2419,538,492,464
PA2709,3378,3126,15484,2937,3267,3141
PA2710,882,846,4027,744,719,690
PA2711,609,459,2742,482,489,535
PA2712,282,265,1353,2183,1976,1925
PA2713,146,130,775,933,952,916
PA2714,475,501,2295,694,765,732
PA2715,112,128,607,180,171,144
PA2716,594,665,3115,522,549,480
PA2717,829,637,2998,407,407,407
PA2718,335,365,1697,596,492,481
PA2719,290,263,1485,961,919,794
PA2720,755,696,3917,1216,1211,1008
PA2721,194,253,1285,198,127,180
PA2722,216,265,1364,159,135,114
PA2723,206,191,1071,93,75,70
PA2724,211,180,835,140,111,97
PA2725,1004,1045,5273,1184,1143,1081
PA2726,337,408,2074,294,307,239
PA2727,2395,2480,12281,1202,1169,1099
PA2728,1687,1725,8758,934,902,756
PA2729,387,424,1749,105,104,112
PA2730,433,293,1748,180,171,186
PA2731,297,241,1315,161,136,174
PA2732,4376,3748,19412,2181,1998,2212
PA2733,606,486,2613,287,252,207
PA2734,2735,2471,13127,2277,1904,2256
PA2735,1489,1443,7179,3232,2975,3026
PA2736,180,154,754,378,389,426
PA2736.1,221,189,815,516,525,465
PA2737,2425,1994,10065,4233,4332,4491
PA2738,2846,2334,12705,4884,4714,5097
PA2739,11153,10881,54116,10447,11018,9918
PA2740,3479,3060,16237,5929,6229,5949
PA2741,4736,3380,17232,14333,13672,15650
PA2742,5971,4082,22909,15065,14455,16952
PA2743,14131,10532,55490,18995,19386,22088
PA2744,54,68,272,173,118,158
PA2744.1,10668,9199,47814,14655,14489,14549
PA2745,331,341,1588,3742,3680,3341
PA2746,424,332,1692,2758,2637,2806
PA2747,265,252,1186,992,844,822
PA2748,359,320,1722,796,837,818
PA2749,167,197,1065,565,537,440
PA2750,330,311,1767,645,589,429
PA2751,406,398,1949,1009,985,875
PA2752,64,53,260,89,84,62
PA2753,145,182,945,328,332,273
PA2754,320,311,1648,706,736,688
PA2755,199,223,1168,353,345,305
PA2756,200,147,794,274,218,256
PA2757,82,71,407,163,165,176
PA2758,406,436,1990,718,628,607
PA2759,440,375,1773,249,215,262
PA2760,12436,11384,59242,12956,11684,11613
PA2761,370,340,1423,391,391,365
PA2762,225,206,1003,413,415,375
PA2763,111,97,462,192,139,182
PA2764,575,491,2696,1751,1640,1606
PA2765,1467,1636,7799,4631,4148,4095
PA2766,250,249,1140,1011,1052,986
PA2767,200,259,1082,1929,1954,1826
PA2768,88,153,485,1594,1637,1514
PA2769,287,260,1411,2116,2175,2001
