gene_id,Mut  - 77-KO_GGACCC_L001_R1_001 (paired) (GE) - Total gene reads,Mut  - 77-KO-2_GGATGT_L001_R1_001 (paired) (GE) - Total gene reads,Mut  - 77-KO-3_GTGTTA_L001_R1_001 (paired) (GE) - Total gene reads,Mut  - 77-KO-4_GTGGCC_L001_R1_001 (paired) (GE) - Total gene reads,Mut + DP - 77-KO+DP_TTCAGC_L001_R1_001 (paired) (GE) - Total gene reads,Mut + DP - 77-KO+DP-2_TTCGCT_L001_R1_001 (paired)-1 (GE) - Total gene reads,Mut + DP - 77-KO+DP-3_TGTGAA_L001_R1_001 (paired) (GE) - Total gene reads,Mut + DP - 77+DP-KO-4_TGTTGC_L001_R1_001 (paired) (GE) - Total gene reads,Wt + DP - 77+DP_CCTTCA_L001_R1_001 (paired) (GE) - Total gene reads,Wt + DP - 77+DP-2_CCTCGG_L001_R1_001 (paired) (GE) - Total gene reads,Wt + DP - 77+DP-3_CACACA_L001_R1_001 (paired) (GE) - Total gene reads,Wt + DP - 77+DP-4_CACCTC_L001_R1_001 (paired) (GE) - Total gene reads,Wt - 77-2_AAGACG_L001_R1_001 (paired) (GE) - Total gene reads,Wt - 77_AAGGGA_L001_R1_001 (paired) (GE) - Total gene reads,Wt - 77-3_ACACGA_L001_R1_001 (paired) (GE) - Total gene reads,Wt - 77-4_ACAAAC_L001_R1_001 (paired) (GE) - Total gene reads
PGN_RS02295,188,168,204,108,226,148,149,147,199,101,718,230,123,184,832,169
PGN_RS02300,1672,4326,6866,2243,5460,4551,1632,779,1120,1412,1272,580,833,348,3365,687
PGN_RS02305,334,583,1514,573,918,781,660,206,267,271,462,166,262,107,928,295
PGN_RS02310,3025,2986,2305,1864,3449,2234,2464,2504,3583,2357,2543,3004,2485,2464,2536,2718
PGN_RS02320,906,844,487,741,481,382,461,834,625,458,774,1049,1022,722,1197,1458
PGN_RS02325,4767,4726,10040,5770,5314,4018,11972,6062,3825,2281,14453,4723,2162,2029,16292,4636
PGN_RS02330,4751,3874,4609,4157,5462,3826,5316,4693,5006,2899,4578,4362,3155,2848,6307,4466
PGN_RS02335,2705,2995,1688,2175,2944,2548,2205,2585,3466,2484,2842,4080,2001,2089,3226,2708
PGN_RS02340,1638,1485,1446,1419,1324,1001,1857,2072,1966,670,2023,4265,909,1134,1310,1564
PGN_RS02345,1872,2076,1493,1327,1899,1401,2495,2234,2536,1027,3200,4939,946,1288,1749,1195
PGN_RS02350,1754,1706,2658,1303,1611,1238,5711,3295,2624,1041,6420,9328,1190,1264,1935,1659
PGN_RS02355,75,73,145,91,52,75,492,313,136,74,763,830,120,66,128,164
PGN_RS02365,4611,3580,5255,3348,4369,2977,3660,1746,3653,2498,2146,2746,2774,3374,5912,4520
PGN_RS02370,12551,11081,14556,7570,10023,6698,9683,3075,8920,7008,4261,4947,9125,9134,12493,10162
PGN_RS02375,6279,4697,11209,9136,3949,2661,7868,3140,4051,3153,5462,6994,3584,4502,19332,12555
PGN_RS02385,15305,11325,9140,6269,12419,8892,11176,8130,16778,9160,6467,8709,9165,12397,9307,7993
PGN_RS02390,10132,4232,9499,3477,6631,3367,8732,4656,11494,3833,3919,5204,4140,5509,5616,6597
PGN_RS02395,6854,6727,4553,4978,7754,5328,5131,5711,11038,4687,7095,7377,4298,5993,9114,7581
PGN_RS02400,1364,1379,882,1347,1230,983,1021,1234,1806,809,965,1716,839,1406,2175,1967
PGN_RS02405,1419,991,757,857,879,640,736,787,1334,627,888,1278,1275,1218,1287,1652
PGN_RS02410,614,837,438,566,597,703,497,601,589,959,919,807,849,419,929,745
PGN_RS02415,18767,20570,7959,8642,16645,14725,8030,11167,30337,17522,6829,9670,14347,17074,13695,9466
PGN_RS02420,5577,5856,3333,3551,5353,3861,3589,3982,6824,4421,4471,4926,4806,4464,6023,4769
PGN_RS02425,906,810,632,781,920,643,844,875,891,632,842,871,671,605,1080,748
PGN_RS02430,837,555,344,374,901,532,417,598,1059,526,609,631,495,634,611,439
PGN_RS02435,1525,1267,927,1238,1323,987,1059,1183,1792,980,1568,1870,820,1180,2066,1245
PGN_RS02440,4459,3529,1769,2850,3388,2091,1131,2013,3128,1614,1087,1671,1863,2914,2057,2543
PGN_RS02445,1280,1053,711,612,956,652,385,602,971,517,404,481,944,980,1032,838
PGN_RS02450,2434,2133,1045,1204,2490,1649,659,899,2310,1744,775,731,1866,2126,2311,1410
PGN_RS02455,562,618,411,351,510,357,385,304,467,312,621,312,489,492,1134,720
PGN_RS02460,21209,19867,17063,14192,24034,17423,13352,11268,21634,11509,7373,7977,13729,15440,16702,14874
PGN_RS02465,443,569,381,407,500,362,385,339,328,308,401,380,459,346,571,421
PGN_RS02470,2457,2552,1324,1630,2336,1888,960,1575,2135,1156,952,1357,1388,2009,1697,1591
PGN_RS02475,267,194,213,89,201,78,141,103,202,106,104,135,183,154,167,161
PGN_RS02480,7284,8189,4351,4532,10738,8800,4884,4668,7513,5459,4772,4657,4757,5537,5850,4036
PGN_RS02485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGN_RS02495,2450,2682,1035,1686,2648,1822,947,1462,3021,2035,1214,1128,2005,2703,1941,1797
PGN_RS02500,2900,2920,1359,1792,2510,2187,1101,1839,2770,1913,1618,1213,1796,2231,2536,1923
PGN_RS02505,4934,4998,1915,2785,3856,2977,1303,2909,4137,2623,1544,1446,2871,3838,2688,2786
PGN_RS02510,4398,2813,3662,2837,2986,1895,2979,2410,3244,1626,2885,1836,1755,2484,4109,3273
PGN_RS02515,1664,1522,1422,833,1774,1172,1360,1003,1594,900,1180,712,1005,1188,1500,1161
PGN_RS02520,821,615,1291,450,679,463,1121,525,545,346,539,356,534,393,698,610
PGN_RS02525,1162,1055,2012,1036,1196,748,1923,1125,928,555,1370,783,755,772,1993,1260
PGN_RS02530,2592,1929,4129,1873,2689,1365,4220,1983,1804,933,2223,1139,1109,1267,3394,1737
PGN_RS02535,574,197,2949,196,361,138,3066,290,266,93,275,114,255,167,292,247
PGN_RS02540,8043,9999,13996,5298,11071,8228,20297,5816,6428,4486,12064,3889,4470,5554,14135,4730
PGN_RS02560,24778,43251,20357,10753,12660,12269,36619,38465,17962,15408,65482,77853,32152,23899,29371,23322
PGN_RS02565,208,161,296,160,132,90,320,146,128,90,260,201,142,117,311,176
PGN_RS02570,337,316,264,209,256,167,211,166,247,162,210,165,341,226,278,233
PGN_RS02575,13,18,34,23,8,22,37,21,12,20,54,42,43,10,66,46
PGN_RS02580,4,6,9,1,0,2,13,3,4,4,12,1,14,4,11,7
PGN_RS02585,1616,1240,1414,969,1726,1008,1487,845,1480,931,720,669,1244,856,1480,1051
PGN_RS02590,1896,1470,1510,1518,1999,1238,1259,1069,2144,1048,899,923,1137,1249,2227,1458
PGN_RS02595,2410,1850,1174,1900,1918,1177,985,1564,2103,1154,972,1276,1558,1495,2670,2409
PGN_RS02625,64,47,23,37,646,520,218,535,738,345,268,291,74,45,45,29
PGN_RS02630,151,134,61,180,1971,1982,1288,2998,2634,1566,1413,1514,196,164,247,207
PGN_RS02635,221,245,135,247,3707,3321,2267,3875,5021,2078,2095,2062,175,238,308,222
PGN_RS02640,1240,911,977,845,16853,13424,15724,13874,25074,9550,10380,8671,1209,1050,1301,970
PGN_RS02645,319,296,413,226,7830,5911,8032,5241,8100,3984,4479,2945,467,289,558,280
PGN_RS02650,368,320,298,164,10704,11281,8055,7110,9832,8058,8965,3417,323,205,458,178
PGN_RS02655,4496,4426,6387,3423,4138,2758,5066,1887,3462,2134,3880,1630,2966,2878,6907,3355
PGN_RS02660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGN_RS02670,30620,32153,30146,23537,28579,21105,23248,15153,18275,15157,24515,14946,16158,25808,51724,17169
PGN_RS02680,397,414,361,449,332,271,385,299,311,300,363,306,316,301,686,576
PGN_RS02685,547,425,761,526,506,282,527,320,426,248,401,448,441,398,864,603
PGN_RS02705,2260,2455,2651,1475,2970,2270,2288,1375,2302,1311,1431,1012,1160,1556,2403,1273
PGN_RS02710,289,174,420,170,263,133,396,172,210,103,241,189,130,118,481,201
PGN_RS02715,8060,8359,5071,4266,10617,8456,5258,4932,8562,4413,3650,4155,4226,6910,4351,3729
PGN_RS02720,35,29,17,18,22,28,38,25,37,32,50,33,53,35,43,23
PGN_RS02725,418,273,293,335,336,245,452,400,470,212,904,972,335,378,546,907
PGN_RS02730,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGN_RS02735,64,60,24,59,66,40,8,24,47,40,6,29,92,63,30,211
PGN_RS02740,324,183,85,277,238,71,47,112,210,82,38,228,364,354,179,528
PGN_RS02750,48,66,36,53,35,35,28,54,44,52,90,94,75,77,117,102
PGN_RS02755,437,607,452,438,231,312,954,662,817,1137,2137,2280,1538,775,1032,2062
PGN_RS02760,380,296,189,199,188,162,173,253,461,218,345,391,326,364,332,400
PGN_RS02765,170,183,91,105,145,103,103,134,136,125,174,240,233,153,182,199
PGN_RS02770,54,82,122,51,47,54,216,150,118,130,286,514,257,87,192,404
PGN_RS02775,59,82,54,57,77,53,50,109,68,67,115,197,70,35,123,117
PGN_RS02780,141,176,121,105,113,116,109,133,167,157,160,147,192,135,328,157
PGN_RS02785,752,747,300,630,1129,842,264,1215,542,594,1054,1836,557,808,701,697
PGN_RS02795,299,210,239,259,263,142,254,288,308,141,342,755,439,309,403,1084
PGN_RS02800,53,61,20,31,50,34,18,35,32,48,49,76,108,64,57,75
PGN_RS02805,11,14,12,7,12,9,11,15,9,13,13,19,32,3,15,12
PGN_RS02810,77,48,53,38,34,33,32,42,44,30,73,126,82,91,111,77
PGN_RS02815,16254,12729,6252,8792,14211,10119,7861,8396,15356,8671,6967,10415,9317,13323,10257,9476
PGN_RS02820,1619,2182,861,1373,976,951,788,1971,1322,1663,1476,2670,2064,1455,2245,2134
PGN_RS02825,45,38,40,22,47,20,43,34,31,43,40,29,51,27,86,50
PGN_RS02830,60,55,52,26,50,34,28,33,36,45,51,38,86,28,83,40
PGN_RS02845,13,15,27,8,9,8,16,13,12,10,15,12,18,7,22,7
PGN_RS02860,430,460,454,364,444,376,386,306,168,259,408,202,328,234,721,370
PGN_RS02865,97,128,158,97,120,96,142,71,32,72,179,59,96,48,225,59
PGN_RS02870,47,58,31,30,46,64,45,38,15,45,76,40,51,31,96,47
PGN_RS02875,571,380,292,429,492,198,333,295,580,226,432,772,489,637,422,1345
PGN_RS02880,602,832,567,565,441,555,964,509,615,552,956,776,697,695,949,766
PGN_RS02885,551,339,71,251,170,80,126,299,593,55,329,981,319,340,303,837
PGN_RS02890,16245,19789,4971,11737,12077,11061,4246,10572,19926,9836,7560,11436,11597,16271,9113,13515
PGN_RS02895,18978,17029,8703,6919,22188,17029,8419,10065,25878,11416,8058,9144,9433,13817,9619,8707
PGN_RS02900,496,230,424,265,497,208,337,200,504,171,201,238,187,199,298,333
PGN_RS02905,12035,13380,3649,6062,16557,10998,4376,5805,14787,10453,4599,4692,8263,10320,6168,5649
PGN_RS02910,2992,2735,3529,4661,3993,2310,3372,2981,3285,1610,2523,2843,2085,2164,5392,4981
PGN_RS02915,6772,6580,5863,5368,8581,6239,5770,3655,8088,4381,3979,3199,5109,5077,6910,6289
PGN_RS02925,7857,6048,3617,2747,6074,4282,4054,3302,6907,5301,4971,4324,5593,6653,4992,3348
PGN_RS02930,2497,2228,1838,2184,2965,1636,1033,81,1610,946,804,110,1404,172,407,1435
PGN_RS02940,1694,1360,1489,1154,2035,1395,1468,1065,1715,1230,1503,1008,1102,1133,2598,1192
PGN_RS02945,1391,1461,1898,1700,1552,1115,2174,926,1298,827,2154,1582,989,1004,3053,1976
PGN_RS02960,1126,966,768,857,1514,1108,772,873,1459,674,1075,1089,750,841,886,1057
PGN_RS02965,6830,6888,4002,5112,7319,5024,3917,5068,8523,4253,4030,6499,6027,6789,4933,6726
PGN_RS02970,2488,1358,1733,1299,1513,889,1676,1304,2519,1117,1355,1607,1400,1551,1904,1982
PGN_RS02975,2250,1973,1342,1761,1614,1230,1354,1254,2411,1359,1274,1790,1596,1710,1977,2250
PGN_RS02985,2499,2243,1060,1339,1992,1408,769,1809,2513,1910,1247,1286,1574,1927,1938,1835
PGN_RS02995,2909,2212,1692,2271,1528,1502,1346,2066,2789,1722,1736,2590,2037,2034,2689,3282
PGN_RS03000,1719,1946,926,1450,1027,1401,1019,1311,1752,1279,1053,1326,1629,1930,1398,1788
PGN_RS03005,11782,12061,6630,8026,10103,9617,9553,9383,14035,10737,11152,13877,10354,10679,12597,11862
PGN_RS03015,1762,1281,812,1376,1171,836,1378,1660,2171,1031,1880,2509,1071,1606,2027,1744
PGN_RS03020,411,407,451,422,404,327,297,244,286,205,235,215,287,239,485,303
PGN_RS03035,3095,3312,2480,1854,3480,2655,2191,1608,2487,2311,2324,1093,2791,2048,4493,1908
PGN_RS03040,18794,22869,91777,25497,17407,14088,149635,34457,8466,5744,115853,26528,6054,6546,93453,17993
PGN_RS03045,9125,11525,12837,4730,14429,12070,12901,4905,9661,7377,5293,2640,6459,6533,8450,4139
PGN_RS03050,10665,15831,35364,21582,16307,16165,27597,14332,9755,9982,25924,9619,8477,6900,68023,20210
PGN_RS03055,1427,1639,1673,1524,1872,1818,2140,880,1714,1033,1694,695,1573,1288,2261,1714
PGN_RS03060,1112,1125,1282,838,1183,1124,1058,412,1061,674,771,394,1547,1119,1392,1650
PGN_RS03065,4576,3988,6188,3487,5270,3606,4908,2938,4451,2473,4250,2570,2358,2522,6322,3068
PGN_RS03070,3984,3602,3930,3378,3876,2912,3707,3005,3989,2429,5771,4135,2353,2633,6173,3419
PGN_RS03075,342,200,191,263,219,109,266,246,325,111,319,590,372,281,242,537
PGN_RS03085,673,560,593,420,540,432,558,452,645,550,499,381,706,469,1108,508
PGN_RS03090,2218,1787,1190,1316,1685,1063,891,1411,2121,1330,1329,1145,1472,1683,2995,1750
PGN_RS03095,3807,4416,2962,3438,4583,3373,1760,3186,3256,2259,2226,2585,2762,2396,4758,4318
PGN_RS03105,3963,4297,2108,3947,4167,4092,2873,4970,4578,3762,5929,13571,4687,4839,4809,8877
PGN_RS03110,1222,232,472,188,350,94,3027,673,1435,260,780,1066,533,557,311,623
PGN_RS03115,1663,1096,319,394,721,455,1351,1073,3227,1195,1780,2397,1467,2386,787,995
PGN_RS03120,3389,1961,981,904,1276,871,4059,2573,7037,2658,7038,7548,2810,4720,2538,2943
PGN_RS03125,2346,1641,1640,1082,570,615,4635,3276,4470,2016,8811,13913,2851,3329,4299,4233
PGN_RS03135,5724,6680,4462,3332,5963,5394,7710,3184,5671,6445,11520,5584,6906,5626,11739,7355
PGN_RS03155,500,330,299,364,407,259,276,325,445,239,214,285,388,369,446,556
PGN_RS03160,2001,1111,1058,763,1331,712,889,832,1498,767,445,658,1222,1340,1059,1496
PGN_RS03165,4150,2503,2634,1893,2618,1696,3047,1781,3904,1915,1508,1965,2352,2882,2585,2602
PGN_RS03170,11945,11903,4728,6357,10721,8509,4732,5541,14588,8273,4638,5574,8979,13418,9351,7781
PGN_RS03180,2049,2481,999,3281,1420,1279,633,1768,1131,1039,687,922,1548,1344,2760,2969
PGN_RS03190,5288,6127,5069,5094,8431,5838,6043,3861,6126,4310,4721,3480,3643,3645,7038,4446
PGN_RS03200,1685,1244,1411,1636,1893,1040,2184,1130,2267,917,1513,1873,1074,1236,1446,2021
PGN_RS03205,542,298,526,336,558,251,578,326,551,195,259,350,303,288,504,506
PGN_RS03210,5159,4777,2437,3034,6244,4617,2695,3254,6348,3584,2074,2995,3417,3808,3526,3555
PGN_RS03215,601,628,585,584,652,581,785,607,783,547,758,698,489,455,996,681
PGN_RS03225,2748,2040,1152,1908,2381,1642,848,1932,2742,1136,945,1954,1446,1506,1889,2693
PGN_RS03250,7061,5512,4895,3697,5875,4049,5909,3543,12022,4969,7262,8022,4788,7203,8470,6447
PGN_RS03255,2990,1926,1679,1539,1664,1120,1306,1482,3395,1621,2170,2944,1763,1876,2921,2833
PGN_RS03260,1575,1645,1298,835,1019,869,1414,872,1707,1153,1327,1300,1252,1230,1970,1073
PGN_RS03265,1547,1573,1269,1015,1248,930,1098,764,1615,1188,1873,1536,1401,1313,2105,1326
PGN_RS03270,2748,3271,1990,1256,2901,2337,1841,1300,1839,1753,1819,1546,2057,1885,2434,1036
PGN_RS03280,465,548,490,358,478,446,261,260,201,281,332,137,375,265,707,375
PGN_RS03285,170,191,238,144,136,141,161,79,85,106,117,58,141,83,251,158
PGN_RS03290,2231,2802,1636,2100,2023,2333,901,1342,1445,1522,1246,883,1880,2205,3368,1675
PGN_RS03295,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
PGN_RS03300,135,121,136,86,108,92,156,85,226,113,118,97,147,125,197,102
PGN_RS03310,7741,7949,9075,6475,10504,7980,12424,8066,12856,8506,13410,9065,6166,6316,18687,9527
PGN_RS03325,437,426,276,376,506,369,293,360,549,403,428,631,573,380,634,584
PGN_RS03330,1413,1395,1022,919,1585,1110,1138,1001,1919,983,1225,1486,980,1046,1422,1171
PGN_RS03335,1557,1531,1345,1758,1672,1191,2160,1574,1819,999,1784,2412,1176,1040,1619,1886
PGN_RS03340,2987,3068,2587,2045,3161,2601,2933,1787,2695,2132,2427,1894,2165,1928,3599,2259
PGN_RS03345,2581,2073,1520,1772,2489,1537,1330,1416,2393,1274,1029,1154,1701,1705,2177,1959
PGN_RS03350,1230,1115,707,914,1054,853,544,746,1193,712,625,619,937,936,1328,1153
PGN_RS03355,396,286,210,307,246,199,181,208,341,196,188,218,334,269,338,426
PGN_RS03360,4920,4583,3979,2691,7153,4858,3245,2142,5299,4165,3074,2415,3505,4081,6770,3174
PGN_RS03365,1029,1002,831,543,1553,1126,593,392,1099,1038,578,552,1191,1059,2354,1000
PGN_RS03370,1498,953,626,717,1120,728,352,374,1247,802,303,390,812,1034,1039,987
PGN_RS03375,2214,2205,1918,1194,1960,1259,1075,696,1224,684,768,501,1240,1760,1314,1147
PGN_RS03380,4735,4397,2121,3663,3612,2931,1430,1656,3725,2332,1139,1861,2552,3801,2547,3407
PGN_RS03385,2152,2218,992,1357,1878,907,853,1064,1993,1394,592,1462,1912,1928,1335,2106
PGN_RS03390,15419,17049,9018,7093,16005,12488,5329,4743,15788,15004,4537,6493,15310,14241,16598,10114
PGN_RS03395,5808,7285,3883,4726,9205,6262,4956,4809,7105,4776,4534,5041,3861,4650,5388,4606
PGN_RS03400,5975,6628,4711,3478,6811,5708,6010,3665,6293,4192,4494,4403,3878,4756,6096,3432
PGN_RS03405,1237,1049,934,1014,1339,925,1118,1076,1360,721,1020,1200,791,921,1505,1213
PGN_RS03410,316,408,839,272,441,210,901,232,183,131,638,316,282,167,648,253
PGN_RS03415,192,180,483,144,133,98,617,117,91,98,303,129,205,82,348,124
PGN_RS03425,205,213,434,167,174,131,440,124,120,121,249,155,345,107,333,141
PGN_RS03430,509,645,1263,406,485,392,1314,600,391,329,1320,431,372,243,1279,375
PGN_RS03435,781,849,835,599,633,389,1218,781,751,358,1525,1880,567,428,519,487
PGN_RS03440,283,255,201,220,187,144,324,213,317,187,401,412,221,251,214,214
PGN_RS03445,561,582,635,453,866,722,2816,1198,1355,694,3413,2429,526,352,709,429
PGN_RS03450,44006,41878,24576,30962,39907,30551,11427,26727,32419,27157,10242,18455,28204,29421,42702,31213
PGN_RS03455,16189,13536,18701,11368,11212,8397,8400,9037,9733,9744,7062,6414,9078,9478,28865,12403
PGN_RS03460,6555,5312,7738,3834,4602,3857,2872,2629,5130,4369,1798,2653,5515,4922,7351,5383
PGN_RS03465,233,136,450,122,171,91,135,87,207,142,64,81,318,121,276,330
PGN_RS03470,22116,16933,17713,11261,20984,13073,10024,9023,16001,12471,7521,8066,15236,17561,26059,14692
PGN_RS03475,105424,73213,51278,38511,101886,66320,65687,57001,170007,65552,82121,126815,57224,87390,79519,74156
PGN_RS03480,102456,85482,49867,70680,75514,55545,67355,69159,108828,67820,104337,165046,66147,86110,145686,130381
PGN_RS03485,1484,1315,753,1034,752,635,777,1262,1346,1174,1676,2119,1512,1044,2623,1997
PGN_RS03510,4567,3235,1761,1702,3864,2100,2052,2215,5280,2676,2682,2668,2318,3331,3191,1893
PGN_RS03525,148,136,82,168,139,121,122,150,279,159,116,267,504,337,179,641
PGN_RS03530,15723,15199,17606,8335,34888,18242,16176,7929,15622,6761,7764,4742,4562,5130,10295,4131
PGN_RS03535,1874,1893,2329,1573,2393,1452,1898,1284,2189,1480,1993,1185,1648,1206,5388,1675
PGN_RS03540,4906,8900,6164,3348,6574,6546,5655,2823,3581,3891,2833,1486,3620,3172,6477,1780
PGN_RS03545,1067,1855,1388,697,1476,1625,1670,613,880,1463,1151,398,1297,623,2510,488
PGN_RS03550,1011,1142,981,1227,986,811,997,1188,835,940,1720,1083,1044,781,3094,1345
PGN_RS03555,1729,2369,2059,2857,1764,1827,1521,1935,1307,1146,1810,1576,1330,1201,4789,2246
PGN_RS03560,18407,12194,9857,7421,6890,5496,20707,10332,25865,10736,19503,29622,13958,20278,11789,14280
PGN_RS03565,40198,47156,45451,22558,39120,34261,97381,54862,94917,50634,109256,90486,56368,81105,70659,39720
PGN_RS03570,1097,676,530,657,633,384,655,833,1261,529,998,1648,941,1123,1195,1584
PGN_RS03580,1077,1130,988,878,1180,946,1500,898,1432,886,1278,918,875,849,1591,903
PGN_RS03585,2147,1892,1707,1509,2338,1477,2358,1570,2551,1805,1940,1397,1647,1651,2240,1547
PGN_RS03590,688,588,289,399,852,502,529,446,706,625,855,810,723,527,708,630
PGN_RS03595,10110,8957,3545,7742,12267,7939,3755,9045,11788,6405,7039,11533,5183,6506,9458,9182
PGN_RS03600,22914,27243,10721,12104,29061,24685,15158,13948,31920,21968,15078,11412,18023,22114,16040,10970
PGN_RS03605,1228,685,649,439,864,481,578,399,1204,445,441,329,621,751,736,455
PGN_RS03610,2495,2722,1906,1594,2557,1703,1681,1264,2297,1589,1964,1189,1943,1955,6805,1846
PGN_RS03615,3752,3123,1615,2107,2298,1641,937,2075,2935,1834,956,2281,2855,3686,2821,2617
PGN_RS03620,6262,5083,2588,2394,4919,3187,1385,2496,6270,3028,1589,2849,4159,5204,3246,2686
PGN_RS03625,1962,1377,1104,1155,1700,1006,785,1322,1895,959,965,1851,1182,1273,2237,1497
PGN_RS03630,8462,7532,3985,5240,7409,6555,3613,6362,5433,4820,6638,8555,5442,5122,6813,6805
PGN_RS03640,2892,3371,1990,2344,3846,3575,2344,2502,2837,2970,2298,1718,2430,1769,4036,2395
PGN_RS03645,2458,3159,1514,1706,3419,3000,1409,1926,2276,2165,1487,1056,1893,1676,3148,1762
PGN_RS03650,2527,2459,1913,2338,3105,1903,1630,1902,2322,1341,1190,1227,1488,1516,2843,2254
PGN_RS03655,877,507,554,580,751,388,373,561,598,346,288,281,341,449,887,533
PGN_RS03660,1438,1475,700,1040,1656,1494,734,829,1179,1337,733,927,1116,895,1341,1070
PGN_RS03665,1395,1338,741,925,1660,1239,599,806,1525,862,552,553,850,1207,1060,776
PGN_RS03670,5802,5726,2572,4849,5389,3777,2468,4203,4971,4567,3809,3510,3809,4574,4606,4303
PGN_RS03675,940,809,507,748,741,501,439,510,773,632,542,605,597,566,1019,716
PGN_RS03680,626,453,525,502,430,303,417,379,429,224,255,355,417,409,585,719
PGN_RS03685,681,680,366,487,530,427,330,438,476,393,265,305,747,799,635,920
PGN_RS03690,395,419,445,264,341,258,414,289,250,230,351,255,361,212,539,379
PGN_RS03695,1247,1054,931,714,1132,906,1028,683,1039,672,618,597,869,695,975,774
PGN_RS03700,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGN_RS03705,1162,888,575,644,530,456,397,498,671,473,435,482,1160,1067,733,1274
PGN_RS03710,5806,4678,1403,2644,3858,2041,1425,2442,3359,2456,1258,1739,3355,3540,2376,2733
PGN_RS03720,2155,2341,1893,1814,2043,1507,1178,1218,1650,1460,1269,784,1513,1234,3149,1568
PGN_RS03735,369,237,80,116,168,94,117,82,214,79,92,78,143,187,129,131
PGN_RS03740,447,528,110,242,261,295,114,230,245,221,175,174,303,343,253,265
PGN_RS03745,531,620,172,442,216,250,121,395,388,538,371,477,569,460,760,580
PGN_RS03750,7045,5834,1925,3345,3835,3390,1755,3096,5903,4134,2305,2698,4421,5665,3758,3469
PGN_RS03755,2275,2221,910,1661,1373,1285,936,1451,1898,1326,1559,1314,1465,1878,2391,1747
PGN_RS03760,12264,9297,8686,7707,11410,8170,9146,9488,14933,8005,9343,11832,7715,8747,12291,10756
PGN_RS03765,11301,10295,5943,8297,12483,9524,5581,8171,11340,6657,5741,8576,7947,7565,8922,9228
PGN_RS03770,44,185,13,36,48,0,31,37,61,105,54,156,118,113,72,116
PGN_RS03780,27842,41885,20607,25026,43421,36748,24696,22561,32799,21598,22617,22893,21522,25855,29866,23027
PGN_RS03785,6823,5350,5011,3494,5543,4487,6451,4978,10256,5105,5632,5983,4563,5970,5990,5442
PGN_RS03790,2742,2181,1963,2063,2737,2085,4194,2158,4121,1988,3935,4140,2044,2195,2788,2737
PGN_RS03795,5819,7827,5423,3151,8867,6446,9823,3131,8457,6928,5315,3376,7000,8538,7293,4462
PGN_RS03800,499,483,352,314,458,345,441,359,606,562,916,641,658,489,948,485
PGN_RS03805,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PGN_RS03810,8945,7288,11933,5271,17357,8580,17429,16052,14414,7202,16959,13875,5036,9223,13233,4986
PGN_RS03815,1272,742,2705,616,2627,1104,3241,2031,1916,980,1567,1454,998,914,1862,912
PGN_RS03820,2223,1986,2823,1076,5500,2941,4681,2562,3947,3018,3615,2679,1878,2297,2959,1016
PGN_RS03830,1041,1056,476,483,872,930,508,602,473,502,292,290,813,436,615,631
PGN_RS03835,11723,9090,6121,6030,7411,5744,6478,5981,4362,2981,3252,2846,3920,3283,5931,3655
PGN_RS03840,6126,3743,3487,3176,3863,2631,3703,3174,1947,1289,950,1028,1560,1930,1615,1500
PGN_RS03845,4580,3658,4243,2991,3223,2724,4851,3398,1268,1274,1137,1066,1457,1090,2777,1623
PGN_RS03850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGN_RS03855,2859,2343,919,1961,1517,865,579,1221,2220,1315,902,1805,2104,2650,2087,3986
PGN_RS03860,692,450,467,481,531,237,302,340,581,397,327,465,588,503,740,838
PGN_RS03865,20409,29489,18855,16535,22430,31421,29384,21860,20967,24645,26361,21260,19749,19735,30383,15128
PGN_RS03870,4435,4014,652,2561,3918,2489,363,1871,3185,1906,460,769,2210,4669,1219,2018
PGN_RS03875,8372,7513,3901,6633,7819,5667,2813,5402,7298,4418,2757,3412,4532,5415,6341,6375
PGN_RS03880,2705,2851,2233,2593,3547,2851,1819,1598,2768,1640,1637,1593,1623,1664,3381,2318
PGN_RS03890,1027,624,1282,566,886,564,1387,520,751,452,435,423,769,515,803,763
PGN_RS03895,3330,4513,2169,2939,5227,5687,2614,2756,3329,2928,1708,1855,2618,2625,3129,2538
PGN_RS03900,7814,5455,3671,4268,6989,4371,5422,5450,8614,4621,4188,6911,4792,6125,5069,5983
PGN_RS03905,6298,4798,2943,4451,4820,3412,3502,4812,7281,3443,4141,7420,4160,5559,5269,6052
PGN_RS03910,1000,1080,587,723,760,714,719,752,880,974,824,964,1163,871,1259,940
PGN_RS03915,20890,26008,14678,12994,25715,26865,13083,13790,23356,19916,10335,12344,19478,19837,19578,14253
PGN_RS03925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PGN_RS03930,1321,1167,1292,996,1974,1141,1271,794,1673,715,777,753,776,920,1286,911
PGN_RS03935,3992,3371,3293,2106,6729,4002,3479,1750,5288,2459,2833,2022,2307,2497,3299,2207
