"gene_id","Raw Counts WT Replicate 1","Raw Counts WT Replicate 2","Raw Counts WT Replicate 3","Raw Counts II1046 Replicate 1","Raw Counts II1046 Replicate 2","Raw Counts II1046 Replicate 3"
"BP1026B_I2105",13,13,16,5,10,12
"BP1026B_I2106",15,11,10,7,9,16
"BP1026B_I2107",5,9,9,5,9,9
"BP1026B_I2108",23,20,19,18,20,28
"BP1026B_I2109",10,9,14,18,17,18
"BP1026B_I2110",12,13,23,25,17,32
"BP1026B_I2111",231,227,305,156,154,187
"BP1026B_I2112",25,31,28,18,18,27
"BP1026B_I2113",48,58,78,80,69,83
"BP1026B_I2114",19,26,17,20,26,23
"BP1026B_I2115",1,1,3,2,0,2
"BP1026B_I2116",11,7,10,5,3,9
"BP1026B_I2117",794,979,1192,1045,1124,1212
"BP1026B_I2118",1300,1589,1843,1508,1499,1684
"predicted RNA",32,28,37,36,40,47
"BP1026B_I2119",773,825,978,896,901,950
"BP1026B_I2120",101,85,74,109,98,112
"BP1026B_I2121",8,3,3,7,2,10
"BP1026B_I2122",5,9,8,9,6,7
"BP1026B_I2124",7,6,6,7,9,3
"BP1026B_I2125",2,1,8,5,5,4
"BP1026B_I2123",2,0,1,0,0,0
"BP1026B_I2126",5,2,2,2,2,3
"BP1026B_I2127",4,7,2,4,3,3
"BP1026B_I2128",2,1,3,4,0,3
"BP1026B_I2129",9,7,12,19,14,12
"BP1026B_I2130",20,25,25,23,27,31
"BP1026B_I2131",2,4,5,4,8,7
"BP1026B_I2132",4,5,2,3,5,5
"BP1026B_I2133",586,742,883,863,894,994
"BP1026B_I2134",226,366,403,343,351,407
"BP1026B_I2135",71,98,115,123,94,138
"BP1026B_I2136",649,730,875,728,688,855
"BP1026B_I2137",112,95,139,193,187,210
"BP1026B_I2138",56,58,86,107,109,123
"predicted RNA",357,72,83,149,153,210
"BP1026B_I2139",7,9,9,3,4,11
"BP1026B_I2140",13,9,11,10,10,17
"BP1026B_I2141",9,7,14,7,16,12
"BP1026B_I2142",48,53,70,57,75,54
"BP1026B_I2144",61,56,82,83,68,92
"BP1026B_I2143",52,51,75,81,63,86
"BP1026B_I2145",168,154,193,185,168,210
"BP1026B_I2146",9,3,4,7,9,6
"BP1026B_I2148",173,198,299,289,293,327
"BP1026B_I2149",17,16,21,19,22,21
"BP1026B_I2150",33,15,19,31,30,29
"BP1026B_I2151",41,35,39,49,57,64
"BP1026B_I2152",170,154,212,233,254,261
"BP1026B_I2153",38,72,72,60,75,83
"BP1026B_I2154",18,24,29,28,29,27
"BP1026B_I2155",14,16,22,23,27,33
"BP1026B_I2156",174,150,170,117,116,136
"BP1026B_I2157",211,174,197,163,162,208
"BP1026B_I2158",485,526,583,574,558,632
"BP1026B_I2159",1480,1405,1678,1776,1820,1995
"BP1026B_I2160",40,34,38,38,46,46
"BP1026B_I2161",315,347,483,441,471,501
"BP1026B_I2163",154,150,179,127,118,145
"BP1026B_I2165",4010,3248,3717,3918,3722,4673
"predicted RNA",1113,845,833,849,875,961
"BP1026B_I2167",558,387,468,354,352,378
"BP1026B_I2168",577,354,377,407,345,388
"BP1026B_I2169",159,98,82,78,88,94
"BP1026B_I2170",1451,955,1071,1057,1111,1168
"BP1026B_I2171",851,625,635,521,547,570
"BP1026B_I2172",1582,1056,1241,1147,1134,1212
"BP1026B_I2173",338,222,236,153,179,190
"BP1026B_I2174",283,197,211,155,167,191
"BP1026B_I2175",286,233,260,175,166,174
"BP1026B_I2176",152,117,153,119,122,131
"BP1026B_I2177",200,189,202,154,176,182
"BP1026B_I2178",1138,1333,1554,1212,1131,1319
"BP1026B_I2179",54,81,97,81,71,89
"BP1026B_I2180",3078,1973,2322,1858,1807,2028
"BP1026B_I2181",1160,518,638,555,532,628
"predicted RNA",139,86,103,82,77,94
"BP1026B_I2182",45139,32392,37408,31015,30864,34204
"BP1026B_I2183",2349,1767,2042,1821,1725,1872
"BP1026B_I2184",804,462,518,468,459,522
"BP1026B_I2185",1530,982,1080,959,949,988
"BP1026B_I2186",4062,2429,2785,1830,1824,2114
"BP1026B_I2187",4201,3457,3994,5838,5852,6513
"BP1026B_I2188",378,326,356,382,402,380
"BP1026B_I2189",1003,780,958,1021,994,1120
"BP1026B_I2190",750,379,433,369,335,401
"BP1026B_I2191",124,66,89,68,76,102
"BP1026B_I2192",290,202,215,228,240,253
"BP1026B_I2193",2386,1494,1728,1530,1521,1773
"BP1026B_I2194",73,98,99,91,82,99
"BP1026B_I2195",3548,2113,2121,2455,2521,2730
"BP1026B_I2196",287,204,239,203,206,195
"BP1026B_I2197",246,178,201,135,131,153
"BP1026B_I2198",350,273,292,265,274,299
"BP1026B_I2199",175,111,124,143,144,180
"predicted RNA",148,150,190,89,99,126
"BP1026B_I2200",1177,909,971,2107,1982,2185
"BP1026B_I2201",484,366,435,310,322,355
"BP1026B_I2202",715,406,453,350,399,449
"BP1026B_I2203",238,165,204,225,220,268
"BP1026B_I2204",372,175,185,138,128,147
"BP1026B_I2205",126,45,51,31,25,37
"BP1026B_I2206",267,175,158,143,140,158
"BP1026B_I2207",666,376,455,311,316,332
"BP1026B_I2208",637,315,360,265,256,282
"BP1026B_I2209",140,97,122,85,74,91
"BP1026B_I2210",574,324,367,278,292,281
"BP1026B_I2211",34,25,28,26,24,25
"BP1026B_I2212",45,24,35,23,23,17
"BP1026B_I2213",188,112,116,89,104,79
"BP1026B_I2214",869,522,597,371,338,394
"BP1026B_I2215",15523,9159,10796,7906,7931,8877
"BP1026B_I2217",6,0,5,4,6,4
"BP1026B_I2216",5741,4288,5013,5096,5042,5941
"BP1026B_I2218",6596,4406,5455,4747,4664,5155
"BP1026B_I2219",1133,662,835,697,751,781
"BP1026B_I2220",57,36,35,29,31,26
"BP1026B_I2221",677,358,353,269,239,307
"BP1026B_I2222",180,79,84,85,87,82
"BP1026B_I2223",243,129,156,147,145,154
"BP1026B_I2224",117,68,77,64,52,63
"BP1026B_I2225",197,97,122,122,120,136
"BP1026B_I2226",208,133,122,153,143,148
"BP1026B_I2227",387,209,247,249,248,269
"BP1026B_I2228",501,314,359,334,334,401
"BP1026B_I2229",260,168,176,240,188,224
"BP1026B_I2230",658,328,370,428,400,456
"BP1026B_I2231",62,35,38,30,16,24
"BP1026B_I2232",98,40,49,48,56,48
"BP1026B_I2233",285,204,232,223,242,301
"BP1026B_I2234",11,6,4,8,10,10
"BP1026B_I2235",560,349,431,331,378,399
"BP1026B_I2236",487,301,365,312,309,329
"BP1026B_I2237",16,8,11,7,8,7
"predicted RNA",781,257,279,192,205,248
"BP1026B_I2241",53,21,26,34,18,34
"BP1026B_I2240",188,97,128,152,144,150
"BP1026B_I2242",427,222,289,204,182,187
"BP1026B_I2243",3249,2117,2321,1769,1693,2002
"BP1026B_I2244",156,88,77,78,76,111
"BP1026B_I2245",318,166,175,196,199,193
"predicted RNA",152,68,89,74,73,93
"BP1026B_I2246",1155,550,678,701,748,735
"BP1026B_I2247",85,63,70,50,49,58
"BP1026B_I2248",118,75,59,86,77,77
"BP1026B_I2249",278,165,193,206,200,228
"BP1026B_I2250",493,213,259,306,262,348
"BP1026B_I2251",56,48,56,42,37,43
"BP1026B_I2252",68,38,66,44,38,47
"BP1026B_I2253",64,24,20,25,16,26
"BP1026B_I2255",120,69,102,68,67,79
"BP1026B_I2254",33,20,25,23,17,21
"BP1026B_I2256",1667,1144,1386,1499,1539,1794
"BP1026B_I2257",172,141,153,133,142,153
"BP1026B_I2258",11,12,11,6,6,6
"BP1026B_I2259",567,282,369,322,331,359
"BP1026B_I2260",589,358,433,387,394,402
"BP1026B_I2261",1093,472,572,334,340,400
"BP1026B_I2262",4107,1929,2011,1500,1453,1528
"BP1026B_I2263",4899,2498,2823,2542,2369,2599
"BP1026B_I2264",3139,1502,1630,1666,1638,1707
"BP1026B_I2265",815,512,602,616,616,667
"BP1026B_I2266",1538,1011,1179,1077,1052,1147
"BP1026B_I2267",726,478,606,628,588,690
"BP1026B_I2268",865,557,642,564,544,581
"BP1026B_I2269",549,332,330,388,411,408
"BP1026B_I2270",549,300,296,373,367,395
"BP1026B_I2271",505,295,340,219,186,212
"BP1026B_I2272",182,95,92,72,50,63
"BP1026B_I2273",1087,864,930,725,719,826
"BP1026B_I2274",1399,651,805,873,853,920
"BP1026B_I2275",199,114,125,88,69,73
"BP1026B_I2276",68,48,60,65,80,48
"BP1026B_I2277",11,7,13,10,13,10
"BP1026B_I2278",873,521,624,1053,1010,1146
"BP1026B_I2279",499,333,385,340,327,359
"BP1026B_I2280",1033,722,783,724,760,792
"BP1026B_I2281",1305,721,821,795,778,859
"BP1026B_I2282",1682,1206,1360,999,1080,1152
"BP1026B_I2283",648,440,473,358,315,390
"BP1026B_I2284",5079,3878,4545,3131,3025,3360
"BP1026B_I2285",10848,5036,5832,5214,4947,5566
"predicted RNA",6198,2828,3180,2694,2630,2879
"BP1026B_I2286",10845,5920,7024,5929,5723,6507
"BP1026B_I2287",16218,11263,13359,12356,12090,13475
"BP1026B_I2288",8929,4835,5644,5541,5439,6226
"BP1026B_I2289",4122,2389,2689,2540,2521,2763
"BP1026B_I2290",12421,7595,8768,7733,7610,8430
"BP1026B_I2291",5128,3258,3693,4388,4379,4655
"BP1026B_I2292",67,46,44,29,22,34
"BP1026B_I2293",876,555,573,457,451,537
"BP1026B_I2294",1372,731,893,933,908,1017
"BP1026B_I2295",351,206,215,214,260,275
"BP1026B_I2296",843,405,424,491,512,583
"BP1026B_I2297",416,347,378,454,472,481
"BP1026B_I2298",403,322,394,425,422,486
"BP1026B_I2299",384,254,273,421,438,448
"BP1026B_I2300",2504,1737,2094,2742,2751,3198
"BP1026B_I2301",3483,1110,1256,1708,1735,2458
"BP1026B_I2302",1115,1044,1249,1641,1487,2136
"BP1026B_I2303",782,911,1014,1379,1536,1639
"BP1026B_I2304",1613,1444,1613,2217,2569,2732
"BP1026B_I2305",412,396,440,634,728,811
"BP1026B_I2306",728,626,755,714,540,866
"BP1026B_I2307",655,330,374,536,600,670
"predicted RNA",87,47,68,50,58,60
"BP1026B_I2308",49,43,56,64,51,60
"BP1026B_I2309",1116,1010,1125,956,976,1077
"BP1026B_I2310",531,568,665,519,543,592
"BP1026B_I2311",1395,1204,1377,1785,1736,1856
"BP1026B_I2312",2010,1346,1497,1698,1700,2027
"predicted RNA",159,94,95,124,111,113
"BP1026B_I2313",1442,1182,1360,1105,1142,1221
"BP1026B_I2314",593,419,481,430,403,433
"BP1026B_I2315",309,246,218,188,170,192
"BP1026B_I2316",1627,1287,1510,798,803,874
"BP1026B_I2317",6075,4873,5704,2376,2350,2652
"BP1026B_I2318",2238,1344,1512,1185,1140,1192
"BP1026B_I2319",1383,838,918,744,685,799
"BP1026B_I2320",1893,1089,1310,882,922,988
"BP1026B_I2321",1804,1124,1247,603,594,679
"BP1026B_I2322",714,449,487,348,326,403
"BP1026B_I2323",418,322,416,260,268,283
"BP1026B_I2324",867,699,783,471,469,533
"BP1026B_I2325",2145,1223,1315,1121,1052,1132
"BP1026B_I2326",1722,1153,1320,1002,1041,1119
"BP1026B_I2327",4709,2821,3250,2848,2839,3348
"BP1026B_I2328",2572,1547,1810,2099,2050,2284
"BP1026B_I2329",1130,783,918,957,1036,1128
"BP1026B_I2330",4361,4282,5142,6808,6499,7177
"BP1026B_I2331",4826,4032,4871,6247,6233,6914
"BP1026B_I2332",8858,7866,9742,12422,12243,13496
"BP1026B_I2333",2316,2087,2567,3197,3241,3639
"BP1026B_I2334",3209,2069,2468,3262,3272,3597
"BP1026B_I2335",1896,1959,2293,2495,2445,2837
"BP1026B_I2336",4006,3650,4300,5248,5175,5815
"BP1026B_I2337",10974,7620,8979,10985,10895,11692
"BP1026B_I2338",5831,4660,5448,5622,5666,6281
"BP1026B_I2339",2426,2129,2428,2435,2492,2739
"BP1026B_I2340",7310,6332,7921,7525,7553,8329
"BP1026B_I2341",2074,1873,2279,1964,1998,2303
"BP1026B_I2342",4131,3484,4090,4566,4535,5292
"BP1026B_I2343",7212,6960,8245,12964,13347,14855
"BP1026B_I2344",616,451,500,403,484,518
"BP1026B_I2345",1331,983,1199,1469,1338,1562
"BP1026B_I2346",3341,1905,2276,2532,2452,2740
"BP1026B_I2347",2064,995,1122,1248,1275,1518
"BP1026B_I2348",7770,6921,7909,8220,8104,9317
"BP1026B_I2349",13364,8538,11029,11664,11873,13772
"BP1026B_I2350",508,252,276,348,318,371
"BP1026B_I2351",430,323,344,317,319,362
"BP1026B_I2352",12,8,5,6,9,10
"BP1026B_I2353",168,123,132,229,240,273
"BP1026B_I2354",1042,854,950,1839,1768,1880
"BP1026B_I2355",6826,4789,5754,4470,4347,4924
"BP1026B_I2356",2014,1360,1561,1499,1435,1626
"BP1026B_I2357",3992,2021,2467,2521,2501,2692
"BP1026B_I2358",8781,5788,6856,6362,6333,7083
"predicted RNA",229,137,146,113,116,145
"BP1026B_I2359",2021,1729,1994,1743,1784,1990
"BP1026B_I2360",5462,5280,6411,5297,5232,6000
"BP1026B_I2361",343,332,409,303,329,386
"BP1026B_I2362",66,37,43,42,49,55
"BP1026B_I2363",192,108,137,149,163,179
"BP1026B_I2364",42,32,41,38,40,44
"BP1026B_I2365",17,11,16,21,13,20
"BP1026B_I2366",1354,726,835,967,944,1062
"BP1026B_I2367",425,277,279,250,280,274
"BP1026B_I2368",5688,5088,6225,6154,6202,6906
"BP1026B_I2369",1574,972,1127,1106,1030,1200
"BP1026B_I2370",580,362,371,341,303,336
"BP1026B_I2371",800,473,513,515,503,566
"BP1026B_I2372",275,156,175,138,154,159
"BP1026B_I2373",828,514,508,358,347,393
"BP1026B_I2374",1201,616,692,428,409,421
"BP1026B_I2375",1095,713,761,498,468,539
"BP1026B_I2376",314,205,224,181,174,205
"BP1026B_I2377",2538,1378,1431,1414,1364,1432
"BP1026B_I2378",2798,1505,1548,1617,1622,1773
"predicted RNA",557,292,369,354,364,419
"predicted RNA",432,193,224,296,243,279
"BP1026B_I2379",1097,899,1106,1017,1023,1161
"BP1026B_I2380",1367,874,1055,596,623,724
"BP1026B_I2381",1082,544,608,473,522,579
"BP1026B_I2382",3055,1816,1985,1888,1859,2130
"BP1026B_I2383",173,144,152,73,54,67
"BP1026B_I2384",722,383,459,220,244,247
"BP1026B_I2385",561,388,478,474,445,478
"BP1026B_I2386",8,7,10,8,4,6
"BP1026B_I2387",1411,1022,1240,581,619,648
"BP1026B_I2388",796,358,447,320,320,340
"BP1026B_I2389",830,426,454,254,273,259
"BP1026B_I2390",992,868,1061,719,720,753
"BP1026B_I2391",7851,4524,5137,5017,5051,5597
"BP1026B_I2392",1973,1860,2156,1580,1547,1742
"BP1026B_I2393",928,607,684,552,553,549
"BP1026B_I2394",580,302,334,337,318,303
"BP1026B_I2395",525,307,395,336,322,345
"BP1026B_I2396",239,140,121,153,135,148
"BP1026B_I2397",99,64,63,64,69,68
"BP1026B_I2398",4065,2303,2872,2983,2969,3382
"BP1026B_I2399",232,167,196,187,219,225
"BP1026B_I2400",250,196,243,200,217,254
"BP1026B_I2401",211,80,101,108,99,123
"BP1026B_I2402",37,19,22,24,30,29
"BP1026B_I2403",11,4,5,10,8,6
"BP1026B_I2404",46,30,49,45,57,60
"BP1026B_I2405",12,9,4,9,7,7
"BP1026B_I2406",79,45,50,55,48,54
"BP1026B_I2407",17,8,11,4,10,9
"BP1026B_I2408",410,241,267,226,216,248
"BP1026B_I2409",1101,589,665,533,557,605
"BP1026B_I2410",642,464,521,391,329,383
"BP1026B_I2411",24224,15057,17147,7471,7554,7894
"BP1026B_I2412",292,262,241,208,213,285
"BP1026B_I2413",294,168,180,180,170,194
"BP1026B_I2414",832,435,548,576,593,621
"BP1026B_I2415",998,642,742,854,835,949
"BP1026B_I2416",959,653,762,789,791,890
"BP1026B_I2417",2436,1433,1593,1767,1696,1879
"BP1026B_I2418",1270,886,1025,979,1046,1088
"BP1026B_I2419",2874,1956,2118,2276,2278,2502
"BP1026B_I2420",6639,4449,5097,4506,4361,4819
"predicted RNA",521,219,253,203,206,220
"BP1026B_I2421",517,322,447,372,373,439
"BP1026B_I2422",763,359,377,416,436,455
"BP1026B_I2423",2089,1729,1976,1741,1762,1832
"BP1026B_I2424",399,167,219,229,222,218
"BP1026B_I2425",104,59,58,74,68,64
"BP1026B_I2426",1197,776,872,859,845,935
"BP1026B_I2427",697,383,466,464,419,513
"BP1026B_I2428",4473,2226,2437,2770,2717,3051
"BP1026B_I2429",1115,652,798,620,605,676
"BP1026B_I2430",1340,686,846,665,644,733
"BP1026B_I2431",2135,2069,2282,1419,1439,1568
"BP1026B_I2432",2178,1646,1888,1138,1194,1378
"BP1026B_I2433",2125,1151,1325,1420,1357,1607
"BP1026B_I2434",1390,761,883,1080,1152,1217
"BP1026B_I2435",476,269,271,262,281,299
"BP1026B_I2436",364,255,307,370,392,404
"BP1026B_I2437",1065,1082,1310,1090,1080,1198
"BP1026B_I2438",969,930,1083,741,748,864
"BP1026B_I2440",2286,2108,2511,1625,1657,1914
"BP1026B_I2439",1921,1286,1440,823,874,983
"BP1026B_I2441",768,437,499,386,402,459
"BP1026B_I2442",2300,1725,2011,1431,1383,1565
"predicted RNA",47,43,45,29,32,32
"BP1026B_I2443",725,692,798,403,417,451
"BP1026B_I2444",133,102,141,115,128,149
"BP1026B_I2445",20,28,32,28,23,30
"BP1026B_I2446",642,409,454,679,659,706
"BP1026B_I2447",853,635,733,1005,1028,1121
"BP1026B_I2448",4646,2999,3130,4076,3763,4202
"BP1026B_I2449",33437,26570,31830,29138,28533,32785
"predicted RNA",202,182,209,239,211,241
"BP1026B_I2450",1354,807,913,902,941,1033
"BP1026B_I2451",1255,819,871,1102,968,1041
"BP1026B_I2452",375,218,222,222,251,216
"BP1026B_I2453",7418,3712,4371,7373,7468,8245
"predicted RNA",865,478,532,455,482,581
"BP1026B_I2454",2534,2282,2786,2626,2689,3068
"BP1026B_I2455",3434,2517,2810,2744,2706,2968
"BP1026B_I2456",1526,1031,1295,1183,1148,1326
"BP1026B_I2457",6028,3262,3744,3380,3240,3652
"BP1026B_I2458",335,222,227,196,207,204
"BP1026B_I2459",230,115,129,141,144,136
"BP1026B_I2460",271,180,180,139,146,142
"BP1026B_I2461",1815,1118,1310,540,514,560
"predicted RNA",873,794,906,433,429,451
"BP1026B_I2463",33029,13578,17245,10905,10278,11714
"BP1026B_I2462",150,90,104,118,109,152
"BP1026B_I2464",213,239,298,256,245,267
"BP1026B_I2465",1800,1286,1432,1929,1863,2140
"BP1026B_I2466",1476,946,1152,1205,1247,1390
"BP1026B_I2467",1650,1013,1194,1058,1078,1140
"BP1026B_I2468",11608,6349,7210,3722,3794,3956
"BP1026B_I2469",980,759,897,937,876,1060
"predicted RNA",184,133,155,148,119,144
"BP1026B_I2470",108,64,82,117,102,157
"BP1026B_I2471",66,45,65,64,53,60
"BP1026B_I2473",134,89,124,96,89,114
"BP1026B_I2474",227,128,142,137,161,149
"BP1026B_I2475",391,243,335,329,329,371
"BP1026B_I2476",521,323,415,355,354,417
"BP1026B_I2477",71,140,125,110,116,113
"BP1026B_I2479",280,318,362,369,368,364
"predicted RNA",22,43,50,61,69,68
"BP1026B_I2480",953,930,1144,1354,1420,1790
"predicted RNA",33,26,25,48,42,58
"BP1026B_I2481",1487,1149,1390,1536,1510,1782
"BP1026B_I2482",165,122,147,128,116,150
"predicted RNA",103,57,70,43,50,51
"predicted RNA",480,332,381,228,273,249
"predicted RNA",76,49,38,18,15,17
"BP1026B_I2483",1814,1351,1529,626,598,724
"predicted RNA",101,70,75,29,32,38
"BP1026B_I2484",94,75,84,69,48,62
"BP1026B_I2486",144,80,95,60,76,71
"BP1026B_I2485",1717,985,1129,723,721,753
"BP1026B_I2487",4941,3123,3573,1854,1779,1979
"predicted RNA",40,19,23,24,21,29
"BP1026B_I2488",458,252,279,197,207,231
"BP1026B_I2489",13,12,11,13,6,11
"predicted RNA",453,247,299,221,217,260
"BP1026B_I2491",5422,4511,4868,2855,2696,2991
"BP1026B_I2492",535,336,353,353,308,372
"BP1026B_I2493",442,368,446,249,226,261
"predicted RNA",53,33,33,17,19,16
"BP1026B_I2495",539,349,358,202,173,183
"BP1026B_I2496",1176,779,962,438,457,482
"BP1026B_I2497",459,254,332,201,165,215
"BP1026B_I2498",792,474,559,327,307,339
"BP1026B_I2499",352,194,221,169,180,204
"BP1026B_I2500",371,206,206,200,208,203
"BP1026B_I2501",2592,1661,1998,1525,1503,1677
"BP1026B_I2502",1940,1341,1573,1523,1494,1752
"BP1026B_I2503",249,184,182,156,186,172
"BP1026B_I2504",3827,2634,3173,2542,2521,2830
"BP1026B_I2505",5626,3018,3379,2517,2540,2780
"BP1026B_I2506",1232,716,869,823,807,837
"BP1026B_I2507",266,191,204,176,183,196
"BP1026B_I2508",66,42,36,45,28,54
"BP1026B_I2509",1247,737,796,1026,1008,1094
"predicted RNA",185,67,65,109,64,76
"BP1026B_I2511",448,289,327,591,528,639
"BP1026B_I2510",323,237,279,487,506,539
"BP1026B_I2512",485,353,389,519,498,590
"BP1026B_I2513",8015,5423,6351,5035,5018,5629
"predicted RNA",71,48,52,33,37,44
"predicted RNA",243,194,176,125,125,135
"BP1026B_I2514",2929,2022,2423,1719,1744,1968
"predicted RNA",278,78,91,62,63,77
"BP1026B_I2515",4159,2270,2480,2031,2099,2388
"BP1026B_I2516",384,217,248,191,197,201
"BP1026B_I2517",12,4,7,6,3,4
"predicted RNA",38,15,14,9,11,11
"BP1026B_I2518",3635,2537,2992,2074,2113,2277
"BP1026B_I2519",1554,811,938,719,689,742
"BP1026B_I2520",364,287,299,214,198,197
"BP1026B_I2521",916,526,608,537,533,561
"BP1026B_I2522",7501,3857,4366,3879,3759,4098
"BP1026B_I2523",8844,5311,5944,5438,5421,5959
"BP1026B_I2524",6235,4290,4777,5840,5572,6010
"predicted RNA",95,164,143,148,155,144
"BP1026B_I2525",3817,2557,3003,2345,2260,2582
"BP1026B_I2526",176,111,135,105,99,95
"BP1026B_I2527",596,275,357,356,337,377
"BP1026B_I2528",2591,1336,1549,1655,1675,1726
"BP1026B_I2529",1465,1234,1505,3097,3071,3352
"BP1026B_I2530",768,400,443,710,705,782
"BP1026B_I2531",415,249,274,252,220,243
"BP1026B_I2533",2468,1874,2154,1730,1680,1944
"BP1026B_I2532",1457,886,926,996,1003,1030
"BP1026B_I2534",883,542,562,664,658,727
"BP1026B_I2535",1928,1592,1874,1761,1756,1974
"BP1026B_I2536",898,680,751,700,683,739
"BP1026B_I2537",943,634,677,617,601,660
"BP1026B_I2538",1211,1024,1140,1050,1095,1209
"BP1026B_I2539",10680,6926,8006,3956,3924,4325
"predicted RNA",237,253,237,82,90,111
"BP1026B_I2540",3281,2807,3246,2742,2796,2952
"BP1026B_I2541",287,157,197,216,184,237
"BP1026B_I2542",299,175,207,254,263,278
"BP1026B_I2543",4428,2291,2591,2864,2866,3178
"BP1026B_I2544",1520,1005,1155,926,912,963
"BP1026B_I2545",13284,6566,8068,8706,8740,10056
"BP1026B_I2546",4046,3191,3571,2949,2983,3311
"BP1026B_I2547",1369,1059,1206,1154,1157,1218
"BP1026B_I2548",1311,1180,1337,1136,1157,1357
"BP1026B_I2549",690,394,473,301,334,327
"BP1026B_I2550",153,90,121,183,146,161
"BP1026B_I2552",532,308,347,335,328,346
"BP1026B_I2551",773,435,477,412,366,388
"BP1026B_I2554",370,180,232,201,208,195
"BP1026B_I2555",494,242,256,194,184,234
"BP1026B_I2556",252,155,182,114,112,130
"BP1026B_I2557",250,204,249,145,157,178
"BP1026B_I2558",332,146,174,172,146,181
"BP1026B_I2559",567,301,291,295,314,291
"BP1026B_I2560",994,449,550,429,439,472
"BP1026B_I2561",863,346,444,395,404,433
"BP1026B_I2562",1148,567,572,721,758,784
"BP1026B_I2563",1199,674,749,759,713,767
"BP1026B_I2564",410,184,221,277,268,308
"BP1026B_I2565",1000,883,1092,1065,1076,1289
"BP1026B_I2566",697,642,795,963,954,1039
"BP1026B_I2567",540,479,524,351,323,359
"predicted RNA",351,193,219,155,154,191
"BP1026B_I2568",23760,15904,18574,11818,11757,12780
"predicted RNA",149,143,153,91,101,101
"BP1026B_I2569",2109,1701,2028,1739,1828,1952
"BP1026B_I2570",1293,772,843,1067,1049,1088
"BP1026B_I2571",56,25,32,42,41,38
"BP1026B_I2572",2766,2010,2284,2003,1979,2246
"BP1026B_I2573",1188,737,871,721,741,743
"BP1026B_I2574",1121,604,672,630,618,664
"BP1026B_I2575",1008,552,646,699,656,738
"BP1026B_I2576",4287,3061,3494,2772,2688,3155
"BP1026B_I2577",1517,1043,1325,1536,1535,1725
"BP1026B_I2578",732,595,675,734,715,805
"BP1026B_I2579",455,266,280,290,261,290
"BP1026B_I2580",1811,996,1119,1096,1036,1127
"predicted RNA",440,275,331,273,270,359
"BP1026B_I2581",2927,1861,2415,2271,2270,2572
"BP1026B_I2582",878,586,665,601,604,679
"BP1026B_I2583",242,162,204,278,270,310
"BP1026B_I2584",85,54,73,68,71,79
"BP1026B_I2585",538,403,446,428,438,441
"BP1026B_I2586",729,606,675,575,611,700
"BP1026B_I2587",393,234,254,226,229,271
"BP1026B_I2588",74,49,72,70,65,80
"BP1026B_I2589",33,16,32,24,28,22
"BP1026B_I2590",96,87,99,97,89,116
"BP1026B_I2592",333,258,302,294,314,346
"BP1026B_I2593",1892,1928,2349,1755,1743,2006
"BP1026B_I2595",22294,19016,22581,18314,18459,21646
"BP1026B_I2596",4828,4195,5065,4555,4705,5331
"BP1026B_I2597",444,474,578,493,482,531
"predicted RNA",1134,1026,1284,1267,1301,1513
"BP1026B_I2598",2217,2354,2834,2908,2919,3429
"BP1026B_I2599",12,24,17,30,22,35
"BP1026B_I2600",351,206,253,255,214,263
"BP1026B_I2601",1621,1341,1613,1888,1910,2087
"BP1026B_I2602",159,126,154,198,200,228
"BP1026B_I2603",177,126,162,181,187,194
"BP1026B_I2604",129,66,81,80,102,95
"BP1026B_I2605",312,128,141,157,168,165
"BP1026B_I2606",263,167,193,211,250,255
"BP1026B_I2607",1657,1265,1436,1438,1512,1579
"BP1026B_I2608",516,369,429,403,406,405
"BP1026B_I2610",595,356,388,369,358,437
"BP1026B_I2609",718,558,679,615,637,717
"BP1026B_I2611",3542,1895,1926,1992,1867,1868
"BP1026B_I2612",1985,1506,1577,1208,1241,1304
"BP1026B_I2613",1098,643,773,589,559,627
"BP1026B_I2614",548,306,354,328,318,355
"BP1026B_I2615",375,296,339,241,249,291
"BP1026B_I2616",556,470,574,734,708,832
"BP1026B_I2617",543,496,578,591,597,689
"BP1026B_I2618",631,633,684,717,715,820
"BP1026B_I2619",686,584,696,686,731,814
"BP1026B_I2620",772,439,538,480,446,494
"predicted RNA",45,31,32,21,20,25
"BP1026B_I2621",6731,4750,5655,4204,4153,4640
"BP1026B_I2622",4486,3388,3726,3521,3439,3910
"BP1026B_I2623",40,26,30,19,16,28
"BP1026B_I2624",4195,4229,4987,5033,4991,5727
"BP1026B_I2625",7719,9254,11383,15024,15543,18096
"BP1026B_I2626",1540,987,1139,1005,1064,1100
"BP1026B_I2627",1279,720,840,685,665,721
"BP1026B_I2628",4519,2491,2982,2270,2287,2513
"BP1026B_I2629",18197,15896,19331,9595,9484,10933
"BP1026B_I2630",2163,1183,1442,1666,1713,1824
"BP1026B_I2631",5492,3264,3829,3388,3376,3713
"BP1026B_I2632",957,615,734,766,751,830
"BP1026B_I2633",1107,719,785,939,948,975
"BP1026B_I2634",2462,2065,2519,2798,2856,3123
"BP1026B_I2635",341,255,277,447,488,493
"BP1026B_I2636",1891,991,1119,1439,1441,1595
"BP1026B_I2637",355,206,257,236,234,282
"BP1026B_I2638",111,74,87,99,90,103
"BP1026B_I2639",487,257,286,254,257,264
"BP1026B_I2640",851,526,606,650,605,728
