"gene_id","MOPS.2.hr...M.2.1","MOPS.2.hr...M.2.2","MOPS.2.hr...M.2.3","Lignin.2.hr...L.2.1","Lignin.2.hr...L.2.2","Lignin.2.hr...L.2.3","MOPS.20.min...M.20.1","MOPS.20.min...M.20.2","MOPS.20.min...M.20.3","Lignin.20.min...L.20.1","Lignin.20.min...L.20.2","Lignin.20.min...L.20.3"
"SAR1976",105,300,209,384,289,391,1274,1319,2720,670,1082,1141
"SAR1977",30,32,21,49,67,71,295,239,608,114,223,283
"SAR1978",515,836,713,1036,1324,1552,1692,1867,1553,1186,1069,1011
"SAR1980",30,49,50,46,88,96,131,126,147,97,113,149
"SAR1981",4,5,6,8,13,16,21,16,23,26,42,36
"SAR1982",400,930,654,792,696,861,1857,2211,2381,1677,2174,2115
"SAR1983",644,1026,885,1019,1254,1307,3031,3829,4175,2415,3723,3581
"SAR1984",1789,2308,2087,792,761,1174,1856,2469,2275,1267,3273,3207
"SAR1985",85,122,88,98,187,220,381,369,465,160,741,714
"SAR1986",458,1658,1255,902,830,818,1436,1775,1009,933,1453,961
"SAR1987",344,526,404,845,1111,1190,686,898,1055,849,1651,1420
"SAR1988",583,764,712,1055,1333,1431,1755,2212,2111,1620,1819,1816
"SAR1989",1016,1933,1612,2729,2637,2866,3180,3553,2947,2751,2221,2201
"SAR1995",2875,4077,3489,4680,4626,5112,5737,6014,6940,8129,6787,7439
"SAR1999",407,613,516,368,281,330,860,1336,1070,719,732,822
"SAR2001",374,366,337,701,734,936,567,442,1199,704,547,512
"SAR2002",130,54,54,61,105,102,120,99,153,123,112,90
"SAR2003",74,86,61,122,161,156,301,285,295,307,290,257
"SAR2004",574,764,694,1216,1430,1465,2637,2477,2539,2626,2381,2397
"SAR2006",482,879,645,1601,2091,2335,3383,3801,2654,2373,3028,2816
"SAR2007",652,867,651,641,689,796,1150,1182,921,881,1365,1462
"SAR2008",364,445,393,378,569,715,799,777,773,760,959,1041
"SAR2009",718,1156,1045,3544,4351,4862,4178,5744,7299,2975,2499,2342
"SAR2010",291,314,253,1410,1119,1067,488,436,443,1336,1351,1236
"SAR2011",656,983,764,1348,2629,2813,2466,2800,2663,3901,3720,3561
"SAR2013",624,1228,1039,2725,5247,5733,3976,3821,3336,3304,3476,3102
"SAR2014",1273,2465,2168,2509,2359,3085,3562,3581,3268,3325,2492,2860
"SAR2015",256,390,262,400,540,561,568,531,421,726,3647,2671
"SAR2016",580,1253,892,1259,683,716,271,207,238,535,313,347
"SAR2017",128,242,172,295,361,469,539,586,377,431,2357,1737
"SAR2018",863,1333,1065,946,1091,1170,3021,3267,3136,1692,2133,1991
"SAR2019",232,373,310,454,524,594,1119,1164,1346,762,1154,967
"SAR2020",139,660,421,835,578,647,915,1317,1377,522,952,742
"SAR2021",2594,4120,3698,3546,7719,8833,7967,7801,7027,5508,5149,5395
"SAR2022",512,598,491,598,618,765,1258,1099,1581,695,912,1125
"SAR2023",555,667,464,616,666,693,1416,1418,2092,1095,1181,1499
"SAR2024",244,197,165,163,202,180,596,529,863,445,638,643
"SAR2025",617,593,460,471,458,568,1080,1134,1539,959,1134,1178
"SAR2026",241,292,241,231,212,202,402,404,545,333,440,415
"SAR2027",12,2,5,5,10,21,8,3,10,6,28,24
"SAR2027a",0,0,0,0,0,0,0,0,0,0,0,0
"SAR2028",3053,3606,3009,4583,7929,8892,8582,7333,8358,10535,7460,7354
"SAR2029",137,98,137,157,426,324,282,390,202,217,557,557
"SAR2030",898,452,435,244,338,332,365,232,431,330,756,665
"SAR2032",6,1,7,10,48,49,33,44,36,27,206,165
"SAR2033",84,60,42,266,281,331,327,287,309,245,1097,1071
"SAR2034",118,126,54,251,232,253,192,206,315,272,865,844
"SAR2035",7608,5864,4973,1341,1120,1087,704,817,1460,448,2561,2244
"SAR2037",184,252,226,215,229,233,444,576,821,268,836,748
"SAR2040",42,64,74,79,109,135,53,85,84,78,2473,2048
"SAR2041",10,15,21,33,21,26,19,10,19,24,458,519
"SAR2042",0,0,0,0,0,0,0,0,0,0,0,0
"SAR2043",1177,2992,2364,1317,843,1055,1200,1301,1311,716,5268,4725
"SAR2044",4,1,2,10,11,11,5,4,4,8,177,174
"SAR2045",98,151,192,275,304,323,138,164,170,153,4800,4782
"SAR2046",96,133,110,175,236,351,116,155,116,156,5007,5277
"SAR2047",7,4,9,9,12,10,13,7,12,3,210,217
"SAR2048",884,1768,1491,3398,3456,4082,1770,2395,1979,2152,57214,50575
"SAR2049",309,603,481,1084,1062,1282,563,782,614,623,19579,16870
"SAR2050",2143,4527,3603,7553,7615,7832,2644,3512,2857,4140,81439,69747
"SAR2051",23,18,22,21,26,45,14,27,24,13,624,562
"SAR2052",87,143,144,208,212,291,114,176,154,115,3713,3294
"SAR2053",243,606,453,886,788,1083,317,520,369,455,10761,9577
"SAR2054",200,288,232,324,392,483,222,296,240,227,6247,5710
"SAR2055",142,211,183,323,419,463,222,316,286,214,6554,5938
"SAR2056",168,361,287,611,556,714,261,403,318,338,9319,8461
"SAR2058",157,299,264,658,574,741,250,332,277,273,8541,7702
"SAR2059",91,139,124,227,231,327,150,216,169,131,3762,3366
"SAR2060",83,145,148,312,281,386,161,242,186,166,5005,4573
"SAR2061",876,1204,1070,2104,2396,3013,1240,1733,1362,1444,40180,36868
"SAR2062",582,924,730,1763,1454,1939,709,1063,784,931,26015,22776
"SAR2063",236,282,276,596,663,808,494,680,460,458,15150,13780
"SAR2064",136,225,175,493,450,664,432,580,440,360,14655,12706
"SAR2065",36,74,45,126,81,126,82,115,82,60,2625,2180
"SAR2065a",0,1,1,3,0,1,4,1,0,0,20,24
"SAR2066",8,42,30,26,48,39,47,55,41,19,1687,1256
"SAR2067",61,89,77,151,144,126,108,143,143,136,8711,7310
"SAR2068",9,27,20,23,21,21,11,25,14,15,1198,952
"SAR2069",5,3,2,8,7,5,7,8,5,8,762,796
"SAR2070",66,124,112,220,181,213,123,150,131,190,13940,11344
"SAR2071",10,4,14,2,10,8,2,5,6,8,594,517
"SAR2072",75,122,76,224,192,190,107,149,145,183,13216,10477
"SAR2073",6,8,5,14,7,6,2,2,4,5,482,404
"SAR2074",7,6,3,4,10,9,11,5,11,5,571,544
"SAR2075",4,1,11,9,5,8,2,8,3,8,518,454
"SAR2076",11,10,8,21,29,18,16,27,23,36,2923,2601
"SAR2077",10,49,25,69,50,34,27,39,42,40,3675,3123
"SAR2078",10,12,15,45,37,29,29,32,25,14,4183,3680
"SAR2080",11,6,8,31,35,23,19,33,20,32,3151,2794
"SAR2082",49,92,103,259,210,201,127,184,162,169,20501,17409
"SAR2083",18,58,25,102,103,97,49,50,72,63,7647,6474
"SAR2084",19,33,35,56,87,83,60,80,54,80,8387,7257
"SAR2085",100,149,120,214,355,262,178,209,236,204,22509,20542
"SAR2086",134,172,197,336,519,344,249,320,324,297,36330,32842
"SAR2087",15,20,27,56,68,36,16,30,29,29,4552,3783
"SAR2088",17,53,34,77,62,34,26,23,22,32,4216,3405
"SAR2089",24,46,46,124,100,69,39,58,50,37,6636,5330
"SAR2090",0,0,0,0,0,0,0,0,0,0,3,2
"SAR2091",1,1,1,0,6,5,4,0,10,2,288,248
"SAR2092",31,25,27,63,110,59,50,90,47,63,6280,5790
"SAR2093",84,83,72,211,355,356,381,464,656,372,9054,7958
"SAR2094",2,3,0,5,3,1,0,2,0,0,140,109
"SAR2095",6,12,17,44,70,33,29,27,13,26,2630,2171
"SAR2096",121,163,177,439,624,293,156,223,222,253,24234,20736
"SAR2097",45,85,50,162,251,155,127,170,170,125,6683,5822
"SAR2098",27,75,59,209,179,80,39,68,59,57,5074,4319
"SAR2099",17,33,20,100,104,53,18,33,39,26,3197,2860
"SAR2100",230,301,238,478,562,558,1101,1032,1346,1055,2262,2133
"SAR2101",134,111,122,109,158,174,770,707,525,385,833,861
"SAR2102",65,77,58,55,113,94,398,301,225,274,305,390
"SAR2103",68,59,56,65,73,82,329,277,244,197,273,312
"SAR2104",555,992,925,532,717,688,1028,891,682,1086,1067,908
"SAR2107",205,157,143,239,145,188,87,66,83,109,358,212
"SAR2108",13,23,29,71,51,73,37,48,55,40,207,112
"SAR2109",5374,4050,3723,12990,19469,18396,2307,1349,1178,8285,6676,5481
"SAR2111",298,347,250,504,594,664,375,267,285,328,522,410
"SAR2112",3,6,7,3,9,3,21,22,29,10,32,12
"SAR2113",650,1016,790,449,823,958,1209,1054,1579,2274,1475,1635
"SAR2114",409,709,548,386,685,905,986,842,1236,1989,1567,1667
"SAR2115",81,281,181,148,189,205,208,206,300,475,335,391
"SAR2118",633,657,504,479,771,1008,1534,1628,1525,979,800,810
"SAR2119",1574,3035,2567,2323,3109,3258,2420,3162,2673,3134,7247,4763
"SAR2120",1364,1702,1496,2697,3857,4195,1764,1523,1529,3987,7770,8551
"SAR2121",2282,5755,4743,4225,6471,7209,4579,5418,3542,3894,3544,3391
"SAR2127",961,1474,1204,2568,2683,2900,6753,7985,4368,3042,2178,2074
"SAR2130",147,467,359,121,130,171,496,669,271,157,202,173
"SAR2131",40,10,22,162,327,289,333,433,187,148,142,106
"SAR2132",136,136,107,1306,1970,1519,2304,3380,981,770,745,632
"SAR2133",621,1122,811,1696,1832,1846,2339,2771,3217,3385,3664,3661
"SAR2134",294,483,357,461,691,806,2292,3093,2339,1382,1530,1250
"SAR2135",50,97,65,97,139,163,218,256,246,169,364,318
"SAR2136",504,808,666,1974,1820,1911,1563,1648,1922,2398,2324,2321
"SAR2137",49,81,62,132,176,177,233,235,251,223,270,335
"SAR2138",44,69,68,124,205,198,260,261,224,188,327,277
"SAR2139",41,67,46,73,77,111,124,150,80,76,135,143
"SAR2149",2,20,16,1,2,8,10,3,14,1,178,112
"SAR2150",322,320,284,668,786,782,740,821,822,1135,992,933
"SAR2151",1224,1724,1421,3923,4056,3869,3667,4588,3879,5774,5492,4912
"SAR2156",265,522,380,637,806,817,1099,1285,1168,1172,1136,1108
"SAR2157",102,60,48,55,97,150,157,113,132,185,128,152
"SAR2160",214,219,206,395,487,535,959,968,919,795,655,695
"SAR2161",604,778,560,1535,1883,1918,2804,2748,2543,2431,2274,2337
"SAR2162",63,59,50,153,206,247,220,182,193,207,306,279
"SAR2168",1808,2027,1784,3679,4394,4132,7979,10685,20493,11357,19240,17768
"SAR2169",2978,4138,3441,7282,6759,6862,14254,14962,12082,15825,11108,10510
"SAR2171",435,1089,944,1844,2425,2835,6339,6021,7616,2233,2454,2257
"SAR2172",2,13,14,3,15,8,59,29,45,14,50,45
"SAR2173",3923,2813,2323,3012,3244,3892,924,594,842,1664,949,1062
"SAR2174",28,66,61,39,21,22,35,29,26,29,111,63
"SAR2175",84,182,140,85,86,90,96,112,93,156,377,276
"SAR2177",628,1112,911,2714,3280,3378,3178,3605,3784,3589,3458,3207
"SAR2178",506,522,424,1031,1525,1648,1860,1880,1889,1737,1656,1445
"SAR2179",4013,3362,2876,4920,5140,5879,8261,9281,13623,10366,11465,11901
"SAR2183b",6,4,0,2,1,4,1,0,3,4,187,151
"SAR2184",37,45,29,50,67,83,231,88,534,332,5650,3190
"SAR2185",310,370,320,734,874,857,211,137,243,571,465,486
"SAR2186",344,639,509,408,467,644,457,420,374,400,460,421
"SAR2189",1127,427,302,912,921,949,1248,846,727,995,1059,1266
"SAR2202",10911,17812,14704,17778,16151,17878,16700,14780,15754,18656,9540,9573
"SAR2203",65,102,108,155,226,225,465,514,520,279,454,407
"SAR2204",200,398,344,566,651,764,1390,1712,1718,922,1362,1316
"SAR2205",830,1064,858,1303,1354,1618,2668,3693,4053,2878,3314,3263
"SAR2207",201,391,287,450,319,371,706,951,808,725,1142,949
"SAR2210",20992,36276,30456,74268,86832,85039,25816,19422,19505,52430,43986,40578
"SAR2211",1665,3271,2531,3813,3578,3658,2349,2524,2645,3103,4134,3761
"SAR2213",54743,69955,65615,25757,49255,43915,58477,57344,68183,111716,56903,58546
"SAR2214",67,84,64,121,248,366,591,635,877,264,350,456
"SAR2217",616,1188,1051,532,615,658,1223,1303,1535,957,1313,1328
"SAR2218",1119,2243,1884,1177,1043,1081,1557,2227,2102,1434,1702,1706
"SAR2219",406,609,484,981,765,826,1348,1653,1263,1300,1460,1367
"SAR2220",478,762,737,2219,3216,3184,3415,3870,2725,3941,2917,2656
"SAR2221",268,670,570,1959,2527,2547,2504,2862,1971,3217,2841,2327
"SAR2223",1657,1660,1575,1726,2295,2551,2787,2747,1912,1781,1228,1365
"SAR2227",1608,3646,3223,1981,1350,1748,2826,2690,1416,2680,9531,7562
"SAR2228",308,272,281,385,491,500,295,191,191,448,765,694
"SAR2229",378,623,509,882,1426,1556,1291,1449,1112,999,1312,1165
"SAR2230",25,58,51,116,85,109,153,159,159,145,168,158
"SAR2231",121,270,196,392,434,561,582,644,622,542,921,923
"SAR2232",5241,8262,6740,11572,9293,8655,1479,982,1034,6609,4662,3916
"SAR2235",5301,3459,3008,7627,10365,12476,16118,14929,19101,9463,10770,13229
"SAR2236",0,0,0,0,0,0,9,0,0,0,2,10
"SAR2238",129,78,95,66,116,109,239,208,196,86,387,293
"SAR2239",0,0,0,0,0,0,0,0,0,0,0,0
"SAR2240",1219,2062,1709,1908,2422,2859,2785,2995,1825,2162,1970,2001
"SAR2241",352,1038,803,1023,798,1014,792,1016,448,531,692,645
"SAR2243",0,1,1,0,0,0,0,0,0,1,2,7
"SAR2245",8876,15328,12937,27703,53636,56908,41887,41393,21012,24099,12624,9823
"SAR2251",0,0,0,0,0,0,0,0,0,0,0,0
"SAR2253",1627,2147,1948,2651,3169,3378,4904,5022,6041,3701,2844,3275
"SAR2254",1409,2272,1921,2619,2513,2877,3037,3276,4080,2513,2335,2371
"SAR2256",2078,4813,4019,4074,4792,5025,5884,6411,5247,4515,4202,4081
"SAR2257",551,743,592,1079,1188,1265,1691,1879,2147,1524,4862,3761
"SAR2259",117,171,122,181,197,184,699,638,797,420,1344,1279
"SAR2260",294,335,232,375,508,578,2251,2674,2608,1415,4392,4064
"SAR2261",586,1670,1163,1790,1503,1902,3399,4054,4247,1967,2090,1681
"SAR2262",2758,3337,2500,2738,3133,3278,8551,10081,9221,5144,5222,5361
"SAR2263",1944,2299,1821,1155,1888,1781,3764,4911,3733,2726,3210,2906
"SAR2264",2225,1518,1299,4409,7124,8019,4203,3958,3917,3020,1290,1551
"SAR2265",219,470,398,492,485,471,685,1320,2967,721,914,957
"SAR2266",238,198,131,607,827,834,557,484,976,2478,2171,1790
"SAR2267",44,99,66,246,274,340,246,304,429,1016,1050,848
"SAR2268",233,385,343,215,359,456,1116,1896,1509,2290,3635,3135
"SAR2269",1118,1890,1568,2120,2524,2672,1414,1395,1145,2499,2269,1995
"SAR2270",3291,3866,3166,5170,6957,6495,3274,3019,2373,5871,5774,4751
"SAR2271",214,504,381,632,612,597,615,594,498,685,1156,838
"SAR2272",0,55,140,128,0,0,0,0,0,185,0,94
"SAR2274",27148,43298,35035,66085,62085,68503,23779,16696,16595,35905,16881,15821
"SAR2275",134318,128209,115615,195643,250775,274205,109891,73426,79010,158753,80201,78962
"SAR2277",580,893,827,1130,1475,1616,1851,1648,1258,1477,1558,1502
"SAR2278",2740,8226,6760,8013,9405,10321,9729,9627,7159,8914,8236,7466
"SAR2279",822,2191,1603,2138,2596,2482,3779,3695,3249,2721,2091,1936
"SAR2288",196,543,407,573,671,657,443,415,437,599,510,392
"SAR2289",24,41,31,79,68,92,142,142,182,162,165,184
"SAR2289a",0,0,0,0,0,0,0,1,0,0,1,0
"SAR2290",674,976,784,1714,2834,3142,2446,2623,2915,2800,3022,2813
"SAR2291",67,79,69,165,347,344,270,271,153,239,422,460
"SAR2293",391,1044,762,638,401,482,897,919,582,534,517,532
"SAR2294",380,466,401,395,478,627,1052,994,819,647,572,651
"SAR2295",4761,8146,7426,8210,7214,6894,222,135,97,860,728,628
"SAR2296",412,674,606,563,544,557,1158,438,341,5650,1625,1507
"SAR2297",662,1093,862,894,941,895,1870,675,611,11503,3395,3416
"SAR2297a",0,0,1,0,0,0,0,0,0,0,0,0
"SAR2297b",5,26,16,30,37,25,7,10,19,30,25,21
"SAR2298a",0,0,0,0,0,0,0,0,0,0,0,0
"SAR2299",181,555,401,571,561,674,1114,1137,1128,529,620,461
"SAR2303",259,441,353,965,1231,1181,2614,2708,2784,2539,2551,2441
"SAR2306",103,4,401,10,281,410,737,589,377,302,1496,1236
"SAR2307",302,532,397,526,803,1245,1641,1419,1075,976,1878,1593
"SAR2337",690,1373,1050,1544,1757,2283,3170,2791,2801,1358,1619,1968
"SAR2338",4803,4396,4071,5766,4756,4391,6142,7483,10111,10119,7184,7258
"SAR2339",794,1132,1039,2222,3296,3563,4209,5115,5417,4191,4092,3712
"SAR2340",235,418,335,337,594,720,648,709,873,655,870,769
"SAR2342",130,173,143,344,397,363,418,370,504,464,863,825
"SAR2343",34,41,30,164,190,189,168,187,226,229,154,161
"SAR2344",273,311,196,808,714,826,960,1015,1315,926,595,751
"SAR2345",3601,5310,4499,10156,13584,12905,13988,16344,14778,17061,13160,13229
"SAR2347",0,0,0,0,0,0,0,0,0,0,0,0
"SAR2348",0,0,0,0,0,0,0,0,0,0,0,0
"SAR2349",30,5,19,18,30,26,60,46,85,38,329,226
"SAR2350",298,293,270,624,749,772,563,523,810,624,1504,1240
"SAR2351",435,1243,901,222,346,329,513,650,396,520,360,273
"SAR2364",373,685,522,1615,3132,2977,1880,1859,1325,1438,1776,1852
"SAR2365",121,184,164,266,385,421,527,663,896,662,641,533
"SAR2366",50,107,60,202,165,193,309,317,496,307,333,308
"SAR2367",85,157,108,152,220,218,277,287,293,362,512,434
"SAR2368",162,463,399,689,1146,1040,1087,1834,1806,2680,3995,2834
"SAR2369",112,284,221,744,643,522,1632,1845,732,435,862,648
"SAR2370",0,0,0,0,0,0,0,0,0,0,0,0
"SAR2371",125,237,147,529,573,594,289,312,248,319,587,554
"SAR2380",419,983,787,464,481,446,611,533,621,737,473,467
"SAR2381",23,20,16,55,71,54,95,92,79,94,158,153
"SAR2382",175,134,140,268,307,355,341,344,357,300,531,498
"SAR2383",489,1363,1125,1046,1237,1305,411,1112,1162,1958,7191,5257
"SAR2384",32,46,36,50,28,41,53,44,47,20,23,37
"SAR2385",929,1613,1343,2886,3115,2998,2405,2450,2573,4534,3267,2894
"SAR2386",1240,1884,1625,2862,2451,2911,2686,2482,2631,5679,4159,3826
"SAR2387",292,260,172,337,482,519,286,287,314,390,308,315
"SAR2388",166,140,104,1307,1987,1774,353,553,2226,1746,13707,7896
"SAR2389",4993,8917,7468,12985,13550,17398,11044,11739,9351,13028,10189,8096
"SAR2390",547,740,614,600,579,627,1432,1538,1440,1832,1797,1812
"SAR2391",388,410,396,430,452,513,1077,1526,1812,1572,1576,1533
"SAR2391a",33,19,10,19,20,24,106,156,233,75,145,198
"SAR2392",7390,9743,8318,11259,13556,13151,7855,7057,5707,10402,6148,6186
"SAR2393",28218,45748,37275,71902,81156,82256,49165,46430,42052,67297,47278,47966
"SAR2394",3463,6189,4930,5455,5056,5325,5875,6318,7507,4569,3697,3589
"SAR2395",1808,2519,2039,3075,2738,2987,2640,2863,2556,2452,2152,2180
"SAR2396",831,1908,1561,1785,3192,3559,2104,1713,2428,1888,1193,1365
"SAR2397",20,42,32,103,145,152,407,463,940,167,241,313
"SAR2398",2,4,5,3,5,11,10,3,6,6,13,14
"SAR2399",2088,2190,1985,1497,3152,3215,5678,5609,6591,5180,6252,6243
"SAR2400",4425,9306,7482,14899,13150,14839,12156,21827,15866,14029,8632,7742
"SAR2401",237,244,223,347,749,875,1666,1840,1363,925,802,826
"SAR2402",60,61,60,77,133,173,335,303,300,165,166,128
"SAR2403",81,317,198,476,295,312,216,319,270,337,215,175
"SAR2404",395,475,418,789,968,1146,1058,1170,938,1103,878,864
"SAR2405",61,68,31,381,419,506,359,388,288,317,321,337
"SAR2407",63,56,41,57,133,172,380,290,953,553,887,892
"SAR2408",189,369,287,1112,1372,1041,444,1098,472,489,676,714
"SAR2409",18,21,21,26,26,37,82,118,77,34,68,84
"SAR2410",1031,2485,1946,2202,1948,2208,3509,3659,3834,2670,1726,1682
"SAR2411",421,712,608,1225,1095,1169,2556,3374,3405,2738,2215,2026
"SAR2412",227,286,233,307,415,468,289,260,207,273,236,273
"SAR2413",9847,12284,9974,33687,34363,36025,5297,3542,3327,15312,9232,8641
"SAR2414",190,562,475,1258,1621,1608,861,1219,813,971,903,726
"SAR2418",159,212,165,218,331,322,284,248,166,247,520,433
"SAR2420",21408,39134,32755,20575,18365,17868,5572,4055,4170,12927,6552,5587
"SAR2421",125,138,108,575,1035,1303,1653,1676,4246,1904,3230,3128
"SAR2422",626,897,716,585,747,838,734,823,863,1641,1195,1146
"SAR2423",145,218,207,553,1047,1110,748,843,628,538,753,797
"SAR2424",527,783,652,572,589,662,862,928,883,1488,1569,1489
"SAR2425",69,214,158,121,101,74,80,107,86,186,160,101
"SAR2426",1022,1457,1112,1278,1509,1915,1614,2067,1977,1385,753,762
"SAR2427",141,407,309,444,481,730,601,779,753,450,338,288
"SAR2428",1506,1951,1611,1233,1089,1254,700,953,766,548,290,334
"SAR2428a",0,0,0,0,0,0,0,1,1,0,1,3
"SAR2428b",0,0,0,0,1,0,0,0,0,0,0,0
"SAR2429",24,56,63,81,87,92,53,94,83,46,119,91
"SAR2430",319,814,602,234,150,191,932,943,1511,222,344,329
"SAR2432",325,308,254,566,892,915,1086,1064,940,1247,1193,1158
"SAR2433",121,182,127,212,438,444,636,589,531,336,445,463
"SAR2434",149,194,175,276,441,479,569,619,530,376,535,514
"SAR2435",597,695,637,1272,2275,2744,1819,2386,1947,2366,2209,2301
"SAR2436",443,349,273,460,654,784,906,993,805,784,780,814
"SAR2437",856,951,805,14167,19393,17340,3866,8145,12758,88898,139308,136881
"SAR2438",156,186,144,1777,2815,2211,576,1280,2202,15518,28089,27829
"SAR2439",16,56,21,42,122,168,223,221,198,19,206,220
"SAR2440",11,26,13,45,48,74,87,79,53,23,61,58
"SAR2444",0,0,0,0,0,0,0,0,0,0,0,0
"SAR2445",84,561,455,209,379,273,6303,2125,3926,641,333,289
"SAR2446",144,487,359,212,548,380,8684,2417,5964,1002,492,435
"SAR2447",0,0,0,0,0,0,0,0,0,0,0,0
"SAR2448",94,0,0,0,0,0,278,73,154,0,0,0
"SAR2449",146,88,61,22,30,29,150,177,96,69,72,140
"SAR2450",135,169,158,43,55,48,172,246,153,89,132,163
"SAR2451",38,65,60,60,47,43,134,185,79,55,130,163
"SAR2452",33,74,73,172,321,375,209,384,215,419,500,294
"SAR2453",71,147,103,229,471,506,560,849,506,745,685,495
"SAR2456",945,1352,1170,1935,2445,2650,3607,3417,3233,2774,2853,3079
"SAR2457",21665,41986,36330,30950,33289,35981,9189,9011,8968,17645,11264,9521
"SAR2458",72,176,122,192,216,283,279,270,163,312,319,314
"SAR2459",690,1225,972,1326,1245,1382,1644,1615,1657,2018,2584,2813
"SAR2460",278,830,571,1012,971,1068,706,885,637,879,602,474
"SAR2461",251,1059,731,1036,1195,1296,1230,1576,993,1071,1209,707
"SAR2462",551,522,387,178,164,194,790,601,643,551,596,674
"SAR2463",137,193,128,160,236,215,746,1255,721,840,1332,1428
"SAR2464",360,359,281,361,364,305,1553,1523,1382,1030,1419,1890
"SAR2465",563,473,480,436,722,682,2903,3007,2488,1691,2677,3301
"SAR2467",181,489,401,429,361,415,1369,2225,696,307,293,274
"SAR2468",529,324,279,610,1341,1289,4002,5375,2169,1717,2073,2151
"SAR2469",4640,4327,3703,5685,10232,9894,4946,4151,3277,6255,5249,5680
"SAR2470",81,110,91,33,30,49,145,135,293,71,100,138
"SAR2471",129,413,289,1,80,79,716,1332,1125,262,760,796
"SAR2473",95,72,48,92,55,89,522,431,620,174,244,365
"SAR2474",481,444,332,626,1021,985,1663,3234,2917,1403,1174,1282
"SAR2475",360,292,270,252,313,296,1042,1178,1089,696,873,1022
"SAR2477",27,36,44,44,68,74,54,64,61,62,159,132
"SAR2478",18,40,9,56,49,61,79,93,91,65,152,143
"SAR2480",3374,5973,4851,3191,2085,3382,13940,6842,1801,2499,1177,1195
"SAR2481",8037,11594,10014,7772,5352,9165,30935,13870,4027,6627,2557,2490
"SAR2482",4185,6267,5340,5205,3103,5426,14615,6733,2079,4072,1284,1210
"SAR2487",14911,35287,29233,15584,5148,9901,17330,7410,903,17974,698,571
"SAR2490",616,884,759,483,211,287,1138,456,126,1162,213,214
"SAR2491",42,151,136,212,243,244,427,397,320,287,388,358
"SAR2493",1894,2715,2168,3314,2958,3177,2688,3105,3575,4851,2808,3069
"SAR2494",1,3,0,2,2,1,1,7,8,1,3,7
"SAR2495",28,36,37,110,167,209,115,128,118,137,175,161
"SAR2496",436,442,352,589,444,567,1731,6518,1852,1653,1377,1409
"SAR2497",135,269,199,153,185,218,200,186,218,266,243,230
"SAR2498",156,96,107,40,62,104,113,120,96,172,190,177
"SAR2499",374,335,328,260,564,495,949,1176,840,1611,1432,1409
"SAR2500",131,247,186,203,357,385,404,522,338,857,781,749
"SAR2502",4865,6006,5073,9287,11697,10560,18050,22898,9983,7278,6232,5821
"SAR2503",4046,5662,5009,10396,12165,10980,17437,23520,9551,7966,6626,6046
"SAR2504",2221,2999,2567,4991,5420,4822,13174,18256,6089,4073,3953,3729
"SAR2505",1171,2562,2152,1187,995,1061,1048,1090,1003,1471,1930,1632
"SAR2507",78,125,83,280,409,342,286,398,363,484,733,695
"SAR2512",3,9,13,20,7,19,20,11,6,11,25,23
"SAR2513",24,32,36,78,100,78,67,55,51,63,133,90
"SAR2514",54,99,85,317,369,304,140,148,108,259,361,301
"SAR2517",2,17,12,9,4,10,8,8,2,7,44,22
"SAR2518",17,72,67,104,90,99,88,112,110,85,219,162
"SAR2519",12,67,62,72,71,73,61,73,54,65,171,102
"SAR2519a",0,0,0,0,0,0,0,0,0,0,0,0
"SAR2520",157,118,89,124,194,195,108,87,79,176,141,169
"SAR2521",249,159,123,216,249,253,165,153,99,337,361,374
"SAR2522",1266,2812,2359,2010,2173,2488,3942,3799,6715,3656,3866,3539
"SAR2523",1699,2804,2568,1416,1924,1914,5507,4789,8931,4233,4436,4104
"SAR2524",794,1528,1241,2216,3780,3830,4047,5448,6188,5042,3943,3489
"SAR2525",17,62,56,120,68,87,90,55,148,72,174,215
"SAR2526",907,2024,1557,1928,3864,3520,4466,4752,2519,4245,3833,3743
"SAR2527",44,94,92,200,300,251,224,225,152,193,267,291
"SAR2528",771,1391,1144,1438,1789,2012,1923,3375,1842,1015,1090,954
"SAR2529",594,464,420,1335,2546,2570,2690,2307,2726,3568,3314,3599
"SAR2530",245,419,343,683,1031,1031,551,738,748,1279,2912,2544
"SAR2531",261,387,280,568,1297,1328,909,802,817,704,984,873
"SAR2532",1165,2730,2197,3009,2243,2498,2380,2612,3175,5758,13067,12355
"SAR2533",170,341,277,845,1051,906,847,714,1117,1715,1479,1440
"SAR2534",559,877,718,3607,3906,4001,2495,1747,3248,4818,4135,4202
"SAR2539",635,949,722,701,668,732,1463,1568,1360,1338,1331,1653
"SAR2540",234,255,206,1688,3300,2631,1073,978,1225,3564,5001,4487
"SAR2541",6119,9731,8751,5038,6068,5612,3638,3216,2602,5428,3377,3138
"SAR2542",730,888,696,1643,1783,1861,1298,1380,2000,3109,2353,2015
"SAR2543",1676,1872,1552,2325,2250,2538,1309,829,758,1950,1797,1562
"SAR2544",279,258,178,729,530,644,336,246,310,721,982,920
"SAR2545",570,2581,1961,3238,3500,3839,3157,3557,2980,3387,3100,2854
"SAR2546",529,604,539,163,280,343,279,333,268,348,209,222
"SAR2547",490,1565,1152,1378,1221,1401,2149,2559,1931,1124,1206,1158
"SAR2548",79,109,60,83,142,177,333,284,361,207,278,292
"SAR2549",100,151,110,415,387,396,314,523,517,471,698,600
