"gene_id","QOBWO025A5_20210322102047__S10_R1_001.bam","QOBWO026AD_20210322102047__S11_R1_001.bam","QOBWO027AL_20210322102047__S12_R1_001.bam","QOBWO028AT_20210322102047__S13_R1_001.bam","QOBWO029A3_20210322102047__S14_R1_001.bam","QOBWO030A6_20210322102047__S15_R1_001.bam","QOBWO070A0_20210322102047__S16_R1_001.bam","QOBWO071A8_20210322102047__S17_R1_001.bam","QOBWO072AG_20210322102047__S18_R1_001.bam"
"KQU62_RS00010",0,0,0,0,0,0,1,0,0
"KQU62_RS00015",0,0,0,2,6,2,1,2,2
"KQU62_RS00020",1,1,3,0,8,6,9,5,2
"KQU62_RS00025",1,4,3,10,4,3,1,8,8
"KQU62_RS00030",2,4,6,6,7,6,6,5,8
"KQU62_RS00035",2,3,2,4,6,4,12,2,4
"KQU62_RS00040",0,0,0,0,0,0,0,0,0
"KQU62_RS00045",1,4,4,17,24,29,10,5,8
"KQU62_RS00050",6,15,12,83,58,60,37,45,42
"KQU62_RS00055",1,2,2,6,4,11,6,4,1
"KQU62_RS00060",3,0,0,3,0,1,0,0,1
"KQU62_RS00065",5,6,9,42,50,53,52,22,21
"KQU62_RS00070",1,14,11,19,17,20,12,7,3
"KQU62_RS00075",6,14,20,19,23,25,22,17,21
"KQU62_RS00080",7,10,8,8,6,7,1,11,1
"KQU62_RS00085",0,0,0,0,1,0,0,0,0
"KQU62_RS00090",4,11,8,17,13,12,12,13,7
"KQU62_RS00095",12,20,19,16,26,27,13,6,17
"KQU62_RS00100",48,89,54,276,330,334,819,463,720
"KQU62_RS00105",15,32,27,246,216,188,872,539,665
"KQU62_RS00110",44,73,41,141,142,134,210,109,168
"KQU62_RS00115",1604,3371,2227,1656,1847,1634,1502,944,1014
"KQU62_RS00120",365,688,471,884,976,917,1496,835,924
"KQU62_RS00125",16,24,19,61,71,72,45,38,36
"KQU62_RS00130",172,346,220,1208,1618,1330,544,366,367
"KQU62_RS00135",3642,7633,4891,1968,2609,2159,2187,1441,1517
"KQU62_RS00140",1390,2912,1908,990,1168,1060,735,460,504
"KQU62_RS00145",0,6,4,3,6,9,1,0,0
"KQU62_RS00150",815,1722,1140,301,393,396,225,161,171
"KQU62_RS00155",144,298,236,60,67,85,64,46,31
"KQU62_RS00160",820,1758,1248,386,476,501,309,176,160
"KQU62_RS00165",1043,2047,1381,380,572,559,321,209,224
"KQU62_RS00170",1300,2597,1953,586,677,596,465,276,276
"KQU62_RS00175",2643,5008,3752,1311,1458,1375,977,780,757
"KQU62_RS00180",203,366,221,403,548,406,285,233,230
"KQU62_RS00185",15,34,18,33,53,55,42,22,22
"KQU62_RS00190",29,54,52,71,103,94,64,57,37
"KQU62_RS00195",68,218,137,253,342,295,230,129,132
"KQU62_RS00200",199,449,301,516,552,629,431,234,195
"KQU62_RS00205",486,1039,684,630,672,652,428,232,248
"KQU62_RS00210",40,124,75,91,111,145,80,42,33
"KQU62_RS00215",1049,2318,1256,6736,9339,8784,3482,1960,2428
"KQU62_RS00220",6,16,7,19,32,27,22,8,13
"KQU62_RS00225",36,76,53,91,117,102,87,32,44
"KQU62_RS00230",12,33,24,42,56,33,27,16,21
"KQU62_RS00235",1446,2977,1793,4382,5310,4535,2578,1603,1821
"KQU62_RS00240",92,169,99,284,346,259,177,123,117
"KQU62_RS00245",19,56,27,81,106,89,61,40,28
"KQU62_RS00250",184,367,209,406,581,435,331,213,208
"KQU62_RS00255",362,778,441,908,1131,1104,682,378,404
"KQU62_RS00260",3156,6416,3996,1639,1709,1473,1005,691,792
"KQU62_RS00265",2058,4725,2772,780,875,805,564,264,316
"KQU62_RS00270",2902,5867,4109,1002,1022,842,572,328,440
"KQU62_RS00275",81,90,113,141,188,169,176,130,124
"KQU62_RS00280",517,1028,674,1014,1224,1161,946,630,661
"KQU62_RS00285",791,1776,1088,1369,1997,1789,1424,818,826
"KQU62_RS00290",1032,2142,1309,1804,2394,2140,1674,1116,1150
"KQU62_RS00295",1754,3777,2389,4975,5481,4795,3692,1925,2165
"KQU62_RS00300",3683,7255,5092,4553,6556,5334,3495,2344,2406
"KQU62_RS00305",554,1124,664,1653,2008,1658,1234,835,876
"KQU62_RS00310",554,1215,628,2827,3554,2964,2226,1281,1334
"KQU62_RS00315",107,199,114,681,818,689,432,342,277
"KQU62_RS00320",30,70,37,219,279,216,188,111,126
"KQU62_RS00325",34,80,32,181,228,199,173,107,90
"KQU62_RS00330",235,398,266,384,415,391,333,211,194
"KQU62_RS00335",830,1907,1252,1272,1593,1487,1124,697,621
"KQU62_RS00340",297,636,426,464,567,556,369,188,152
"KQU62_RS00345",5205,10847,7433,8148,10381,9413,5984,3765,3787
"KQU62_RS00350",110,174,96,118,164,113,62,51,51
"KQU62_RS00355",10265,18441,13937,16186,19359,16433,10113,6196,6436
"KQU62_RS00360",23268,47136,34474,40274,49059,43761,26461,13000,13528
"KQU62_RS00365",1574,2799,2199,2644,2707,2619,1688,1005,1073
"KQU62_RS00370",2176,4713,2519,2135,2553,2421,1090,715,792
"KQU62_RS00375",4613,9406,5575,4492,5931,5186,3336,2164,2226
"KQU62_RS00380",3169,7009,3824,3401,4458,4221,2922,1528,1631
"KQU62_RS00385",7,14,18,9,12,11,11,4,3
"KQU62_RS00390",15,48,18,16,29,20,15,6,15
"KQU62_RS00395",1,6,0,4,9,4,1,1,1
"KQU62_RS00400",8,9,17,4,2,5,2,6,5
"KQU62_RS00405",14,20,18,10,17,11,7,10,4
"KQU62_RS00410",38,71,36,26,27,19,23,9,9
"KQU62_RS00415",179,347,182,145,224,171,143,78,80
"KQU62_RS00420",2,3,3,3,4,6,0,3,2
"KQU62_RS00425",25,39,23,37,43,46,20,18,19
"KQU62_RS00430",4,6,0,8,4,4,6,4,1
"KQU62_RS00435",3,0,1,1,0,2,3,3,1
"KQU62_RS00440",33,68,49,61,74,76,52,45,45
"KQU62_RS00445",43,59,44,70,79,64,59,41,39
"KQU62_RS00450",42,108,71,52,58,53,47,32,35
"KQU62_RS00455",1,2,1,0,0,0,3,0,0
"KQU62_RS00460",176,433,277,221,229,251,170,106,95
"KQU62_RS00465",84,224,121,119,131,139,115,51,49
"KQU62_RS00470",13,19,13,15,9,8,7,9,5
"KQU62_RS00475",601,1502,870,4434,4404,4322,2677,1166,1096
"KQU62_RS00480",360,881,429,2458,1960,2392,1553,628,610
"KQU62_RS00485",3899,8891,5348,17473,18985,17259,13763,7631,7267
"KQU62_RS00490",479,1088,664,2272,2164,2458,2031,1048,1021
"KQU62_RS00495",141,374,279,507,590,533,376,193,229
"KQU62_RS00500",80,256,170,182,219,223,114,53,69
"KQU62_RS00505",74,142,96,166,166,143,94,50,77
"KQU62_RS00510",139,255,171,328,370,358,222,106,113
"KQU62_RS00515",19,56,38,66,65,56,34,23,21
"KQU62_RS00520",1,8,2,5,3,1,2,1,1
"KQU62_RS00525",305,651,393,144,222,178,231,139,147
"KQU62_RS00530",893,1819,1040,4083,4403,3868,3072,1615,1730
"KQU62_RS00535",1562,3301,2512,2437,3322,4124,3933,2239,2428
"KQU62_RS00540",2,11,3,12,18,6,6,2,2
"KQU62_RS00545",786,1693,998,632,876,757,586,304,266
"KQU62_RS00550",218,473,299,587,690,666,354,251,317
"KQU62_RS00555",3282,6947,4336,3878,4594,4125,3198,1794,1904
"KQU62_RS00560",3002,6729,4113,4555,4997,4694,3484,1761,1979
"KQU62_RS00565",52042,112282,72986,98214,95260,89996,91460,54275,54066
"KQU62_RS00570",19211,41323,26300,28441,27687,28341,27857,17232,17128
"KQU62_RS00575",4886,10409,6763,3253,3838,3585,3108,1897,2171
"KQU62_RS00580",4323,9044,5468,33064,39445,35177,31113,20097,22594
"KQU62_RS00585",5,10,10,3,5,10,2,1,5
"KQU62_RS00590",5445,10729,7069,12164,14376,12915,9099,6005,6400
"KQU62_RS00595",926,1978,1213,2696,3191,2864,2084,1169,1303
"KQU62_RS00600",1452,2907,1889,2053,2609,2375,2288,1570,1790
"KQU62_RS00605",7474,17060,10145,31528,33896,30447,22870,12674,12840
"KQU62_RS00610",28163,61012,38028,85462,93975,81729,72860,46317,49391
"KQU62_RS00615",33334,73293,45063,99346,111923,103460,97909,63120,60935
"KQU62_RS00620",44825,96531,60237,123616,137063,127878,129983,81050,79662
"KQU62_RS00625",16,21,12,20,38,46,13,7,13
"KQU62_RS00630",13,23,16,18,24,22,11,3,5
"KQU62_RS00635",7,12,7,12,27,10,5,0,2
"KQU62_RS00640",3,5,7,2,6,11,3,1,1
"KQU62_RS00645",1737,3985,2525,1207,1341,1484,1501,721,665
"KQU62_RS00650",3174,6329,4223,2073,2408,2133,1919,1329,1573
"KQU62_RS00655",99,221,133,80,103,93,74,44,40
"KQU62_RS00660",12,32,20,6,23,18,7,4,4
"KQU62_RS00665",2,8,9,9,6,9,4,5,5
"KQU62_RS00670",40,94,48,52,54,42,40,12,11
"KQU62_RS00675",20,48,31,25,28,22,12,13,9
"KQU62_RS00680",12,33,19,20,35,31,13,10,7
"KQU62_RS00685",1,5,0,3,1,3,0,0,0
"KQU62_RS00690",1897,3875,2611,4953,5616,4851,4151,2798,2665
"KQU62_RS00695",1124,2263,1434,2673,3094,2958,2733,1699,1704
"KQU62_RS00700",1,6,4,2,4,2,7,0,0
"KQU62_RS00705",135,268,193,234,322,309,197,142,148
"KQU62_RS00710",81,175,83,400,493,511,523,299,306
"KQU62_RS00715",23,43,27,51,46,66,10,13,14
"KQU62_RS00720",126,247,147,320,344,368,186,90,78
"KQU62_RS00725",124,311,168,310,330,365,244,108,129
"KQU62_RS00730",175,430,263,337,409,420,202,87,146
"KQU62_RS00735",223,471,319,480,558,555,313,199,223
"KQU62_RS00740",210,535,326,561,638,605,365,230,213
"KQU62_RS00745",1478,3560,2083,2447,3115,3069,2127,1257,1358
"KQU62_RS00750",2961,7035,4434,5055,6015,6140,4636,2523,2852
"KQU62_RS00755",259,592,369,412,481,480,269,164,165
"KQU62_RS00760",181,294,176,196,234,270,149,96,94
"KQU62_RS00765",137,348,219,625,738,710,557,301,294
"KQU62_RS00770",93,224,158,96,118,99,64,46,42
"KQU62_RS00775",0,0,2,4,0,1,0,0,0
"KQU62_RS00780",3,5,1,1,1,0,0,0,1
"KQU62_RS00785",0,3,2,0,3,1,0,0,1
"KQU62_RS00790",0,1,0,1,2,0,0,0,0
"KQU62_RS00795",2981,6187,3691,7626,8792,7871,9128,5515,6388
"KQU62_RS00800",7730,16350,10522,21909,27759,26214,18653,13799,15980
"KQU62_RS00805",1503,3389,2046,3830,5568,5241,2389,1617,1786
"KQU62_RS00810",61,131,112,394,451,439,249,161,201
"KQU62_RS00815",1374,3004,1860,2688,3754,3481,1601,1015,956
"KQU62_RS00820",2016,4476,2815,3412,5028,4584,2617,1393,1539
"KQU62_RS00825",12,14,15,14,25,20,4,8,3
"KQU62_RS00830",1477,2940,2077,1366,1472,1295,693,348,388
"KQU62_RS00835",2802,5446,3684,3370,4791,4028,2475,1545,1488
"KQU62_RS00840",11603,23416,15888,8432,12421,11169,8369,5180,5372
"KQU62_RS00845",80,180,117,652,723,665,515,289,278
"KQU62_RS00850",29,67,47,342,393,316,287,149,163
"KQU62_RS00855",155,308,172,1053,1071,1049,856,553,531
"KQU62_RS00860",3750,7429,5231,39605,56559,48629,15171,9196,9977
"KQU62_RS00865",493,905,611,383,439,448,295,162,214
"KQU62_RS00870",48,129,86,297,341,311,128,104,115
"KQU62_RS00875",218,501,321,717,886,812,475,262,259
"KQU62_RS00880",3291,6927,4153,2450,2691,2405,2453,1607,1694
"KQU62_RS00885",1861,3690,2183,1558,1722,1495,1141,713,771
"KQU62_RS00890",138,275,148,183,200,227,83,44,44
"KQU62_RS00895",196,425,234,782,877,732,546,361,389
"KQU62_RS00900",169,320,186,500,678,530,310,198,207
"KQU62_RS00905",13,30,20,45,26,48,20,13,15
"KQU62_RS00910",1584,3065,2375,20658,20148,19002,10945,6864,8654
"KQU62_RS00915",1143,2570,1770,4805,5951,5968,3351,1821,2132
"KQU62_RS00920",1006,1969,1435,2713,3356,3317,1686,1052,1179
"KQU62_RS00925",14731,20404,15965,19189,21725,13470,18796,13894,18041
"KQU62_RS00930",20,35,19,14,18,23,12,7,8
"KQU62_RS00935",348,798,560,945,1073,1045,673,312,364
"KQU62_RS00940",4429,9362,6377,7591,8821,8390,6497,3791,4208
"KQU62_RS00945",1031,1944,1330,1818,2153,1996,1551,1190,1344
"KQU62_RS00950",3925,8717,5374,9991,11671,10210,6773,3823,4146
"KQU62_RS00955",0,4,2,2,4,1,2,1,0
"KQU62_RS00960",37,74,38,56,87,85,49,25,19
"KQU62_RS00965",26,103,49,103,76,68,44,34,30
"KQU62_RS00970",0,0,0,0,0,0,0,0,0
"KQU62_RS00975",289,607,381,1048,1141,1065,922,471,583
"KQU62_RS00980",426,817,512,558,640,589,517,337,313
"KQU62_RS00985",5050,11128,6953,12689,14681,13851,10706,5661,5948
"KQU62_RS00990",1193,2430,1542,2541,2914,2560,1646,800,926
"KQU62_RS00995",2105,4232,2829,3333,3987,3440,2582,1569,1574
"KQU62_RS01000",1790,3970,2531,2995,3528,3234,2698,1344,1413
"KQU62_RS01005",277,582,418,717,861,808,421,255,255
"KQU62_RS01010",38,86,48,73,88,99,56,35,38
"KQU62_RS01015",767,1591,1053,1240,1570,1391,878,600,594
"KQU62_RS01020",13301,29198,17819,30169,37538,34729,25544,13923,14567
"KQU62_RS01025",3921,8893,5404,8028,10005,9371,7247,4618,4337
"KQU62_RS01030",1509,3338,2244,2993,3525,3325,3010,1753,1515
"KQU62_RS01035",2025,4414,2784,3839,4595,4254,3715,2209,2261
"KQU62_RS01040",1921,3903,2560,7396,7400,7493,4793,1935,2444
"KQU62_RS01045",1582,3208,2077,10122,11158,10457,5384,2836,3409
"KQU62_RS01050",2578,5411,3427,11444,13340,12217,8541,4895,5131
"KQU62_RS01055",4580,10395,6682,18416,21565,19947,16636,8699,9125
"KQU62_RS01060",1660,3404,2357,5271,6423,6326,4904,2898,2886
"KQU62_RS01065",7,27,16,34,31,36,16,13,5
"KQU62_RS01070",6241,12525,8187,8409,11110,9546,7039,5092,4814
"KQU62_RS01075",12801,27366,18300,17485,23502,20353,12713,8871,9022
"KQU62_RS01080",19389,40640,28315,32144,45345,43000,24814,12786,13340
"KQU62_RS01085",821,1570,1117,1222,1493,1234,869,680,681
"KQU62_RS01090",8328,18004,11135,13562,16562,15273,14713,8300,8108
"KQU62_RS01095",4637,10248,6375,8602,10340,9149,7372,4179,4338
"KQU62_RS01100",4134,8999,5675,6626,8380,7507,5161,3048,3357
"KQU62_RS01105",243,385,269,273,366,292,251,195,164
"KQU62_RS01110",1853,3838,2467,2916,3517,3399,2594,1574,1470
"KQU62_RS01115",2707,6022,3816,5073,6375,6147,3820,1888,2150
"KQU62_RS01120",1823,3780,2598,2497,3341,2890,1309,736,714
"KQU62_RS01125",2689,5565,3727,4546,6255,5425,2773,1601,1573
"KQU62_RS01130",54896,113061,76441,53800,72490,62892,33420,20552,21271
"KQU62_RS01135",2540,5137,3457,2308,2754,2563,1803,1103,1128
"KQU62_RS01140",19966,43456,26951,33360,42625,39394,31571,17468,17327
"KQU62_RS01145",1034,2369,1478,3013,3307,3182,2736,1466,1506
"KQU62_RS01150",238,602,380,714,764,804,791,372,355
"KQU62_RS01155",1054,2112,1564,2286,2751,2407,2294,1492,1535
"KQU62_RS01160",1199,2742,1706,2673,3077,2869,2462,1188,1107
"KQU62_RS01165",17580,37140,24323,34176,39290,35380,29678,17804,17553
"KQU62_RS01170",23,45,35,46,44,38,30,14,17
"KQU62_RS01175",1,0,0,2,2,0,0,1,0
"KQU62_RS01180",0,2,1,0,4,1,0,0,0
"KQU62_RS01185",136,188,168,276,218,174,89,90,104
"KQU62_RS01190",13,51,28,44,56,34,19,8,13
"KQU62_RS01195",10,10,6,7,14,9,1,1,7
"KQU62_RS01200",28,50,33,79,88,73,40,34,34
"KQU62_RS01205",93,174,187,294,256,221,85,72,84
"KQU62_RS01210",716,1411,1299,2166,2236,1739,721,567,781
"KQU62_RS01215",50,85,58,116,114,125,82,41,26
"KQU62_RS01220",1580,2324,1821,3309,4636,4816,2906,1900,1987
"KQU62_RS01225",6198,13264,8547,14341,16859,14356,8320,5388,5587
"KQU62_RS01230",0,0,0,0,0,0,1,0,0
"KQU62_RS01235",1129,2604,1375,644,836,731,670,397,405
"KQU62_RS01240",4873,10422,6538,9882,8510,6876,7660,4823,5002
"KQU62_RS01245",7358,17230,10508,18848,15636,13446,16150,7928,7630
"KQU62_RS01250",8321,17929,11860,41920,46542,42997,23666,13631,14460
"KQU62_RS01255",12641,26303,15962,1933,2330,2025,1648,1200,1287
"KQU62_RS01260",23972,51072,30752,2701,3472,3126,2726,1727,1805
"KQU62_RS01265",31261,68561,40200,3381,4354,3944,3285,1865,1990
"KQU62_RS01270",153206,329305,197560,18302,25234,22388,16675,10546,11153
"KQU62_RS01275",2508,5310,3520,3976,5435,4875,3157,1857,1827
"KQU62_RS01280",4025,8215,5405,6564,8491,7716,5234,3025,3142
"KQU62_RS01285",8332,17764,11833,21812,27703,25108,17012,10347,10357
"KQU62_RS01290",681,1324,882,1523,2027,1920,1251,1004,963
"KQU62_RS01295",3657,7347,4947,6549,8460,8241,5674,3273,3389
"KQU62_RS01300",1298,3014,1889,2472,3199,3143,2142,1046,1091
"KQU62_RS01305",1994,3915,2658,3588,4544,4241,2715,1929,2005
"KQU62_RS01310",1459,2874,2154,2234,2798,2595,1739,1156,1074
"KQU62_RS01315",3342,6950,4674,5471,7132,6351,3812,2335,2389
"KQU62_RS01320",617,1414,892,1134,1468,1345,719,485,494
"KQU62_RS01325",1010,2112,1376,1986,2335,2193,1196,807,715
"KQU62_RS01330",7189,14566,10305,12406,15803,14753,8378,4905,5051
"KQU62_RS01335",47768,91478,68691,57657,71315,57151,27135,18166,19157
"KQU62_RS01340",60239,106919,88255,60094,74368,57746,29182,23290,24200
"KQU62_RS01345",39425,76238,55126,63464,77493,65995,43660,27523,26449
"KQU62_RS01350",24790,43897,33143,36064,43838,39627,27355,17829,17675
"KQU62_RS01355",1706,3450,2416,3664,4453,3932,2383,1458,1414
"KQU62_RS01360",118031,238948,174497,180750,240749,204290,120064,74875,77857
"KQU62_RS01365",141924,288192,203518,232468,295548,255124,170629,94739,97125
"KQU62_RS01370",6862,13192,9446,12975,15079,13335,7951,4272,4324
"KQU62_RS01375",45537,90611,65292,91318,112095,100667,60484,36547,34079
"KQU62_RS01380",57023,105329,84081,103669,128288,106410,72650,52640,49809
"KQU62_RS01385",267190,521158,408596,558281,689061,582416,414813,244775,262354
"KQU62_RS01390",343251,676056,515229,508141,624084,533896,395926,248829,260633
"KQU62_RS01395",370,818,470,506,621,531,389,213,256
"KQU62_RS01400",4327,8985,5924,7469,8142,8247,6006,3779,4186
"KQU62_RS01405",2240,4898,3014,2041,2622,2492,2287,1414,1593
"KQU62_RS01410",478,921,588,827,986,941,553,386,422
"KQU62_RS01415",2109,4097,2959,11027,13715,13695,8574,5866,7029
"KQU62_RS01420",9430,20460,12934,15771,18138,17645,14968,9212,8996
"KQU62_RS01425",2217,5017,3118,3972,4770,4426,3662,1961,2218
"KQU62_RS01430",2098,4272,2722,3259,3879,3490,2382,1301,1379
"KQU62_RS01435",514,1129,671,1176,1219,1091,578,217,258
"KQU62_RS01440",273,550,393,576,659,580,309,173,181
"KQU62_RS01445",850,1896,1264,1692,1902,1892,944,534,556
"KQU62_RS01450",1509,3134,1751,2631,3126,2656,2206,1382,1337
"KQU62_RS01455",12110,24558,18293,95630,96776,88080,47297,29880,29440
"KQU62_RS01460",130468,290800,199688,838482,893566,833644,761543,456402,447099
"KQU62_RS01465",23301,52311,41369,45110,48110,42933,48271,27686,26241
"KQU62_RS01470",1422,2870,1803,2183,2682,2546,2238,1221,1151
"KQU62_RS01475",2958,6253,4095,9698,11074,10056,9010,5062,5649
"KQU62_RS01480",6927,14677,9486,7578,9177,8446,5060,2876,3014
"KQU62_RS01485",2901,6493,4072,3902,4816,4595,2406,1282,1485
"KQU62_RS01490",935,2102,1263,1521,1836,1572,925,470,554
"KQU62_RS01495",574,1313,833,794,1063,898,788,406,416
"KQU62_RS01500",6858,14224,8923,1766,2082,1859,1801,1093,1123
"KQU62_RS01505",8387,17351,11050,2035,2282,1943,2295,1569,1603
"KQU62_RS01510",165,321,226,116,111,136,43,25,26
"KQU62_RS01515",9390,20555,12481,13046,17041,16110,17810,9135,9888
"KQU62_RS01520",122,222,138,308,396,359,151,92,103
"KQU62_RS01525",424,761,517,883,1044,983,514,289,311
"KQU62_RS01530",65,171,108,130,159,166,81,30,42
"KQU62_RS01535",63,113,84,78,120,81,58,24,33
"KQU62_RS01540",566,1161,583,11738,20557,14191,4777,3137,3106
"KQU62_RS01545",3778,7226,4940,3787,4601,3971,3061,2588,2843
"KQU62_RS01550",1450,2805,1829,1821,2391,2220,1390,765,764
"KQU62_RS01555",1019,2036,1379,1171,1669,1374,980,609,591
"KQU62_RS01560",1209,2680,1724,1583,2061,1965,1575,886,928
"KQU62_RS01565",5230,10517,8248,5904,7291,6958,4655,3061,3488
"KQU62_RS01570",900,1917,1096,2382,2804,2382,1815,1160,1157
"KQU62_RS01575",861,1781,1167,2470,2901,2675,1803,1051,1076
"KQU62_RS01580",7067,14700,9126,6541,7938,7105,4811,2707,3152
"KQU62_RS01585",11591,24018,15915,28970,36219,31318,26622,17736,18694
"KQU62_RS01590",12489,27863,16847,33777,42700,39486,36038,18939,19239
"KQU62_RS01595",1472,2857,2145,1685,2319,2049,849,576,625
"KQU62_RS01600",2386,4644,3263,2593,3911,3342,1677,1071,1154
"KQU62_RS01605",2756,5223,3911,3054,4588,3963,1783,1114,1233
"KQU62_RS01610",154,271,193,191,288,279,98,50,65
"KQU62_RS01615",1398,3164,1816,2056,2766,2419,2038,1114,1231
"KQU62_RS01620",73,165,75,115,152,167,74,70,71
"KQU62_RS01625",0,1,3,0,1,1,1,0,0
"KQU62_RS01630",1377,2842,1770,5469,6741,6319,4923,3139,2953
"KQU62_RS01635",816,2106,1189,4106,4920,5141,4009,1927,1949
"KQU62_RS01640",172,373,229,663,796,806,664,367,359
"KQU62_RS01645",730,1752,1055,3545,3937,3578,2745,1680,2026
"KQU62_RS01650",524,1160,579,2539,2602,2587,1932,1047,1085
"KQU62_RS01655",2779,5797,3901,5626,7486,6896,4910,3150,3355
"KQU62_RS01660",1417,3035,1958,3564,4762,4468,3140,1875,1922
"KQU62_RS01665",1004,2137,1330,1597,1750,1562,1004,550,514
"KQU62_RS01670",6640,14074,8936,9094,10733,9784,8706,5239,5642
"KQU62_RS01675",3272,7192,4359,4262,4841,4436,4102,2482,2576
"KQU62_RS01680",11429,25315,15145,138298,164755,141009,177208,115328,129935
"KQU62_RS01685",5,11,9,126,123,105,63,28,36
"KQU62_RS01690",61,124,85,191,222,243,157,101,75
"KQU62_RS01695",7443,15244,9863,14355,18356,15926,11209,6993,7337
"KQU62_RS01700",40,125,74,67,105,91,108,47,47
"KQU62_RS01705",475,1040,565,1857,2024,1900,1003,533,524
"KQU62_RS01710",764,1613,1072,1499,2040,1692,1020,600,627
"KQU62_RS01715",1056,2376,1360,2100,2862,2491,1911,918,964
"KQU62_RS01720",2074,4579,2794,3388,4482,4349,3412,1707,1682
"KQU62_RS01725",15416,31078,21493,24494,28524,25251,35908,24750,26698
"KQU62_RS01730",2668,6113,3998,2359,2508,2408,2672,1369,1588
"KQU62_RS01735",709,1570,1067,472,741,699,649,344,385
"KQU62_RS01740",4091,8736,5340,6695,9318,9678,4529,2476,2925
"KQU62_RS01745",670,1505,874,1926,3206,2840,1113,605,648
"KQU62_RS01750",3,24,9,14,28,20,5,6,9
"KQU62_RS01755",2,10,10,15,19,22,8,2,5
"KQU62_RS01760",235,575,341,284,343,337,98,45,43
"KQU62_RS01765",2257,4584,2824,3683,5448,4898,1846,1094,1198
"KQU62_RS01770",296,735,442,609,889,846,346,238,225
"KQU62_RS01775",287,654,372,609,877,778,349,189,170
"KQU62_RS01780",1806,3844,2276,3042,4505,3879,1767,1050,1170
"KQU62_RS01785",291,737,403,549,772,766,352,172,170
"KQU62_RS01790",183,354,209,300,449,431,177,104,93
"KQU62_RS01795",702,1475,955,1056,1534,1203,715,482,565
"KQU62_RS01800",4639,10124,5996,9988,14069,12709,7049,4282,4800
"KQU62_RS01805",159,411,233,326,591,478,190,113,119
"KQU62_RS01810",95,172,92,137,187,241,84,32,50
"KQU62_RS01815",1874,3418,3244,110149,25557,25783,87985,54001,50843
"KQU62_RS01820",1285,2227,1866,80966,20147,20073,51860,33141,34054
"KQU62_RS01825",966,1571,1469,55914,13918,13940,33534,20302,20629
"KQU62_RS01830",1557,3204,2229,2381,2046,2002,1816,994,1251
"KQU62_RS01835",142,334,174,670,727,711,366,189,193
"KQU62_RS01840",568,1114,767,1149,1060,956,495,317,421
"KQU62_RS01845",7261,14647,9683,7685,8788,7990,5659,3183,3461
"KQU62_RS01850",6042,12668,8172,10014,9440,8499,7096,3701,4069
"KQU62_RS01855",1937,4059,2757,2159,2486,2283,1931,1124,1193
"KQU62_RS01860",3100,6403,4291,2893,3559,2989,2782,1688,1889
"KQU62_RS01865",450,820,574,374,420,411,334,221,252
"KQU62_RS01870",2037,4090,2745,2695,3242,3025,1559,1031,1024
"KQU62_RS01875",7456,16382,10242,10139,12384,11265,9247,5280,5645
"KQU62_RS01880",6281,14072,8771,27355,33751,30241,19375,9937,10193
"KQU62_RS01885",16,36,23,46,59,42,43,13,18
"KQU62_RS01890",818,1810,1214,1232,1522,1378,977,567,567
"KQU62_RS01895",4263,8719,5760,1625,2223,1910,897,507,587
"KQU62_RS01900",2589,5280,3506,1256,1652,1406,776,465,468
"KQU62_RS01905",3492,7110,4633,2369,2902,2480,1750,1047,1180
"KQU62_RS01910",728,1582,1061,1148,1348,1274,921,635,691
"KQU62_RS01915",369,775,510,414,557,591,448,254,274
"KQU62_RS01920",261,535,375,350,432,432,304,204,187
"KQU62_RS01925",5302,10910,7508,10832,12341,10552,6243,4270,4470
"KQU62_RS01930",15925,32450,22577,7003,9189,8142,5652,2973,3072
"KQU62_RS01935",1822,3732,2342,1352,1537,1356,914,452,502
"KQU62_RS01940",1445,3069,1711,1426,1827,1671,1214,559,627
"KQU62_RS01945",2277,4962,3276,3124,3377,3214,1976,1180,1403
"KQU62_RS01950",805,1678,975,1598,2104,1885,1082,621,621
"KQU62_RS01955",776,1633,1049,1127,1531,1361,1034,613,599
"KQU62_RS01960",1820,4054,2556,2702,3724,3450,2505,1385,1399
"KQU62_RS01965",1215,2580,1597,1690,2381,2130,1318,805,839
"KQU62_RS01970",4129,8629,5634,5930,7797,7032,4371,2729,2888
"KQU62_RS01975",5707,12312,8422,6000,8227,7636,4231,1960,2072
"KQU62_RS01980",11878,24102,17399,11987,16320,14730,8073,5023,5457
"KQU62_RS01985",13712,27056,20205,29286,41261,32567,12837,8535,9847
"KQU62_RS01990",1553,3305,1851,3601,3844,4002,2510,1229,1384
"KQU62_RS01995",2238,5067,2725,3620,4246,4145,1786,1030,1022
"KQU62_RS02000",403,825,539,2675,2928,2726,2742,1524,1437
"KQU62_RS02005",3898,7605,5566,5888,6995,6232,3691,2475,2623
"KQU62_RS02010",2683,5506,3525,4968,5888,5976,3947,2124,2069
"KQU62_RS02015",10,11,10,9,17,12,7,1,4
"KQU62_RS02020",1826,4092,2451,5086,5840,5267,3504,1969,2033
"KQU62_RS02025",4219,9009,5626,7491,9535,8572,6250,3628,3794
"KQU62_RS02030",2018,4148,2843,3512,4775,4756,2277,1375,1588
"KQU62_RS02035",398,937,585,750,1113,1191,585,297,307
"KQU62_RS02040",9,14,14,19,22,27,13,5,8
"KQU62_RS02045",428,1007,629,1121,1168,1155,710,311,351
